date,description,amount
2026-02-14,UBER TRIP,-354.02
2026-02-14,UBER TRIP,-358.48
2026-02-15,SWIGGY BANGALORE,-428.02
2026-02-15,UBER TRIP,-317.89
2026-02-16,DMART RETAIL,-2070.64
2026-02-18,UBER TRIP,-332.48
2026-02-18,AMAZON PURCHASE,-1629.22
2026-02-19,ZOMATO ORDER,-463.06
2026-02-21,SWIGGY BANGALORE,-524.22
2026-02-21,SWIGGY BANGALORE,-403.90
2026-02-21,SWIGGY BANGALORE,-446.74
2026-02-21,DMART RETAIL,-2195.05
2026-02-23,SWIGGY BANGALORE,-487.16
2026-02-24,SWIGGY BANGALORE,-417.77
2026-02-24,DMART RETAIL,-2021.02
2026-02-25,ELECTRICITY BOARD,-2215.04
2026-02-27,SWIGGY BANGALORE,-489.17
2026-03-01,ZOMATO ORDER,-477.73
2026-03-03,DMART RETAIL,-2644.69
2026-03-04,SALARY CREDIT,55000.00
2026-03-04,SWIGGY BANGALORE,-497.17
2026-03-04,SWIGGY BANGALORE,-431.02
2026-03-05,ZOMATO ORDER,-437.86
2026-03-05,UBER TRIP,-342.53
2026-03-06,SWIGGY BANGALORE,-447.45
2026-03-06,ZOMATO ORDER,-407.96
2026-03-06,UBER TRIP,-384.67
2026-03-07,UBER TRIP,-331.38
2026-03-07,UBER TRIP,-362.60
2026-03-08,DMART RETAIL,-2546.62
2026-03-08,AMAZON PURCHASE,-1566.86
2026-03-09,SWIGGY BANGALORE,-530.78
2026-03-10,SWIGGY BANGALORE,-530.02
2026-03-11,AMAZON PURCHASE,-1458.68
2026-03-12,ZOMATO ORDER,-362.88
2026-03-13,UBER TRIP,-360.87
2026-03-16,ZOMATO ORDER,-436.59
2026-03-16,UBER TRIP,-301.39
2026-03-17,SWIGGY BANGALORE,-525.89
2026-03-17,AMAZON PURCHASE,-1529.62
2026-03-18,ELECTRICITY BOARD,-1815.38
2026-03-19,DMART RETAIL,-2022.72
2026-03-20,UBER TRIP,-315.29
2026-03-21,UBER TRIP,-389.59
2026-03-24,SWIGGY BANGALORE,-470.38
2026-03-25,SWIGGY BANGALORE,-544.53
2026-03-25,ZOMATO ORDER,-429.01
2026-03-25,UBER TRIP,-295.36
2026-03-25,UBER TRIP,-382.85
2026-03-27,DMART RETAIL,-2596.95
2026-03-27,NETFLIX SUBSCRIPTION,-735.80
2026-04-02,SWIGGY BANGALORE,-426.84
2026-04-03,SWIGGY BANGALORE,-543.42
2026-04-03,UBER TRIP,-344.89
2026-04-03,UBER TRIP,-298.02
2026-04-04,SALARY CREDIT,55000.00
2026-04-04,ZOMATO ORDER,-423.84
2026-04-04,DMART RETAIL,-2746.31
2026-04-04,NETFLIX SUBSCRIPTION,-673.31
2026-04-05,UBER TRIP,-352.60
2026-04-06,AMAZON PURCHASE,-1832.40
2026-04-07,SWIGGY BANGALORE,-515.37
2026-04-07,UBER TRIP,-322.50
2026-04-08,SWIGGY BANGALORE,-450.79
2026-04-08,SWIGGY BANGALORE,-509.79
2026-04-08,ZOMATO ORDER,-445.97
2026-04-08,UBER TRIP,-393.42
2026-04-09,SWIGGY BANGALORE,-492.58
2026-04-09,UBER TRIP,-340.63
2026-04-13,AMAZON PURCHASE,-1625.86
2026-04-13,AMAZON PURCHASE,-1575.64
2026-04-14,ZOMATO ORDER,-383.28
2026-04-14,ZOMATO ORDER,-416.94
2026-04-16,UBER TRIP,-313.88
2026-04-18,UBER TRIP,-342.85
2026-04-19,ZOMATO ORDER,-492.97
2026-04-21,DMART RETAIL,-2077.27
2026-04-21,UBER TRIP,-306.73
2026-04-23,SWIGGY BANGALORE,-417.98
2026-04-24,SWIGGY BANGALORE,-496.27
2026-04-24,DMART RETAIL,-2374.28
2026-04-24,DMART RETAIL,-2081.90
2026-04-26,ZOMATO ORDER,-473.23
2026-04-26,ELECTRICITY BOARD,-2026.44
2026-04-27,UBER TRIP,-401.04
2026-05-02,SWIGGY BANGALORE,-461.32
2026-05-03,ZOMATO ORDER,-390.01
2026-05-03,DMART RETAIL,-2123.78
2026-05-03,UBER TRIP,-404.53
2026-05-03,AMAZON PURCHASE,-1898.36
2026-05-04,SALARY CREDIT,55000.00
2026-05-04,UBER TRIP,-411.99
2026-05-05,UBER TRIP,-359.03
2026-05-06,ZOMATO ORDER,-391.57
2026-05-07,UBER TRIP,-405.14
2026-05-07,UBER TRIP,-312.52
2026-05-08,ZOMATO ORDER,-471.55
2026-05-10,SWIGGY BANGALORE,-547.11
2026-05-10,SWIGGY BANGALORE,-451.81
2026-05-11,SWIGGY BANGALORE,-437.62
2026-05-11,NETFLIX SUBSCRIPTION,-741.10
2026-05-11,UBER TRIP,-376.65
2026-05-11,UBER TRIP,-336.90
2026-05-12,AMAZON PURCHASE,-1871.15
2026-05-13,UBER TRIP,-330.30
2026-05-15,AMAZON PURCHASE,-1571.63
2026-05-16,SWIGGY BANGALORE,-528.47
2026-05-17,ZOMATO ORDER,-444.88
2026-05-17,ZOMATO ORDER,-401.96
2026-05-18,SWIGGY BANGALORE,-578.91
2026-05-18,SWIGGY BANGALORE,-515.97
2026-05-19,ZOMATO ORDER,-388.48
2026-05-19,DMART RETAIL,-2392.87
2026-05-19,DMART RETAIL,-2404.29
2026-05-20,DMART RETAIL,-2276.40
2026-05-20,UBER TRIP,-305.64
2026-05-21,UBER TRIP,-318.71
2026-05-23,ELECTRICITY BOARD,-2464.28
2026-05-24,SWIGGY BANGALORE,-492.36
2026-06-01,SWIGGY BANGALORE,-541.40
2026-06-02,ZOMATO ORDER,-458.42
2026-06-02,ZOMATO ORDER,-505.45
2026-06-02,UBER TRIP,-360.25
2026-06-02,UBER TRIP,-420.13
2026-06-04,SALARY CREDIT,55000.00
2026-06-04,SWIGGY BANGALORE,-480.93
2026-06-04,NETFLIX SUBSCRIPTION,-759.99
2026-06-05,SWIGGY BANGALORE,-455.96
2026-06-05,SWIGGY BANGALORE,-555.14
2026-06-05,UBER TRIP,-377.11
2026-06-07,UBER TRIP,-412.04
2026-06-08,AMAZON PURCHASE,-1546.23
2026-06-09,DMART RETAIL,-2249.79
2026-06-11,ZOMATO ORDER,-420.07
2026-06-12,UBER TRIP,-316.78
2026-06-14,ZOMATO ORDER,-403.74
2026-06-14,DMART RETAIL,-2569.23
2026-06-14,AMAZON PURCHASE,-1755.99
2026-06-15,DMART RETAIL,-2273.14
2026-06-17,ZOMATO ORDER,-508.70
2026-06-18,SWIGGY BANGALORE,-543.56
2026-06-18,UBER TRIP,-412.59
2026-06-20,SWIGGY BANGALORE,-482.16
2026-06-21,ZOMATO ORDER,-419.10
2026-06-22,SWIGGY BANGALORE,-486.35
2026-06-22,UBER TRIP,-388.10
2026-06-23,UBER TRIP,-321.11
2026-06-24,AMAZON PURCHASE,-1970.21
2026-06-25,DMART RETAIL,-2153.19
2026-06-25,UBER TRIP,-324.15
2026-06-26,SWIGGY BANGALORE,-486.84
2026-06-26,UBER TRIP,-346.83
2026-06-26,ELECTRICITY BOARD,-2551.58
