date,description,amount
2024-03-19,ACH D- BOOKMYSHOW-758549,-3114.14
2024-03-19,POS 7618XXXXXX3791 PLAYSTATION STORE PUNE,-2355.39
2024-03-19,UPI/181611751872/BLUSMART/ybl,-448.83
2024-03-21,ACH D- SPENCERS-102671,-1507.37
2024-03-21,POS 3437XXXXXX1926 TATA POWER MUMBAI,-1448.05
2024-03-21,UPI-COMEDY CLUB TICKETS-660026488489@axl,-4530.90
2024-03-22,UPI-BOX8-913719937834@icici,-1476.35
2024-03-23,FORTIS HOSPITAL BANGALORE,-3211.43
2024-03-23,MAKEMYTRI 175860,-16437.44
2024-03-23,MUMBAI LOCAL PASS MUMBAI,-413.46
2024-03-24,ACH D- AIRTEL POSTPAID-460956,-2992.31
2024-03-24,UPI/257914279369/GOOGLE ONE/paytm,-418.61
2024-03-24,UPI/908800523/PIZZA HUT/okhdfc,-1201.17
2024-03-25,BLUSMART NOIDA,-1048.13
2024-03-25,JIOMART *83670,-1597.71
2024-03-25,PUNJABI DHABA HYDERABAD,-1050.58
2024-03-25,UPI/496741461294/RAPIDO/paytm,-439.70
2024-03-26,UPI/286358973/NYKAA/ybl,-1937.30
2024-03-27,PAYTM INSIDER PUNE,-1878.23
2024-03-28,UPI-BESCOM-394645244140@ybl,-1201.28
2024-03-28,UPI/607699345354/BOX8/ybl,-627.17
2024-03-28,UPI/607699345354/BOX8/ybl,-627.17
2024-03-29,ACH D- CULT FIT-710515,-3078.35
2024-03-29,UBER HYDERABAD,-923.58
2024-03-29,UPI-PIZZA HUT-483964526@icici,-1377.79
2024-03-29,YOUTUBE PREMIUM *98107,-452.34
2024-03-30,GOOGLE ONE *23181,-196.91
2024-03-31,ACH D- HP PETROL PUMP-562429,-451.81
2024-03-31,ZARA 952240,-6322.11
2024-04-01,GOLDS GYM PUNE,-1695.74
2024-04-01,SALARY CREDIT MUMBAI,184304.68
2024-04-01,UPI/193795662/SHELL FUEL/okhdfc,-353.75
2024-04-02,UPI/279359444/BARBEQUE NATION/oksbi,-1034.49
2024-04-03,ACH D- GOOGLE ONE-210943,-630.21
2024-04-03,AMAZON *71905,-5039.97
2024-04-03,POS 2039XXXXXX7858 DELHI METRO GURGAON,-812.84
2024-04-03,POS 4980XXXXXX3877 INOX BANGALORE,-1730.32
2024-04-04,POS 3024XXXXXX9792 SPOTIFY NOIDA,-924.47
2024-04-04,POS 9669XXXXXX1375 ICLOUD BANGALORE,-444.85
2024-04-04,UBER DELHI,-318.09
2024-04-04,UPI-BOOKMYSHOW-865365594@icici,-1727.89
2024-04-04,UPI-ICLOUD-815573717@ybl,-891.81
2024-04-05,SHELL FUEL BANGALORE,-289.86
2024-04-05,UPI/719920229385/AIRTEL POSTPAID/paytm,-3596.35
2024-04-06,BLUSMART GURGAON,-667.50
2024-04-06,RELIANCE 271118,-1459.57
2024-04-07,STARBUCKS *92025,-1718.79
2024-04-07,UPI-NOBROKER RENT-447321718@axl,-37576.64
2024-04-07,UPI/753405564/BLUSMART/paytm,-844.72
2024-04-08,ACH D- GUPTA PROVISION STORE-244494,-1072.07
2024-04-08,ACH D- SAGAR RATNA-436031,-667.39
2024-04-08,CULT FI 494092,-3754.27
2024-04-08,RELIANCE DIGITAL *34407,-5521.96
2024-04-09,DELHI ME 815808,-443.21
2024-04-09,POS 5810XXXXXX5728 CAFE COFFEE DAY DELHI,-1715.80
2024-04-09,UPI/285854549217/MANIPAL HOSPITAL/paytm,-4260.05
2024-04-11,BMTC BUS PASS *81646,-904.34
2024-04-11,COMEDY  946647,-1355.94
2024-04-11,EATSURE *65948,-1501.44
2024-04-13,POS 4562XXXXXX8461 NAMMA METRO CHENNAI,-395.27
2024-04-13,STARBUCKS MUMBAI,-1201.43
2024-04-14,KFC *86715,-1536.05
2024-04-14,UPI/280352067288/MICROSOFT 365/oksbi,-557.64
2024-04-15,PLAYSTATION STORE CHENNAI,-4034.44
2024-04-15,UPI/906119666/NAMMA METRO/paytm,-756.39
2024-04-16,ACH D- THIRD WAVE COFFEE-464833,-1643.00
2024-04-16,VI RECHARGE 552990,-1612.07
2024-04-17,ACH D- BLUE TOKAI-216955,-1116.86
2024-04-17,ACH D- BLUE TOKAI-317902,-1197.40
2024-04-17,ACH D- INOX-333052,-3312.36
2024-04-17,ACH D- PANTALOONS-400456,-6178.71
2024-04-17,AIRTEL POSTPAID *96814,-1480.85
2024-04-17,BLUE TOK 004283,-1903.59
2024-04-17,BLUE TOKAI NOIDA,-1872.27
2024-04-17,POS 2025XXXXXX5023 BLUE TOKAI NOIDA,-1427.53
2024-04-17,POS 6570XXXXXX1887 CHAAYOS CHENNAI,-900.41
2024-04-17,POS 7268XXXXXX8546 BLUE TOKAI DELHI,-1612.53
2024-04-17,UPI/916117469131/BLUE TOKAI/ybl,-1172.45
2024-04-18,ACH D- STEAM GAMES-800862,-2353.60
2024-04-19,ACH D- CAFE COFFEE DAY-187881,-1837.04
2024-04-19,EATSUR 557333,-830.14
2024-04-19,UPI/309161482447/MAKEMYTRIP/okhdfc,-60493.79
2024-04-21,ACH D- CLEARTRIP-702616,-12468.05
2024-04-22,POS 6553XXXXXX2535 KFC NOIDA,-367.85
2024-04-23,DOMINOS PIZZA *68917,-2219.64
2024-04-23,UPI/191503017165/COMEDY CLUB TICKETS/paytm,-4311.06
2024-04-24,STARBUCKS *93498,-6821.75
2024-04-24,UPI/394967976/BMTC BUS PASS/oksbi,-1015.46
2024-04-25,ACH D- HOTSTAR-551795,-341.90
2024-04-27,MUMBAI LOCAL PASS *84692,-1518.85
2024-04-27,OLA CAB 242962,-678.46
2024-04-27,UPI-BOX8-962814537952@axl,-654.32
2024-04-27,UPI/936682792/OLA CABS/okhdfc,-581.79
2024-04-28,CROMA *11621,-2644.42
2024-04-28,POS 7594XXXXXX3039 CAFE COFFEE DAY NOIDA,-921.54
2024-04-28,UPI-HP PETROL PUMP-591240863@axl,-380.41
2024-04-29,ACH D- HP PETROL PUMP-299801,-355.82
2024-04-29,ACH D- STEAM GAMES-103718,-2729.06
2024-04-29,STARBUCKS *89578,-1188.34
2024-04-29,UPI-VIJAY SALES-630464716515@icici,-3965.32
2024-04-30,POS 1935XXXXXX6840 PAYTM INSIDER CHENNAI,-2007.18
2024-04-30,UPI-PUNJABI DHABA-183034325698@axl,-1256.49
2024-04-30,UPI-SPOTIFY-579459982@ybl,-610.57
2024-05-01,UPI-GUPTA PROVISION STORE-156471065870@ybl,-1824.13
2024-05-01,UPI/942751730/HOTSTAR/ybl,-409.44
2024-05-02,UPI-DELHI METRO-544763874@ybl,-926.40
2024-05-03,ACH D- APPLE STORE-208595,-1700.80
2024-05-03,ACH D- BLINKIT-774555,-1490.33
2024-05-03,SALARY CREDIT MUMBAI,185528.07
2024-05-03,UPI/893304965/CULT FIT/okhdfc,-84128.06
2024-05-04,GOOGLE ONE NOIDA,-630.61
2024-05-04,SHELL FUEL BANGALORE,-192.31
2024-05-04,UPI-BLUE TOKAI-680389970485@icici,-1369.03
2024-05-04,UPI-INDIGO AIRLINES-401489666162@axl,-47665.75
2024-05-04,UPI-SWIGGY-673756893195@ybl,-1171.51
2024-05-05,DOMINOS PIZZA DELHI,-1245.90
2024-05-05,UPI/119354023947/PAYTM INSIDER/okhdfc,-2650.82
2024-05-06,UPI-SHELL FUEL-874738508@axl,-489.83
2024-05-06,UPI/734940848209/KFC/okhdfc,-1484.26
2024-05-07,RAPIDO CHENNAI,-1712.66
2024-05-07,UPI-GUPTA PROVISION STORE-562046615@icici,-2249.79
2024-05-08,SHELL FUEL *90168,-531.62
2024-05-09,COMEDY CLUB TICKETS BANGALORE,-4664.30
2024-05-09,POS 7477XXXXXX4697 VI RECHARGE DELHI,-2034.14
2024-05-09,UPI-RAPIDO-801560537@axl,-635.96
2024-05-09,UPI-SHELL FUEL-845655595037@icici,-471.94
2024-05-10,ACH D- PLAYSTATION STORE-410105,-3174.16
2024-05-10,AMAZON 153251,-82603.11
2024-05-10,BARBEQUE NATION *39299,-505.68
2024-05-10,HOTSTAR DELHI,-285.60
2024-05-10,MICROSOFT  994196,-555.07
2024-05-10,POS 7013XXXXXX6887 KFC NOIDA,-1794.65
2024-05-10,POS 8060XXXXXX8712 BLUE TOKAI PUNE,-1421.24
2024-05-11,SHELL FUEL BANGALORE,-418.45
2024-05-11,UPI-DELHI METRO-051242600@ybl,-2332.64
2024-05-12,POS 9497XXXXXX7229 PVR CINEMAS BANGALORE,-3575.88
2024-05-13,FLIPKART BANGALORE,-3410.93
2024-05-13,INOX 986658,-686.48
2024-05-13,UPI/474683967271/STARBUCKS/oksbi,-734.49
2024-05-13,UPI/833731783/BLUSMART/paytm,-763.07
2024-05-14,POS 6141XXXXXX7680 SHELL FUEL NOIDA,-972.18
2024-05-15,ACH D- BLUE TOKAI-310153,-1565.67
2024-05-15,UPI/102349931795/AIRTEL POSTPAID/okhdfc,-4996.19
2024-05-16,UPI/137671810986/SWIGGY/paytm,-1055.46
2024-05-16,UPI/498304343/EATSURE/ybl,-505.00
2024-05-17,INDANE GAS *62056,-4759.96
2024-05-17,UPI-EATSURE-820932763209@axl,-827.40
2024-05-18,POS 1018XXXXXX2947 DOMINOS PIZZA HYDERABAD,-1019.29
2024-05-18,UPI/204709767/INDIAN OIL PETROL/okhdfc,-448.48
2024-05-19,BLUSMART DELHI,-473.73
2024-05-19,IRCTC MUMBAI,-952.56
2024-05-20,ACH D- INOX-872480,-2556.53
2024-05-20,POS 4681XXXXXX5745 ZOMATO DELHI,-1365.40
2024-05-20,UBER 112569,-416.29
2024-05-22,BARBEQUE NATIO 621263,-3162.31
2024-05-22,UPI-BARBEQUE NATION-073961263@axl,-1650.78
2024-05-23,IRCTC 066053,-454.91
2024-05-24,HP PETROL PUMP *38095,-313.01
2024-05-24,ICLOUD 077281,-979.62
2024-05-24,UPI-H&M-829825897@icici,-2977.56
2024-05-25,ACH D- SOCIETY MAINTENANCE-865146,-50326.77
2024-05-25,POS 7998XXXXXX6162 AMAZON PRIME DELHI,-687.00
2024-05-26,HP PETROL PUMP CHENNAI,-665.66
2024-05-26,POS 2254XXXXXX1498 BLUE TOKAI DELHI,-1060.48
2024-05-27,ACH D- BLUSMART-767044,-559.22
2024-05-27,UPI/438063486/CULT FIT/ybl,-2256.80
2024-05-28,ACH D- INOX-799368,-2242.07
2024-05-28,INOX *86180,-2242.31
2024-05-28,POS 1816XXXXXX1916 INOX MUMBAI,-2293.12
2024-05-28,UPI-INOX-454728874559@axl,-1763.52
2024-05-28,UPI-INOX-877450730744@axl,-2778.44
2024-05-28,UPI/103988674375/INOX/oksbi,-2981.82
2024-05-28,UPI/477699104213/INOX/paytm,-2726.47
2024-05-28,UPI/595235397/INOX/paytm,-3898.91
2024-05-29,DECATHLON PUNE,-9673.48
2024-05-29,UPI-BHARAT PETROLEUM-537604462971@axl,-208.77
2024-05-30,ACH D- BIG BAZAAR-264833,-3003.26
2024-05-30,ACH D- SWIGGY-939507,-953.40
2024-05-30,APOLLO PHARMAC 602958,-4682.31
2024-05-30,PUNJABI DHABA MUMBAI,-804.92
2024-05-31,THIRD WAVE COFFEE *46486,-770.42
2024-05-31,ZARA *01387,-5241.03
2024-06-01,ACH D- DELHI METRO-656876,-504.24
2024-06-01,AIR IND 649508,-66690.53
2024-06-01,POS 1144XXXXXX4822 DELHI METRO GURGAON,-460.35
2024-06-01,POS 7987XXXXXX7147 URBAN COMPANY BANGALORE,-34630.99
2024-06-01,UPI/105721696/HP PETROL PUMP/ybl,-716.81
2024-06-02,ACH D- BOOKMYSHOW-344803,-2642.54
2024-06-02,PUNJABI DHABA *69253,-2800.21
2024-06-02,SALARY CREDIT HYDERABAD,182525.60
2024-06-03,AIRTEL POST 078307,-7356.85
2024-06-03,BMTC BUS PASS NOIDA,-1032.57
2024-06-03,UPI-INOX-096472617@ybl,-2315.34
2024-06-04,ACH D- MUMBAI LOCAL PASS-812499,-710.53
2024-06-04,BOX8 HYDERABAD,-1171.26
2024-06-04,HP PETROL 903769,-915.53
2024-06-04,KFC GURGAON,-1275.78
2024-06-06,INOX 826628,-3368.68
2024-06-06,UPI-BARBEQUE NATION-000034395@axl,-1535.22
2024-06-06,UPI/101356049771/SWIGGY/ybl,-981.13
2024-06-08,ACH D- STARBUCKS-297932,-1295.75
2024-06-08,BMTC BUS PASS NOIDA,-1105.30
2024-06-08,UPI-AJIO-701615348@axl,-2380.11
2024-06-08,UPI-BOOKMYSHOW-238200882@ybl,-1984.44
2024-06-09,BLUE TO 507692,-758.85
2024-06-09,MCDONALDS *51987,-2467.09
2024-06-09,NAMMA METRO *09143,-482.81
2024-06-10,UPI-NETFLIX-639701654359@icici,-993.88
2024-06-11,UPI-MORE SUPERMARKET-779794718@icici,-2578.06
2024-06-12,POS 1301XXXXXX3224 YOUTUBE PREMIUM DELHI,-809.12
2024-06-13,ACH D- ACT FIBERNET-770658,-4994.31
2024-06-13,LAL PATHL 921351,-3638.86
2024-06-14,ACH D- PUNJABI DHABA-140056,-951.96
2024-06-14,CHAAYOS *49804,-1339.04
2024-06-14,POS 3196XXXXXX5839 STEAM GAMES PUNE,-2637.79
2024-06-15,BMTC BUS PASS HYDERABAD,-600.60
2024-06-15,POS 8430XXXXXX3950 BOOKMYSHOW BANGALORE,-3924.39
2024-06-15,UPI-AIR INDIA-491325071983@axl,-27058.01
2024-06-15,UPI-PAYTM INSIDER-917006981@icici,-2552.08
2024-06-17,UPI-BMTC BUS PASS-534879168285@icici,-787.51
2024-06-18,ACH D- BOX8-834737,-535.52
2024-06-18,SHARMA KIRANA *06734,-1590.82
2024-06-19,UPI/771744752/AMAZON PRIME/oksbi,-813.40
2024-06-20,EATSURE PUNE,-1363.20
2024-06-20,GUPTA PROVISION STO 534074,-1287.90
2024-06-20,UPI/073100475/BWSSB WATER/okhdfc,-20278.40
2024-06-22,POS 5291XXXXXX6009 MUMBAI LOCAL PASS CHENNAI,-569.27
2024-06-22,POS 7460XXXXXX7164 SOCIETY MAINTENANCE DELHI,-20243.95
2024-06-23,ACH D- RAPIDO-193672,-296.03
2024-06-23,UPI-BLUSMART-462040389@icici,-582.07
2024-06-24,ACH D- BWSSB WATER-659935,-4333.58
2024-06-24,ACH D- DELHI METRO-848727,-356.77
2024-06-24,INOX MUMBAI,-952.69
2024-06-24,MCDONALDS *40439,-1439.00
2024-06-24,MCDONALDS HYDERABAD,-1147.44
2024-06-24,UPI-MCDONALDS-503019880776@axl,-1120.20
2024-06-26,POS 1095XXXXXX5513 BIG BAZAAR BANGALORE,-2164.20
2024-06-27,POS 6944XXXXXX1805 APOLLO PHARMACY PUNE,-3094.37
2024-06-28,MICROSOFT 365 GURGAON,-704.66
2024-06-28,POS 2230XXXXXX6259 RELIANCE DIGITAL CHENNAI,-4296.68
2024-06-28,UPI-BURGER KING-011139756699@ybl,-903.49
2024-06-28,UPI/193020494/KFC/okhdfc,-540.35
2024-06-29,BLUSMART *81486,-248.94
2024-06-29,UPI/757774609852/BLUSMART/ybl,-431.73
2024-06-29,UPI/861613239535/AMAZON PRIME/oksbi,-403.93
2024-06-30,ACH D- BESCOM-987626,-1785.87
2024-06-30,CAFE COFFEE DAY PUNE,-830.96
2024-07-01,POS 1093XXXXXX7489 HP PETROL PUMP MUMBAI,-590.52
2024-07-02,DREAM11 DELHI,-1733.74
2024-07-02,MCDONA 104417,-1058.06
2024-07-02,PANTALOONS NOIDA,-6623.34
2024-07-02,SALARY CREDIT NOIDA,184665.94
2024-07-03,BHARAT PETROLEUM PUNE,-397.66
2024-07-03,CLEARTRIP HYDERABAD,-20146.63
2024-07-03,DECATHLON *91908,-3233.85
2024-07-03,POS 4845XXXXXX5238 BOOKMYSHOW GURGAON,-1826.92
2024-07-05,HP PET 886756,-652.14
2024-07-05,OLA CABS GURGAON,-503.34
2024-07-05,POS 1109XXXXXX1787 DELHI METRO CHENNAI,-541.16
2024-07-05,UPI-INOX-707342256@icici,-28344.97
2024-07-05,UPI-PRACTO CONSULT-645959522948@axl,-2531.96
2024-07-06,NOBROKER RENT PUNE,-38664.66
2024-07-06,POS 4568XXXXXX9532 EATSURE CHENNAI,-1430.88
2024-07-07,BURGER KING *65578,-1422.99
2024-07-07,POS 5563XXXXXX3825 SHARMA KIRANA HYDERABAD,-886.18
2024-07-07,POS 8659XXXXXX8770 DOMINOS PIZZA PUNE,-469.08
2024-07-07,STARBUCKS *22625,-2300.66
2024-07-07,UPI-HP PETROL PUMP-211500788633@icici,-583.25
2024-07-08,POS 7003XXXXXX9571 YOUTUBE PREMIUM HYDERABAD,-565.65
2024-07-08,UPI/998760207661/BHARAT PETROLEUM/okhdfc,-408.04
2024-07-09,ACH D- CHAAYOS-499513,-1344.29
2024-07-09,UPI-H&M-759140329669@icici,-2937.98
2024-07-09,UPI/593394106115/COMEDY CLUB TICKETS/ybl,-2620.72
2024-07-10,UPI-ICLOUD-860048880@ybl,-898.22
2024-07-12,UPI-BOX8-412767827@axl,-995.39
2024-07-12,UPI/686697696/MANIPAL HOSPITAL/okhdfc,-2423.79
2024-07-13,ACH D- SWIGGY INSTAMART-178090,-827.11
2024-07-13,POS 7382XXXXXX7693 INDIAN OIL PETROL DELHI,-656.35
2024-07-14,KFC PUNE,-1226.45
2024-07-14,PUNJAB 800294,-1348.80
2024-07-15,KFC NOIDA,-696.78
2024-07-15,UPI-BARBEQUE NATION-478451816022@icici,-1179.07
2024-07-16,ACH D- PUNJABI DHABA-844064,-1371.83
