date,description,amount
2024-01-18,UPI-TATA POWER-390146393@ybl,-920.67
2024-01-20,MCDONALDS *06036,-665.68
2024-01-20,UPI-NAMMA METRO-599155988593@icici,-1336.61
2024-01-21,ACH D- PIZZA HUT-292669,-324.42
2024-01-21,POS 3393XXXXXX8166 RAPIDO HYDERABAD,-999.76
2024-01-22,ACH D- CHATGPT PLUS-812224,-328.19
2024-01-22,THIRD WAVE COFFEE MUMBAI,-661.23
2024-01-22,UPI/037769449734/SPENCERS/paytm,-3375.71
2024-01-23,DELHI METR 081658,-1238.73
2024-01-23,UPI-JIOMART-499138854@axl,-2248.55
2024-01-24,PLUMBER HOME SERVICE *53349,-21221.81
2024-01-25,POS 6013XXXXXX9488 PIZZA HUT MUMBAI,-560.68
2024-01-26,UPI/008590919476/AMAZON/oksbi,-1757.71
2024-01-27,BLUSMART BANGALORE,-1067.93
2024-01-28,ACH D- AMAZON PRIME-793432,-397.24
2024-01-28,BHARAT GAS *76003,-2134.43
2024-01-29,ACH D- BLUE TOKAI-546614,-997.43
2024-01-29,ACH D- MILK DAIRY BOOTH-116894,-1030.55
2024-01-29,BESCOM *21187,-2358.11
2024-01-29,THIRD WAVE 956121,-638.84
2024-01-31,POS 7178XXXXXX6970 LAL PATHLABS BANGALORE,-1259.80
2024-01-31,UPI-BIG BAZAAR-669454485@icici,-473.10
2024-02-02,ACH D- COMEDY CLUB TICKETS-232182,-1234.27
2024-02-02,UPI/611302102/PIZZA HUT/oksbi,-617.06
2024-02-03,JIOMART GURGAON,-2071.57
2024-02-03,POS 6672XXXXXX9643 SPENCERS MUMBAI,-1677.44
2024-02-03,SALARY CREDIT NOIDA,111131.85
2024-02-03,UPI/049651241/DOMINOS PIZZA/oksbi,-390.51
2024-02-04,PAYTM INSIDER MUMBAI,-421.96
2024-02-05,ACH D- PRACTO CONSULT-432620,-845.71
2024-02-05,BLUE TOKAI GURGAON,-581.98
2024-02-06,BHARAT PETROLEUM *76138,-857.55
2024-02-06,BLUSMAR 553799,-1397.80
2024-02-06,MICROSOFT 365 BANGALORE,-424.01
2024-02-06,POS 1919XXXXXX6597 FRESH VEGETABLES MART GURGAON,-1680.71
2024-02-06,UBER 388902,-567.61
2024-02-07,MCDONALDS *37890,-1038.10
2024-02-08,UPI/383146713973/ADANI ELECTRICITY/oksbi,-1275.58
2024-02-09,BIGBASKE 326962,-1747.27
2024-02-09,DMART *01555,-1062.92
2024-02-10,ADANI ELECTRICITY 038194,-1530.14
2024-02-10,PIZZA HUT PUNE,-572.97
2024-02-11,POS 2882XXXXXX7161 AMAZON PRIME DELHI,-596.81
2024-02-11,UPI/420352552/SPOTIFY/okhdfc,-561.88
2024-02-11,UPI/705053175/APOLLO PHARMACY/okhdfc,-2154.71
2024-02-13,INDIGO AIRLINES *26661,-19109.58
2024-02-14,DECATHLO 767059,-2749.06
2024-02-15,POS 3103XXXXXX1212 SHELL FUEL GURGAON,-338.62
2024-02-15,POS 4341XXXXXX9428 MEESHO CHENNAI,-3387.77
2024-02-16,BSES RAJDHANI GURGAON,-1684.92
2024-02-16,MCDONALDS 239479,-616.31
2024-02-16,UPI-OLA CABS-342833746772@icici,-1701.08
2024-02-18,POS 6547XXXXXX2519 EATSURE GURGAON,-490.16
2024-02-19,BLINKIT BANGALORE,-1905.42
2024-02-19,BOOKS  385000,-10092.83
2024-02-20,PUNJABI DHABA HYDERABAD,-1116.37
2024-02-21,INDIAN OIL PETROL HYDERABAD,-1251.15
2024-02-22,GUPTA PROVISION STORE 255525,-2548.60
2024-02-22,UPI/978957462/SHARMA KIRANA/okhdfc,-1531.80
2024-02-23,DELHI METRO MUMBAI,-1103.18
2024-02-23,JIO PREPAI 251874,-2270.96
2024-02-24,CHATGPT PLUS BANGALORE,-371.07
2024-02-25,RAPIDO GURGAON,-622.32
2024-02-26,DELHI METRO DELHI,-1879.68
2024-02-26,UPI/790020820/APOLLO PHARMACY/ybl,-1876.86
2024-02-28,ACH D- SHELL FUEL-499384,-617.61
2024-02-29,MILK DAIRY BOOTH BANGALORE,-1367.83
2024-03-01,BLINKIT *74647,-764.00
2024-03-01,DELHI METRO CHENNAI,-417.70
2024-03-01,MILK DAIRY BOOTH *52174,-1274.74
2024-03-01,ZEPTO DELHI,-1865.99
2024-03-02,ACH D- MICROSOFT 365-645661,-562.82
2024-03-04,ACT FI 327108,-1503.18
2024-03-04,MILK DAIRY BOOTH 308802,-548.41
2024-03-04,SALARY CREDIT HYDERABAD,112349.79
2024-03-04,UPI-CULT FIT-951931801599@ybl,-851.65
2024-03-06,BIGBASKET *32009,-5143.87
2024-03-06,IRCTC 833053,-858.65
2024-03-06,THIRD WAVE COFFEE *60852,-845.64
2024-03-08,CAFE COFFEE DAY MUMBAI,-444.52
2024-03-08,MORE SUPERMARKET PUNE,-1544.73
2024-03-09,BIG BAZAAR 434296,-1780.81
2024-03-10,AIRTEL  606988,-3545.00
2024-03-10,UPI-SPENCERS-784250091232@ybl,-2161.58
2024-03-11,UPI/616436421399/MEDPLUS/paytm,-1526.15
2024-03-12,ACH D- BESCOM-629314,-2008.46
2024-03-12,CHATGPT PLUS NOIDA,-957.50
2024-03-12,UPI/800133051/NAMMA METRO/oksbi,-11952.09
2024-03-13,SHELL FUEL NOIDA,-816.77
2024-03-14,UPI/333038676/GUPTA PROVISION STORE/oksbi,-680.57
2024-03-15,SPOTIFY *35422,-345.47
2024-03-15,UPI-BESCOM-106658340@icici,-2045.43
2024-03-17,ACH D- CAFE COFFEE DAY-163996,-674.19
2024-03-17,ACH D- CROMA-390605,-3378.90
2024-03-17,OLA CABS 236671,-1007.71
2024-03-17,POS 1249XXXXXX6517 TAJ HOTELS BANGALORE,-15246.78
2024-03-18,UPI-THIRD WAVE COFFEE-244024619@axl,-597.76
2024-03-18,UPI/539266351/CROMA/paytm,-3523.81
2024-03-19,ACH D- ZOMATO-264107,-908.84
2024-03-19,ACH D- ZOMATO-859262,-804.88
2024-03-19,MCDONALDS MUMBAI,-837.00
2024-03-19,POS 9939XXXXXX7620 UBER HYDERABAD,-1608.20
2024-03-19,UPI/184819416521/ZOMATO/okhdfc,-666.58
2024-03-19,ZOMATO 619031,-592.62
2024-03-19,ZOMATO 621868,-876.76
2024-03-20,POS 9415XXXXXX5282 AIRTEL POSTPAID MUMBAI,-613.64
2024-03-21,UPI/471057741149/OLA CABS/oksbi,-890.05
2024-03-22,POS 5357XXXXXX8724 NAMMA METRO DELHI,-964.86
2024-03-22,PUNJABI DHAB 187479,-562.24
2024-03-22,RELIANCE FRESH HYDERABAD,-3630.28
2024-03-22,UPI/167968588011/SPENCERS/okhdfc,-2284.02
2024-03-23,BMTC BUS PA 953328,-860.68
2024-03-25,ACH D- BLUE TOKAI-542517,-716.65
2024-03-25,ACH D- SPOTIFY-460052,-500.13
2024-03-25,GOOGLE ONE DELHI,-539.36
2024-03-25,NAMMA ME 242000,-828.00
2024-03-26,MILK DAIRY BOOTH CHENNAI,-1424.29
2024-03-27,BURGER KING DELHI,-613.85
2024-03-28,UPI-CROMA-659594956@icici,-3799.86
2024-03-29,PLAYSTATION STORE PUNE,-801.17
2024-03-30,ACH D- BURGER KING-758389,-561.96
2024-03-30,POS 9030XXXXXX3029 NETFLIX GURGAON,-207.78
2024-04-01,ACH D- DREAM11-151871,-55124.63
2024-04-01,BIGBASKET *15309,-977.26
2024-04-01,UBER BANGALORE,-1675.90
2024-04-01,UPI-FRESH VEGETABLES MART-283037607553@icici,-1909.50
2024-04-02,SALARY CREDIT NOIDA,111781.49
2024-04-03,PAYTM INSIDER GURGAON,-666.88
2024-04-03,SWIGGY INSTAMA 148510,-2299.13
2024-04-03,ZOMATO 379706,-612.02
2024-04-04,UPI-CULT FIT-305332443@ybl,-1729.63
2024-04-04,UPI/766408766/BESCOM/okhdfc,-1072.22
2024-04-05,ACH D- CROMA-799228,-2692.69
2024-04-06,UPI-JIOMART-424717214@ybl,-1164.09
2024-04-07,AMAZON PRIM 104405,-277.23
2024-04-08,AIRTEL POSTPAID HYDERABAD,-2264.04
2024-04-08,GOOGLE ON 024293,-304.54
2024-04-08,POS 5693XXXXXX7907 DECATHLON NOIDA,-6411.89
2024-04-09,VI REC 750749,-1863.31
2024-04-10,POS 4153XXXXXX6617 CAFE COFFEE DAY PUNE,-2107.49
2024-04-11,ACH D- FORTIS HOSPITAL-393355,-1604.34
2024-04-11,UPI-HP PETROL PUMP-483714684@ybl,-1465.80
2024-04-12,ACH D- BLUSMART-819920,-1131.59
2024-04-12,BMTC BUS PASS *03062,-556.60
2024-04-12,UPI/487394015/CHATGPT PLUS/oksbi,-623.45
2024-04-13,BSES RAJDHANI HYDERABAD,-4370.54
2024-04-13,EATSUR 660241,-525.03
2024-04-14,RELIANCE FRESH *28008,-1312.57
2024-04-15,STARBUCK 383939,-844.56
2024-04-15,UPI-RAPIDO-839028807@ybl,-1091.24
2024-04-15,UPI/958119915/ACT FIBERNET/paytm,-5190.09
2024-04-17,MICROSOFT 365 *31988,-264.90
2024-04-17,UPI-PUNJABI DHABA-286306076159@icici,-724.26
2024-04-18,BHARAT PETROLEUM BANGALORE,-864.85
2024-04-18,POS 2613XXXXXX7541 DMART DELHI,-1311.13
2024-04-18,UPI/145387159927/NETMEDS/ybl,-1532.77
2024-04-20,FORTIS HOSPITAL *24493,-1258.02
2024-04-20,ICLOUD BANGALORE,-443.17
2024-04-20,UPI-PUNJABI DHABA-669411706@axl,-510.20
2024-04-21,POS 4161XXXXXX5134 IRCTC MUMBAI,-1060.13
2024-04-21,UPI/815178955/CAFE COFFEE DAY/paytm,-670.86
2024-04-22,ACH D- BIGBASKET-999207,-768.85
2024-04-22,BHARAT PETROLEUM *03691,-1151.61
2024-04-23,UPI/677593324/SPENCERS/ybl,-1102.27
2024-04-24,AMAZON 516150,-3712.81
2024-04-24,OLA CABS *01591,-1562.28
2024-04-24,OLA CABS *01591,-1562.28
2024-04-25,AMAZON 516150,-3712.81
2024-04-25,MCDONALD 839695,-684.14
2024-04-25,POS 6154XXXXXX7295 NAMMA METRO CHENNAI,-328.34
2024-04-26,RENT TRANSFER LAND 476699,-17168.88
2024-04-27,POS 4434XXXXXX4518 RELIANCE FRESH CHENNAI,-1355.92
2024-04-27,POS 9010XXXXXX2635 BLUSMART BANGALORE,-1852.35
2024-04-27,UPI-IRCTC-583595245903@axl,-576.99
2024-04-28,POS 3590XXXXXX6182 EATSURE CHENNAI,-626.03
2024-04-29,UPI/086138382/PVR CINEMAS/okhdfc,-1023.43
2024-04-30,ACH D- BARBEQUE NATION-675072,-1128.20
2024-04-30,ACH D- CAFE COFFEE DAY-954719,-4374.12
2024-05-01,ACH D- BIG BAZAAR-386979,-1607.54
2024-05-01,ACH D- TATA POWER-325703,-1991.57
2024-05-01,UPI/315923302/HP PETROL PUMP/oksbi,-951.57
2024-05-02,MILK DAIRY BOOTH CHENNAI,-648.88
2024-05-02,POS 8507XXXXXX4114 INOX PUNE,-2186.74
2024-05-03,BMTC BUS PASS *57056,-846.51
2024-05-03,SALARY CREDIT NOIDA,108633.26
2024-05-04,ACH D- PANTALOONS-741533,-5450.82
2024-05-04,DREAM11 *28205,-1436.84
2024-05-05,BURGER KING *57939,-460.20
2024-05-05,UPI-CAFE COFFEE DAY-121275749659@ybl,-1171.21
2024-05-06,FLIPKART MUMBAI,-4238.99
2024-05-07,GOLDS G 155097,-2562.00
2024-05-07,POS 6370XXXXXX6041 INDANE GAS HYDERABAD,-2301.64
2024-05-07,UPI-PUNJABI DHABA-010155126@icici,-1099.08
2024-05-07,ZARA 568399,-4007.62
2024-05-08,ACH D- GUPTA PROVISION STORE-988684,-1087.37
2024-05-08,POS 2192XXXXXX1752 MICROSOFT 365 NOIDA,-462.40
2024-05-08,UBER *96213,-478.50
2024-05-08,UPI-LAL PATHLABS-254230695@ybl,-693.86
2024-05-11,ACH D- JIOMART-701148,-2587.66
2024-05-11,BURGER K 354236,-635.71
2024-05-11,UPI-PIZZA HUT-079849255@ybl,-705.22
2024-05-12,BIGBASKET 793009,-2577.55
2024-05-12,UPI/166649368786/DOMINOS PIZZA/paytm,-508.75
2024-05-14,LAL PATHLABS *58343,-2841.59
2024-05-14,UPI-GOOGLE ONE-091446985274@icici,-257.12
2024-05-17,ACT FIBERNET *41150,-2973.55
2024-05-17,POS 1668XXXXXX4971 RELIANCE FRESH MUMBAI,-1247.77
2024-05-18,BHARAT GAS 623889,-1026.78
2024-05-19,UPI-NAMMA METRO-049085521962@icici,-441.51
2024-05-19,UPI/116665188463/BARBEQUE NATION/paytm,-2114.01
2024-05-20,ACH D- FLIPKART-154840,-2496.17
2024-05-20,JIO PREPAI 948037,-3558.67
2024-05-21,SWIGGY *90212,-601.77
2024-05-22,DELHI M 437888,-1112.23
2024-05-23,DREAM11 PUNE,-1045.32
2024-05-23,UPI/624593112265/INDANE GAS/paytm,-1311.28
2024-05-23,VI RECHARGE MUMBAI,-2396.29
2024-05-24,BSES RAJDHAN 205729,-3397.79
2024-05-25,POS 8409XXXXXX3698 BLUSMART PUNE,-1366.44
2024-05-26,GOLDS  522635,-2550.01
2024-05-26,POS 5864XXXXXX1618 GOOGLE ONE PUNE,-285.35
2024-05-27,UPI-UBER-467516973582@axl,-610.81
2024-05-30,SHARMA KIRANA *51311,-1751.04
2024-05-30,UPI-AIR INDIA-965782826105@ybl,-13767.49
2024-05-31,DELHI METRO *95481,-797.94
2024-05-31,URBAN COMPANY NOIDA,-35159.87
2024-06-02,MAKEMY 956106,-22986.50
2024-06-02,PUNJABI DHABA CHENNAI,-579.94
2024-06-03,SALARY CREDIT DELHI,109534.25
2024-06-03,STARBUCKS *08928,-796.33
2024-06-03,UPI/050094495924/JIO PREPAID/ybl,-1319.49
2024-06-04,ACH D- INDIAN OIL PETROL-848301,-984.02
2024-06-05,UPI/754906204/SWIGGY/oksbi,-353.03
2024-06-06,AMAZON PRIME *56741,-166.93
2024-06-06,UPI/026693542/RAPIDO/ybl,-934.65
2024-06-07,RAPIDO PUNE,-1589.07
2024-06-07,SWIGGY INSTAMART HYDERABAD,-1212.20
2024-06-07,UPI-CHATGPT PLUS-774463610@ybl,-320.12
2024-06-08,UPI-NAMMA METRO-184977082@axl,-1670.50
2024-06-09,ACH D- BESCOM-712889,-3640.64
2024-06-09,BESCOM *47809,-4157.30
2024-06-09,MORE SUPERMARKET *28885,-721.10
2024-06-10,UPI-STARBUCKS-351359308433@ybl,-1071.54
2024-06-12,BYJUS *68710,-8521.11
2024-06-12,VI RECH 639770,-1751.47
2024-06-14,ACH D- LIFESTYLE STORES-882628,-3820.67
2024-06-14,BHARAT PETROLEUM *57651,-848.80
2024-06-14,DMART *84685,-1611.12
2024-06-14,MILK DAIRY B 614902,-1845.75
2024-06-15,FRESH V 439226,-1781.22
2024-06-16,BSES RAJDHANI GURGAON,-2710.43
2024-06-17,BLUSMART BANGALORE,-1306.75
2024-06-17,UPI-SWIGGY-983510598915@ybl,-598.78
2024-06-18,POS 3817XXXXXX9571 STEAM GAMES MUMBAI,-996.47
2024-06-19,POS 1262XXXXXX3012 APOLLO PHARMACY HYDERABAD,-1672.13
2024-06-19,SWIGGY 634712,-460.65
2024-06-20,RAPIDO *47203,-1066.25
2024-06-21,STARBUCKS *69887,-713.49
2024-06-23,APPLE  769340,-3226.64
2024-06-23,NETMEDS *64761,-1914.09
2024-06-25,NAMMA METRO *05194,-1021.81
2024-06-25,UPI/964111851570/MICROSOFT 365/paytm,-860.21
2024-06-26,SHARMA KIRANA *93779,-1412.37
2024-06-26,UPI-ZOMATO-979222049231@ybl,-392.57
2024-06-27,ACH D- BIG BAZAAR-167937,-1244.32
2024-06-27,ACH D- URBAN COMPANY-340257,-18023.82
2024-06-27,ZARA DELHI,-3206.10
2024-06-29,MILK DAIRY B 445046,-1824.69
2024-06-29,SPENCERS PUNE,-1143.93
2024-06-29,UPI-SHELL FUEL-725517184475@icici,-1437.85
2024-06-30,ACH D- PLUMBER HOME SERVICE-521679,-37515.55
2024-07-01,UPI-BHARAT PETROLEUM-283472726122@icici,-1541.25
2024-07-01,UPI/209539876285/ZOMATO/ybl,-578.68
2024-07-01,UPI/250840917/SWIGGY/oksbi,-1720.69
2024-07-01,UPI/367334569262/BLUE TOKAI/oksbi,-880.88
2024-07-02,MCDONALDS *19465,-395.31
2024-07-02,SALARY CREDIT CHENNAI,114873.71
2024-07-03,CROMA GURGAON,-3035.19
2024-07-04,BIG BAZAAR *49955,-945.95
2024-07-04,UPI/992988355/MILK DAIRY BOOTH/oksbi,-2810.81
2024-07-05,ACH D- DREAM11-506738,-879.71
2024-07-05,BYJUS *92296,-23282.12
2024-07-05,UPI/300375809/BIG BAZAAR/oksbi,-754.90
2024-07-06,UPI/778134413/OLA CABS/ybl,-708.84
2024-07-07,BLINKIT HYDERABAD,-1030.04
2024-07-08,CHATGP 618101,-255.59
2024-07-08,POS 9979XXXXXX6682 CULT FIT HYDERABAD,-3312.57
2024-07-08,UPI-MILK DAIRY BOOTH-615691428066@ybl,-984.63
2024-07-08,UPI/462674220195/ACT FIBERNET/ybl,-3659.21
2024-07-09,BSES RAJD 279554,-1697.04
2024-07-09,CHAAYOS *60550,-752.97
2024-07-09,UPI/050303117/DREAM11/ybl,-1015.54
2024-07-10,ACH D- RELIANCE FRESH-344766,-825.26
2024-07-10,UPI-ZOMATO-770877393291@ybl,-297.37
2024-07-10,UPI/504275198562/CULT FIT/paytm,-1059.60
2024-07-11,UPI-RAPIDO-185075201787@icici,-1642.47
2024-07-14,ACH D- MCDONALDS-458177,-433.17
2024-07-14,INDANE GAS *64279,-2110.25
2024-07-14,POS 4276XXXXXX5714 GUPTA PROVISION STORE BANGALORE,-1476.02
2024-07-15,ACH D- AMAZON PRIME-944370,-780.37
2024-07-15,MEDPLUS NOIDA,-3649.09
2024-07-15,POS 2842XXXXXX8556 INDIAN OIL PETROL GURGAON,-1618.40
2024-07-15,POS 8628XXXXXX7012 PVR CINEMAS MUMBAI,-883.41
2024-07-15,UPI/947580327/MEDPLUS/paytm,-37538.99
2024-07-16,UPI-ADANI ELECTRICITY-329883898686@ybl,-1912.68
2024-07-16,UPI/529191296/SWIGGY INSTAMART/ybl,-1160.79
2024-07-17,ADANI ELECTRICITY BANGALORE,-2676.08
2024-07-19,POS 7114XXXXXX6740 RELIANCE FRESH DELHI,-1358.42
2024-07-19,UPI-BARBEQUE NATION-245767107182@icici,-1450.12
2024-07-20,SHARMA KIRA 094080,-1780.72
2024-07-20,UPI-BLUSMART-536836199@icici,-1292.62
2024-07-21,AIRBNB *65044,-48773.29
2024-07-21,DELHI METRO PUNE,-850.53
2024-07-21,UPI-MEESHO-453179846@icici,-3419.48
2024-07-21,UPI/461835222783/INDIGO AIRLINES/okhdfc,-14972.17
2024-07-22,DELHI METRO PUNE,-850.53
2024-07-23,ACH D- BOX8-851230,-498.85
2024-07-23,ACH D- CHATGPT PLUS-963722,-355.61
2024-07-24,POS 9422XXXXXX8372 VI RECHARGE DELHI,-2289.32
2024-07-24,UPI/574655646768/SOCIETY MAINTENANCE/paytm,-16746.76
2024-07-24,UPI/750168705372/GOLDS GYM/ybl,-1720.72
2024-07-25,BHARAT PETROLEUM *28152,-807.98
2024-07-25,THIRD WAVE COFFEE *33442,-654.53
2024-07-28,JIOMART 120884,-1270.74
2024-07-28,POS 2557XXXXXX6612 DECATHLON HYDERABAD,-5933.52
2024-07-28,SWIGGY  369986,-2058.03
2024-08-02,RELIANCE FRESH *10124,-1377.17
2024-08-02,SALARY CREDIT DELHI,112722.32
2024-08-03,POS 8387XXXXXX7662 GUPTA PROVISION STORE CHENNAI,-566.75
2024-08-03,UPI-YOUTUBE PREMIUM-048210134@ybl,-294.04
2024-08-04,ACH D- BARBEQUE NATION-872255,-369.94
2024-08-04,BLINKIT 451455,-2168.89
2024-08-04,POS 8271XXXXXX4814 BIG BAZAAR HYDERABAD,-1194.38
2024-08-04,UPI-PIZZA HUT-730822640@ybl,-6972.83
2024-08-06,ACH D- BIG BAZAAR-196146,-1158.61
2024-08-06,BURGER K 555238,-977.83
2024-08-06,UPI/281780186286/LAL PATHLABS/okhdfc,-1326.48
2024-08-08,BWSSB  976208,-1466.62
2024-08-08,POS 1287XXXXXX1085 VIJAY SALES BANGALORE,-4115.54
2024-08-08,UPI/820620669029/DREAM11/oksbi,-866.06
2024-08-09,AMAZON 498979,-2295.50
2024-08-09,DELHI METRO *44716,-1028.45
2024-08-09,MCDONALDS *77480,-566.66
2024-08-10,ACH D- KFC-393011,-520.79
2024-08-10,ACH D- SHELL FUEL-396252,-1354.05
2024-08-10,POS 9286XXXXXX7217 OLA CABS HYDERABAD,-1245.40
2024-08-11,ACH D- BIGBASKET-139337,-1221.32
2024-08-11,ACH D- BLUSMART-200883,-790.22
2024-08-11,FRESH VEGETABLES MART MUMBAI,-1723.14
2024-08-11,POS 4574XXXXXX9316 PLUMBER HOME SERVICE HYDERABAD,-26266.36
2024-08-11,POS 6575XXXXXX5795 SWIGGY INSTAMART GURGAON,-1097.13
2024-08-14,GOLDS GYM NOIDA,-1591.32
2024-08-14,OLA CABS DELHI,-440.89
2024-08-14,UPI-BIGBASKET-233233511705@axl,-1608.45
2024-08-14,UPI/965630248/CLEARTRIP/okhdfc,-24372.42
2024-08-15,ACH D- BSES RAJDHANI-896387,-2244.52
2024-08-15,PLAYSTATION STORE *56876,-884.25
2024-08-16,UPI/079889795/EATSURE/ybl,-862.83
2024-08-17,ACH D- MILK DAIRY BOOTH-517909,-3051.42
2024-08-17,POS 6302XXXXXX9228 IRCTC DELHI,-398.58
2024-08-19,MANIPAL HOSPITAL *36256,-2385.56
2024-08-19,UPI-JIOMART-193990823292@icici,-965.69
2024-08-20,MEESHO *29715,-2658.45
2024-08-20,POS 6740XXXXXX4940 BLUE TOKAI CHENNAI,-403.53
2024-08-21,ACH D- DELHI METRO-713521,-1062.35
2024-08-21,POS 6906XXXXXX6049 FRESH VEGETABLES MART MUMBAI,-1347.92
2024-08-22,UPI/006919968585/OLA CABS/okhdfc,-1027.84
2024-08-23,ACH D- MORE SUPERMARKET-336956,-3362.97
2024-08-23,RELIANCE FRESH *37489,-1026.44
2024-08-23,UPI/461501284542/CROMA/paytm,-2967.93
2024-08-25,STARBUCKS 761995,-915.41
2024-08-26,ACT FIBERNET *06495,-1892.73
2024-08-26,UPI-CAFE COFFEE DAY-817975165254@icici,-348.84
2024-08-26,UPI-DECATHLON-790490677@ybl,-1071.42
2024-08-27,UPI-BOOKMYSHOW-314288889099@ybl,-1233.75
2024-08-27,UPI-GOLDS GYM-175442554597@ybl,-2536.15
2024-08-28,INDANE GAS BANGALORE,-2208.73
2024-08-28,UPI-CAFE COFFEE DAY-894853972305@icici,-630.07
2024-08-29,VI RECHARG 583744,-1258.29
2024-08-30,ICLOUD HYDERABAD,-325.97
2024-08-30,UPI/381360673/RELIANCE FRESH/paytm,-1208.23
2024-08-31,CHATGPT PLUS BANGALORE,-394.10
2024-08-31,DELHI MET 621391,-1996.02
2024-09-01,POS 6465XXXXXX8721 ADANI ELECTRICITY HYDERABAD,-2545.74
2024-09-01,SWIGGY INSTAMART *88650,-1122.49
2024-09-02,AMAZON PRIME BANGALORE,-387.30
2024-09-02,UPI/491081734714/INDIAN OIL PETROL/ybl,-997.25
2024-09-03,ACH D- BURGER KING-251581,-1521.94
2024-09-03,SALARY CREDIT DELHI,115514.67
2024-09-04,SOCIETY MAINTENANCE *43973,-264995.26
2024-09-05,BLUSMART *16872,-1003.04
2024-09-05,CULT FIT 434667,-1177.06
2024-09-05,STEAM GAMES *41641,-1036.58
2024-09-06,GOOGLE ONE DELHI,-392.83
2024-09-07,ACH D- HALDIRAMS-730224,-581.37
2024-09-07,BHARAT PETROLEUM HYDERABAD,-834.69
2024-09-07,POS 8717XXXXXX5047 IRCTC BANGALORE,-820.10
2024-09-08,POS 2286XXXXXX3243 JIO PREPAID NOIDA,-1726.67
2024-09-10,ACH D- GUPTA PROVISION STORE-498331,-2849.17
2024-09-10,POS 2256XXXXXX4362 COURSERA BANGALORE,-7403.90
2024-09-11,UPI-BURGER KING-194454074@ybl,-357.42
2024-09-12,UPI/459631588/NETMEDS/oksbi,-1066.79
2024-09-13,MORE SUPERMAR 762841,-2193.75
2024-09-14,BOOKMY 438610,-1635.64
2024-09-14,POS 4162XXXXXX4932 CAFE COFFEE DAY GURGAON,-1656.91
2024-09-15,ACH D- DELHI METRO-968950,-665.52
2024-09-15,SHARMA KIRANA 303303,-1644.94
2024-09-16,POS 4758XXXXXX1790 NAMMA METRO PUNE,-619.42
2024-09-17,JIOMAR 100263,-1469.65
2024-09-17,POS 9784XXXXXX6406 BARBEQUE NATION DELHI,-721.69
2024-09-17,UPI-MAKEMYTRIP-660267957339@axl,-14887.21
2024-09-18,UPI-UBER-815516656@axl,-851.25
2024-09-18,UPI/244914666577/JIOMART/oksbi,-2293.31
2024-09-19,NAMMA M 923233,-691.28
2024-09-20,POS 4132XXXXXX5499 CHAAYOS GURGAON,-667.07
2024-09-20,POS 6925XXXXXX4274 BARBEQUE NATION GURGAON,-669.12
2024-09-20,UPI/569520820902/VI RECHARGE/oksbi,-1920.01
2024-09-21,UPI/786776856103/BLUSMART/okhdfc,-425.13
2024-09-22,BURGER KING MUMBAI,-284.87
2024-09-22,LAL PATHLABS *68441,-1852.71
2024-09-22,RAPIDO NOIDA,-1331.69
2024-09-22,UPI-AMAZON PRIME-146363797170@axl,-533.04
2024-09-22,UPI-IRCTC-975650212206@axl,-2761.75
2024-09-23,POS 1553XXXXXX6650 NETFLIX GURGAON,-571.28
