user_id,persona,date,description,amount,category,subcategory,merchant_key,is_anomaly,anomaly_type
1,student,2024-03-03,UPI-NAMMA METRO-113222793@axl,-179.87,Transport,Public,NAMMA METRO,0,
1,student,2024-03-04,ALLOWANCE FROM PARENTS CHENNAI,14721.08,Income,Other Income,ALLOWANCE FROM PARENTS,0,
1,student,2024-03-05,ACH D- MORE SUPERMARKET-597960,-435.25,Groceries,Supermarket,MORE SUPERMARKET,0,
1,student,2024-03-06,SWIGGY 858006,-231.96,Food & Dining,Delivery,SWIGGY,0,
1,student,2024-03-07,ACH D- CAFE COFFEE DAY-676713,-401.33,Food & Dining,Cafe,CAFE COFFEE DAY,0,
1,student,2024-03-08,MUMBAI LOCAL PASS *79474,-97.21,Transport,Public,MUMBAI LOCAL PASS,0,
1,student,2024-03-09,UPI-MEESHO-817754839@ybl,-882.47,Shopping,Online,MEESHO,0,
1,student,2024-03-10,POS 5961XXXXXX9740 STARBUCKS DELHI,-333.1,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-03-10,UPI-BMTC BUS PASS-748378959@axl,-138.04,Transport,Public,BMTC BUS PASS,0,
1,student,2024-03-10,UPI-UBER-779649389@ybl,-217.52,Transport,Rideshare,UBER,0,
1,student,2024-03-12,RELIANCE FRESH *22734,-442.45,Groceries,Supermarket,RELIANCE FRESH,0,
1,student,2024-03-12,UPI/055513512/DELHI METRO/paytm,-111.4,Transport,Public,DELHI METRO,0,
1,student,2024-03-12,UPI/483793702/BOOKS PUBLISHER/oksbi,-1889.02,Education,Fees,BOOKS PUBLISHER,0,
1,student,2024-03-13,MCDONALDS *28135,-126.35,Food & Dining,Restaurant,MCDONALDS,0,
1,student,2024-03-14,POS 3837XXXXXX8531 GUPTA PROVISION STORE CHENNAI,-174.28,Groceries,Local,GUPTA PROVISION STORE,0,
1,student,2024-03-15,ACH D- DELHI METRO-667451,-99.24,Transport,Public,DELHI METRO,0,
1,student,2024-03-15,UBER 815283,-175.71,Transport,Rideshare,UBER,0,
1,student,2024-03-15,UPI-PUNJABI DHABA-944958706853@axl,-180.63,Food & Dining,Restaurant,PUNJABI DHABA,0,
1,student,2024-03-17,COMEDY CLUB TICKETS *89101,-323.94,Entertainment,Events,COMEDY CLUB TICKETS,0,
1,student,2024-03-17,MUMBAI LO 669329,-83.15,Transport,Public,MUMBAI LOCAL PASS,0,
1,student,2024-03-18,KFC BANGALORE,-166.99,Food & Dining,Restaurant,KFC,0,
1,student,2024-03-19,UPI/693755362/BOX8/paytm,-165.73,Food & Dining,Delivery,BOX8,0,
1,student,2024-03-21,POS 8822XXXXXX4267 DELHI METRO NOIDA,-141.32,Transport,Public,DELHI METRO,0,
1,student,2024-03-21,UPI-STARBUCKS-207376773058@icici,-167.0,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-03-22,FRESH VEGETABLE 612529,-745.15,Groceries,Local,FRESH VEGETABLES MART,0,
1,student,2024-03-23,DMART 526952,-615.09,Groceries,Supermarket,DMART,0,
1,student,2024-03-23,UPI-CAFE COFFEE DAY-479646706457@ybl,-224.89,Food & Dining,Cafe,CAFE COFFEE DAY,0,
1,student,2024-03-24,BHARAT PETROLEUM *91819,-120.85,Transport,Fuel,BHARAT PETROLEUM,0,
1,student,2024-03-24,UPI-TATA POWER-133846628964@icici,-393.21,Utilities,Electricity,TATA POWER,0,
1,student,2024-03-25,OLA CAB 289542,-122.79,Transport,Rideshare,OLA CABS,0,
1,student,2024-03-25,UPI/210570742/DELHI METRO/paytm,-161.23,Transport,Public,DELHI METRO,0,
1,student,2024-03-25,UPI/434670863/COMEDY CLUB TICKETS/paytm,-719.79,Entertainment,Events,COMEDY CLUB TICKETS,0,
1,student,2024-03-26,POS 5419XXXXXX2674 PRACTO CONSULT CHENNAI,-115.48,Health,Clinic,PRACTO CONSULT,0,
1,student,2024-03-27,ACH D- EATSURE-553633,-213.47,Food & Dining,Delivery,EATSURE,0,
1,student,2024-03-30,POS 2615XXXXXX8692 AMAZON NOIDA,-1547.42,Shopping,Online,AMAZON,0,
1,student,2024-03-30,THIRD WAVE COFF 751217,-502.09,Food & Dining,Cafe,THIRD WAVE COFFEE,0,
1,student,2024-04-01,RAPIDO DELHI,-151.21,Transport,Rideshare,RAPIDO,0,
1,student,2024-04-02,ALLOWANCE FROM PARENTS PUNE,14776.49,Income,Other Income,ALLOWANCE FROM PARENTS,0,
1,student,2024-04-03,POS 8591XXXXXX5341 IRCTC HYDERABAD,-88.53,Transport,Public,IRCTC,0,
1,student,2024-04-04,ACH D- PIZZA HUT-958747,-294.39,Food & Dining,Delivery,PIZZA HUT,0,
1,student,2024-04-05,ACH D- PUNJABI DHABA-749498,-122.8,Food & Dining,Restaurant,PUNJABI DHABA,0,
1,student,2024-04-06,FORTIS H 796196,-224.83,Health,Clinic,FORTIS HOSPITAL,0,
1,student,2024-04-08,POS 9667XXXXXX7732 STEAM GAMES BANGALORE,-247.04,Entertainment,Gaming,STEAM GAMES,1,burst
1,student,2024-04-08,STEAM  938622,-181.49,Entertainment,Gaming,STEAM GAMES,1,burst
1,student,2024-04-08,STEAM GAMES *88909,-261.69,Entertainment,Gaming,STEAM GAMES,1,burst
1,student,2024-04-08,STEAM GAMES 244543,-256.58,Entertainment,Gaming,STEAM GAMES,1,burst
1,student,2024-04-08,UPI-MORE SUPERMARKET-713817719@ybl,-357.58,Groceries,Supermarket,MORE SUPERMARKET,0,
1,student,2024-04-08,UPI/092179830597/STEAM GAMES/paytm,-207.37,Entertainment,Gaming,STEAM GAMES,0,
1,student,2024-04-08,UPI/133753906/STEAM GAMES/ybl,-289.23,Entertainment,Gaming,STEAM GAMES,1,burst
1,student,2024-04-08,UPI/148146257723/STEAM GAMES/oksbi,-245.44,Entertainment,Gaming,STEAM GAMES,1,burst
1,student,2024-04-09,STARBUCKS *71132,-183.07,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-04-09,UPI-CAFE COFFEE DAY-044402265@axl,-138.86,Food & Dining,Cafe,CAFE COFFEE DAY,0,
1,student,2024-04-10,BLINKIT 446510,-477.2,Groceries,Online,BLINKIT,0,
1,student,2024-04-10,UBER *35025,-57.64,Transport,Rideshare,UBER,0,
1,student,2024-04-11,ACH D- BLUE TOKAI-391865,-202.35,Food & Dining,Cafe,BLUE TOKAI,0,
1,student,2024-04-11,APOLLO PHARMACY *61430,-286.08,Health,Pharmacy,APOLLO PHARMACY,0,
1,student,2024-04-12,ACH D- DREAM11-359896,-291.48,Entertainment,Gaming,DREAM11,0,
1,student,2024-04-12,ACH D- STARBUCKS-465509,-132.99,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-04-12,DMART BANGALORE,-714.57,Groceries,Supermarket,DMART,0,
1,student,2024-04-12,UPI-DELHI METRO-556350612@axl,-112.99,Transport,Public,DELHI METRO,0,
1,student,2024-04-12,UPI-ZARA-629044724@ybl,-279.64,Shopping,Fashion,ZARA,0,
1,student,2024-04-13,ACH D- SWIGGY-676429,-193.96,Food & Dining,Delivery,SWIGGY,0,
1,student,2024-04-15,PIZZA HUT *53074,-131.69,Food & Dining,Delivery,PIZZA HUT,0,
1,student,2024-04-15,POS 9907XXXXXX1319 GOOGLE ONE PUNE,-276.41,Subscriptions,Software,GOOGLE ONE,0,
1,student,2024-04-18,POS 2388XXXXXX3194 STARBUCKS HYDERABAD,-265.14,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-04-19,POS 5945XXXXXX3604 PIZZA HUT DELHI,-288.64,Food & Dining,Delivery,PIZZA HUT,0,
1,student,2024-04-20,UPI-BOX8-448653664133@icici,-330.72,Food & Dining,Delivery,BOX8,0,
1,student,2024-04-20,UPI/661010435823/MUMBAI LOCAL PASS/paytm,-97.88,Transport,Public,MUMBAI LOCAL PASS,0,
1,student,2024-04-21,BLUE TOK 937102,-221.67,Food & Dining,Cafe,BLUE TOKAI,0,
1,student,2024-04-21,MORE SUPERMARKET CHENNAI,-303.03,Groceries,Supermarket,MORE SUPERMARKET,0,
1,student,2024-04-21,SHARMA KIRA 964281,-227.23,Groceries,Local,SHARMA KIRANA,0,
1,student,2024-04-21,UPI/909168088190/BSES RAJDHANI/oksbi,-328.92,Utilities,Electricity,BSES RAJDHANI,0,
1,student,2024-04-22,POS 2791XXXXXX5067 MCDONALDS MUMBAI,-225.48,Food & Dining,Restaurant,MCDONALDS,0,
1,student,2024-04-23,ACH D- RAPIDO-339499,-88.97,Transport,Rideshare,RAPIDO,0,
1,student,2024-04-23,KFC GURGAON,-145.86,Food & Dining,Restaurant,KFC,0,
1,student,2024-04-24,ACH D- DMART-504630,-164.9,Groceries,Supermarket,DMART,0,
1,student,2024-04-26,BOX8 864678,-260.16,Food & Dining,Delivery,BOX8,0,
1,student,2024-04-28,POS 9064XXXXXX9882 COMEDY CLUB TICKETS PUNE,-82.88,Entertainment,Events,COMEDY CLUB TICKETS,0,
1,student,2024-04-30,POS 2276XXXXXX7108 DELHI METRO HYDERABAD,-61.88,Transport,Public,DELHI METRO,0,
1,student,2024-05-02,DREAM11 171228,-192.65,Entertainment,Gaming,DREAM11,0,
1,student,2024-05-03,ALLOWANCE FROM PARENTS NOIDA,15097.88,Income,Other Income,ALLOWANCE FROM PARENTS,0,
1,student,2024-05-04,DMART *54819,-262.65,Groceries,Supermarket,DMART,0,
1,student,2024-05-04,RAPIDO MUMBAI,-51.22,Transport,Rideshare,RAPIDO,0,
1,student,2024-05-04,UPI/487421182/MICROSOFT 365/okhdfc,-190.71,Subscriptions,Software,MICROSOFT 365,0,
1,student,2024-05-05,ACH D- HALDIRAMS-339030,-120.84,Food & Dining,Restaurant,HALDIRAMS,0,
1,student,2024-05-05,POS 5631XXXXXX2867 BHARAT PETROLEUM MUMBAI,-115.65,Transport,Fuel,BHARAT PETROLEUM,0,
1,student,2024-05-05,SPENCER 759986,-205.34,Groceries,Supermarket,SPENCERS,0,
1,student,2024-05-05,UPI/530094554619/MUMBAI LOCAL PASS/okhdfc,-135.51,Transport,Public,MUMBAI LOCAL PASS,0,
1,student,2024-05-06,UPI-BLUE TOKAI-242207603@icici,-168.39,Food & Dining,Cafe,BLUE TOKAI,0,
1,student,2024-05-08,ACH D- BOOKS PUBLISHER-970300,-2066.11,Education,Fees,BOOKS PUBLISHER,0,
1,student,2024-05-09,UBER 492088,-130.74,Transport,Rideshare,UBER,0,
1,student,2024-05-09,UPI-PUNJABI DHABA-842356509985@axl,-348.06,Food & Dining,Restaurant,PUNJABI DHABA,0,
1,student,2024-05-10,PAYTM INSI 917915,-170.24,Entertainment,Events,PAYTM INSIDER,0,
1,student,2024-05-11,STARBUCKS *27821,-166.1,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-05-12,STARBUCKS *56103,-172.9,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-05-13,FRESH VEGETABLE 598376,-195.98,Groceries,Local,FRESH VEGETABLES MART,0,
1,student,2024-05-14,BLUSMART NOIDA,-190.56,Transport,Rideshare,BLUSMART,0,
1,student,2024-05-15,POS 9598XXXXXX4669 LIFESTYLE STORES BANGALORE,-697.32,Shopping,Fashion,LIFESTYLE STORES,0,
1,student,2024-05-16,JIO PREPAID CHENNAI,-446.27,Utilities,Telecom,JIO PREPAID,0,
1,student,2024-05-17,STARBUCKS *11559,-355.72,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-05-17,UPI-BOOKMYSHOW-997299414772@icici,-609.9,Entertainment,Movies,BOOKMYSHOW,0,
1,student,2024-05-18,EATSUR 522380,-301.9,Food & Dining,Delivery,EATSURE,0,
1,student,2024-05-20,UPI-KFC-026941748@ybl,-123.72,Food & Dining,Restaurant,KFC,0,
1,student,2024-05-21,POS 3516XXXXXX1893 HALDIRAMS NOIDA,-261.1,Food & Dining,Restaurant,HALDIRAMS,0,
1,student,2024-05-21,SONYLI 930245,-357.84,Subscriptions,Streaming,SONYLIV,0,
1,student,2024-05-22,ACH D- PAYTM INSIDER-865979,-461.24,Entertainment,Events,PAYTM INSIDER,0,
1,student,2024-05-22,UPI-ZOMATO-968299033@axl,-119.92,Food & Dining,Delivery,ZOMATO,0,
1,student,2024-05-22,UPI/971022180/GOLDS GYM/ybl,-222.35,Health,Fitness,GOLDS GYM,0,
1,student,2024-05-24,UPI-EATSURE-128778851@icici,-270.1,Food & Dining,Delivery,EATSURE,0,
1,student,2024-05-25,HALDIR 108239,-335.47,Food & Dining,Restaurant,HALDIRAMS,0,
1,student,2024-05-25,POS 1293XXXXXX1067 UBER PUNE,-137.51,Transport,Rideshare,UBER,0,
1,student,2024-05-27,POS 1587XXXXXX9996 VI RECHARGE GURGAON,-574.4,Utilities,Telecom,VI RECHARGE,0,
1,student,2024-05-29,UPI-UBER-808149238767@ybl,-127.79,Transport,Rideshare,UBER,0,
1,student,2024-05-31,POS 1138XXXXXX4666 KFC DELHI,-107.65,Food & Dining,Restaurant,KFC,0,
1,student,2024-06-01,UPI-DMART-633162843@icici,-2472.34,Groceries,Supermarket,DMART,1,amount_spike
1,student,2024-06-03,ACH D- DELHI METRO-627611,-131.94,Transport,Public,DELHI METRO,0,
1,student,2024-06-03,ALLOWANCE FROM PARENTS DELHI,14764.09,Income,Other Income,ALLOWANCE FROM PARENTS,0,
1,student,2024-06-03,BLUE TOKAI BANGALORE,-172.77,Food & Dining,Cafe,BLUE TOKAI,0,
1,student,2024-06-03,BWSSB WATE 322618,-2973.73,Utilities,Gas & Water,BWSSB WATER,1,amount_spike
1,student,2024-06-03,UPI-HP PETROL PUMP-498694649033@icici,-159.09,Transport,Fuel,HP PETROL PUMP,0,
1,student,2024-06-05,PUNJABI DHA 169346,-195.85,Food & Dining,Restaurant,PUNJABI DHABA,0,
1,student,2024-06-06,JIOMART GURGAON,-296.84,Groceries,Online,JIOMART,0,
1,student,2024-06-06,POS 7358XXXXXX8695 CAFE COFFEE DAY CHENNAI,-250.42,Food & Dining,Cafe,CAFE COFFEE DAY,0,
1,student,2024-06-06,UPI-RELIANCE FRESH-857069509@icici,-513.5,Groceries,Supermarket,RELIANCE FRESH,0,
1,student,2024-06-07,PVR CINEMAS *88172,-203.22,Entertainment,Movies,PVR CINEMAS,0,
1,student,2024-06-08,INDIAN OIL PETROL DELHI,-102.79,Transport,Fuel,INDIAN OIL PETROL,0,
1,student,2024-06-08,UPI/213712874421/HALDIRAMS/paytm,-336.53,Food & Dining,Restaurant,HALDIRAMS,0,
1,student,2024-06-11,ACH D- STARBUCKS-976258,-126.62,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-06-12,ACH D- MUMBAI LOCAL PASS-703867,-97.76,Transport,Public,MUMBAI LOCAL PASS,0,
1,student,2024-06-12,DREAM11 *24639,-361.94,Entertainment,Gaming,DREAM11,0,
1,student,2024-06-12,UPI-MANIPAL HOSPITAL-757863630@ybl,-218.8,Health,Clinic,MANIPAL HOSPITAL,0,
1,student,2024-06-13,ACH D- BHARAT PETROLEUM-939030,-130.98,Transport,Fuel,BHARAT PETROLEUM,0,
1,student,2024-06-15,BOOKMY 214337,-313.1,Entertainment,Movies,BOOKMYSHOW,0,
1,student,2024-06-15,EATSUR 001208,-248.98,Food & Dining,Delivery,EATSURE,0,
1,student,2024-06-15,PVR CINEMA 037207,-1051.27,Entertainment,Movies,PVR CINEMAS,0,
1,student,2024-06-15,UPI-VIJAY SALES-107697011@axl,-1077.71,Shopping,Electronics,VIJAY SALES,0,
1,student,2024-06-18,ACH D- DREAM11-932978,-756.71,Entertainment,Gaming,DREAM11,0,
1,student,2024-06-18,UPI-DELHI METRO-187404186534@icici,-258.82,Transport,Public,DELHI METRO,0,
1,student,2024-06-20,GOOGLE ONE *27848,-192.66,Subscriptions,Software,GOOGLE ONE,0,
1,student,2024-06-21,GOLDS GYM GURGAON,-308.31,Health,Fitness,GOLDS GYM,0,
1,student,2024-06-23,ACH D- BARBEQUE NATION-956934,-344.13,Food & Dining,Restaurant,BARBEQUE NATION,0,
1,student,2024-06-23,STARBUCKS *35266,-320.21,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-06-24,POS 8901XXXXXX7081 MUMBAI LOCAL PASS BANGALORE,-108.31,Transport,Public,MUMBAI LOCAL PASS,0,
1,student,2024-06-24,PUNJABI D 236344,-154.54,Food & Dining,Restaurant,PUNJABI DHABA,0,
1,student,2024-06-24,VI RECHA 563358,-575.63,Utilities,Telecom,VI RECHARGE,0,
1,student,2024-06-26,ACH D- DELHI METRO-525146,-55.42,Transport,Public,DELHI METRO,0,
1,student,2024-06-26,CHATGPT PLUS PUNE,-93.33,Subscriptions,Software,CHATGPT PLUS,0,
1,student,2024-06-26,MCDONALDS *91697,-125.36,Food & Dining,Restaurant,MCDONALDS,0,
1,student,2024-06-26,UPI-BLINKIT-389854279055@ybl,-354.07,Groceries,Online,BLINKIT,0,
1,student,2024-06-26,UPI-INDIGO AIRLINES-802938027891@axl,-67031.15,Travel,Flights,INDIGO AIRLINES,1,unusual_high_value
1,student,2024-06-27,ACH D- KFC-587274,-413.54,Food & Dining,Restaurant,KFC,0,
1,student,2024-06-27,DELHI METRO DELHI,-126.79,Transport,Public,DELHI METRO,0,
1,student,2024-06-27,SHELL FUEL DELHI,-109.82,Transport,Fuel,SHELL FUEL,0,
1,student,2024-06-27,UPI-EATSURE-781627345@axl,-279.78,Food & Dining,Delivery,EATSURE,0,
1,student,2024-06-29,ACH D- SWIGGY-189913,-111.44,Food & Dining,Delivery,SWIGGY,0,
1,student,2024-06-29,STARBU 298116,-109.19,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-06-30,ACH D- BMTC BUS PASS-430984,-68.8,Transport,Public,BMTC BUS PASS,0,
1,student,2024-06-30,ACH D- EATSURE-639292,-113.5,Food & Dining,Delivery,EATSURE,0,
1,student,2024-07-02,BOX8 MUMBAI,-264.54,Food & Dining,Delivery,BOX8,0,
1,student,2024-07-03,ACH D- DELHI METRO-539963,-168.33,Transport,Public,DELHI METRO,0,
1,student,2024-07-03,ALLOWANCE FROM PARENTS BANGALORE,15364.32,Income,Other Income,ALLOWANCE FROM PARENTS,0,
1,student,2024-07-03,SPOTIFY MUMBAI,-259.2,Subscriptions,Streaming,SPOTIFY,0,
1,student,2024-07-03,SPOTIFY MUMBAI,-259.2,Subscriptions,Streaming,SPOTIFY,1,duplicate_charge
1,student,2024-07-04,BLUE TOKAI *67417,-277.53,Food & Dining,Cafe,BLUE TOKAI,0,
1,student,2024-07-05,POS 1448XXXXXX3317 PRACTO CONSULT BANGALORE,-77022.94,Health,Clinic,PRACTO CONSULT,1,unusual_high_value
1,student,2024-07-05,POS 3196XXXXXX9230 ZEPTO NOIDA,-195.64,Groceries,Online,ZEPTO,0,
1,student,2024-07-06,UPI-STARBUCKS-537500738@ybl,-459.63,Food & Dining,Cafe,STARBUCKS,0,
1,student,2024-07-07,SHELL FUE 617694,-87.0,Transport,Fuel,SHELL FUEL,0,
1,student,2024-07-08,ACH D- HALDIRAMS-642752,-289.79,Food & Dining,Restaurant,HALDIRAMS,0,
1,student,2024-07-08,POS 2070XXXXXX8787 PLAYSTATION STORE BANGALORE,-430.46,Entertainment,Gaming,PLAYSTATION STORE,0,
1,student,2024-07-09,ACH D- SAGAR RATNA-697717,-497.4,Food & Dining,Restaurant,SAGAR RATNA,0,
1,student,2024-07-09,ACH D- SWIGGY-786563,-123.64,Food & Dining,Delivery,SWIGGY,0,
1,student,2024-07-10,INDIAN OIL PETROL BANGALORE,-48.78,Transport,Fuel,INDIAN OIL PETROL,0,
