date,description,amount
2024-03-29,ACH D- CROMA-142564,-2913.33
2024-03-30,BLINKIT MUMBAI,-8766.81
2024-03-30,CROMA DELHI,-825.32
2024-03-30,ICLOUD HYDERABAD,-296.17
2024-03-30,SAGAR RA 993271,-304.31
2024-03-31,POS 5172XXXXXX8523 SWIGGY PUNE,-611.47
2024-04-01,ACH D- STARBUCKS-505588,-197.21
2024-04-01,ACH D- THIRD WAVE COFFEE-607348,-439.38
2024-04-01,FRESH VEGETABLES MART NOIDA,-825.77
2024-04-01,PVR CIN 536411,-518.39
2024-04-02,SALARY CREDIT GURGAON,56650.20
2024-04-02,STARBUCK 203661,-657.87
2024-04-02,UPI/978989312/VIJAY SALES/okhdfc,-565.10
2024-04-03,ACH D- LAL PATHLABS-975180,-1040.80
2024-04-03,FORTIS HOSPITAL CHENNAI,-1059.47
2024-04-03,POS 2983XXXXXX5076 MUMBAI LOCAL PASS HYDERABAD,-118.52
2024-04-03,UPI-BURGER KING-840467939818@axl,-533.92
2024-04-03,UPI/353329311/INDIAN OIL PETROL/oksbi,-456.63
2024-04-04,UPI-NETFLIX-076414764971@icici,-299.83
2024-04-05,UPI/504307463/VIJAY SALES/ybl,-2626.98
2024-04-06,EATSURE *25065,-214.72
2024-04-06,STARBUCKS 093885,-483.71
2024-04-07,UPI-ACT FIBERNET-933874899203@axl,-2044.30
2024-04-07,UPI-RAPIDO-220010736663@ybl,-89.06
2024-04-08,UPI-STARBUCKS-449160469496@axl,-438.17
2024-04-08,UPI-STEAM GAMES-896390254@icici,-363.00
2024-04-09,ACH D- SHARMA KIRANA-491503,-1221.91
2024-04-10,BHARAT GAS *89435,-1267.97
2024-04-12,POS 2987XXXXXX6840 SWIGGY INSTAMART BANGALORE,-677.02
2024-04-12,POS 7361XXXXXX8955 PVR CINEMAS MUMBAI,-823.74
2024-04-12,UPI/876531309220/BMTC BUS PASS/ybl,-219.31
2024-04-13,POS 6149XXXXXX8454 NETFLIX DELHI,-399.61
2024-04-13,POS 8804XXXXXX6962 RAPIDO NOIDA,-236.32
2024-04-13,ZOMATO 186438,-360.72
2024-04-14,UPI/908584849273/BLUSMART/oksbi,-190.02
2024-04-15,UPI/778495093/BOX8/okhdfc,-422.29
2024-04-15,UPI/794006969455/PUNJABI DHABA/okhdfc,-432.21
2024-04-17,DMART 208017,-891.04
2024-04-17,POS 2690XXXXXX1589 ZOMATO GURGAON,-807.11
2024-04-17,UPI-GUPTA PROVISION STORE-656409210@icici,-678.95
2024-04-17,UPI-MORE SUPERMARKET-562175391@ybl,-571.60
2024-04-17,UPI/016558954/DREAM11/paytm,-597.13
2024-04-18,ACH D- RAPIDO-906839,-193.96
2024-04-19,ACH D- CAFE COFFEE DAY-544095,-595.75
2024-04-19,ACH D- SHELL FUEL-337718,-88.21
2024-04-19,UPI/172714664249/ZARA/ybl,-1415.60
2024-04-20,HOTSTAR GURGAON,-439.67
2024-04-20,SWIGGY 303384,-509.91
2024-04-22,BOX8 *18891,-550.63
2024-04-22,UPI-UBER-174429053659@ybl,-311.14
2024-04-23,ACH D- MICROSOFT 365-439907,-321.60
2024-04-23,MICROSOF 648289,-299.97
2024-04-23,MICROSOFT 36 085920,-261.00
2024-04-23,MICROSOFT 365 NOIDA,-249.77
2024-04-23,POS 6683XXXXXX3144 HALDIRAMS CHENNAI,-658.13
2024-04-23,UPI-MICROSOFT 365-894738726@icici,-254.24
2024-04-24,CHATGPT PLUS *23359,-404.96
2024-04-24,UPI/529796858/BLUSMART/paytm,-213.88
2024-04-26,ACH D- TATA POWER-917556,-1482.16
2024-04-27,NYKAA *32489,-2939.91
2024-04-27,POS 2587XXXXXX1355 FLIPKART GURGAON,-1282.79
2024-04-27,UPI-KFC-541895999@icici,-379.12
2024-04-27,UPI/298404066793/BARBEQUE NATION/paytm,-542.65
2024-04-27,UPI/689002249158/DMART/oksbi,-420.12
2024-04-28,ACH D- BOX8-578298,-260.90
2024-04-28,SHELL FUEL *90173,-254.54
2024-04-28,UPI/513637596404/SAGAR RATNA/ybl,-116.63
2024-04-28,UPI/513637596404/SAGAR RATNA/ybl,-116.63
2024-04-29,ACH D- RENT TRANSFER LANDLORD-890708,-11360.00
2024-04-29,GUPTA PROVISION STORE *23320,-783.25
2024-04-29,UPI/633751585/UBER/ybl,-147.47
2024-04-30,STARBUCKS CHENNAI,-314.49
2024-05-01,POS 4199XXXXXX7512 BMTC BUS PASS PUNE,-170.31
2024-05-01,UPI/437172658/BIG BAZAAR/okhdfc,-892.63
2024-05-02,MICROSOFT 365 BANGALORE,-114.53
2024-05-02,SALARY CREDIT HYDERABAD,55276.66
2024-05-02,UPI-ICLOUD-452433554674@icici,-290.01
2024-05-03,DELHI METRO *90813,-388.99
2024-05-03,POS 7184XXXXXX9085 OLA CABS CHENNAI,-174.23
2024-05-04,POS 6680XXXXXX1832 MAKEMYTRIP HYDERABAD,-4919.94
2024-05-05,UPI/694995390/SWIGGY INSTAMART/ybl,-1117.84
2024-05-06,UPI-BHARAT GAS-888478960@axl,-2771.99
2024-05-06,UPI/478235452963/UBER/oksbi,-173.61
2024-05-06,UPI/610321087932/RAPIDO/okhdfc,-227.13
2024-05-06,UPI/781465768/WESTSIDE/paytm,-3812.51
2024-05-07,MILK DAIRY BOOTH *99783,-631.10
2024-05-07,NYKAA *66520,-2843.55
2024-05-07,UPI-SHELL FUEL-860853534779@icici,-232.03
2024-05-08,ACH D- INDIAN OIL PETROL-449728,-85.72
2024-05-08,KFC *76785,-324.17
2024-05-10,ACH D- DMART-264959,-1687.69
2024-05-10,ACH D- GOOGLE ONE-109854,-510.90
2024-05-10,CHAAYOS BANGALORE,-562.37
2024-05-10,INDIAN OIL PETROL *64482,-258.65
2024-05-11,ACH D- CROMA-994289,-1644.68
2024-05-11,COMEDY CLUB TICKETS *64945,-794.84
2024-05-11,POS 1547XXXXXX5813 SWIGGY DELHI,-520.24
2024-05-11,SHARMA KI 525036,-539.29
2024-05-11,UPI-SWIGGY-222677509905@icici,-336.19
2024-05-12,UPI-BHARAT PETROLEUM-029697079@icici,-202.26
2024-05-12,UPI-NOBROKER RENT-137679360717@axl,-22220.47
2024-05-12,UPI-SWIGGY-349561845@ybl,-903.16
2024-05-13,ACH D- TATA POWER-210089,-1325.26
2024-05-13,UPI-JIOMART-483924102796@axl,-661.00
2024-05-14,ACH D- GOOGLE ONE-956521,-434.62
2024-05-14,UPI-OLA CABS-476791261@axl,-392.52
2024-05-15,IRCTC HYDERABAD,-209.58
2024-05-16,FRESH VEGETABLES 030368,-587.95
2024-05-16,UPI-BOX8-573029408@axl,-570.17
2024-05-16,UPI-PLAYSTATION STORE-508878056948@ybl,-1263.80
2024-05-16,UPI/541135691640/BOOKMYSHOW/paytm,-45888.07
2024-05-17,NETMEDS 369340,-1279.49
2024-05-17,POS 1325XXXXXX8345 CHAAYOS PUNE,-307.62
2024-05-17,POS 3805XXXXXX4318 BURGER KING CHENNAI,-242.47
2024-05-18,POS 5918XXXXXX6757 INDANE GAS NOIDA,-1615.99
2024-05-18,ZEPTO *48553,-852.43
2024-05-20,POS 5263XXXXXX1364 JIOMART PUNE,-643.06
2024-05-20,UPI-DOMINOS PIZZA-671106406@icici,-367.36
2024-05-21,BARBEQUE NATION NOIDA,-219.31
2024-05-22,ACH D- DOMINOS PIZZA-111596,-651.40
2024-05-22,ACH D- MCDONALDS-283249,-814.08
2024-05-22,CHATGPT PLUS *51144,-216.89
2024-05-22,UPI/532393436883/PAYTM INSIDER/ybl,-614.60
2024-05-23,BHARAT GAS 840370,-2525.98
2024-05-24,MYNTRA 635612,-2204.49
2024-05-24,RENT TRA 515521,-13005.33
2024-05-25,POS 5048XXXXXX9927 CHAAYOS HYDERABAD,-495.77
2024-05-26,MUMBAI 270610,-200.43
2024-05-27,BARBEQUE NATIO 465528,-226.15
2024-05-27,DELHI METRO *09158,-306.33
2024-05-27,POS 9366XXXXXX2521 PLAYSTATION STORE HYDERABAD,-537.17
2024-05-27,STEAM GAMES MUMBAI,-45066.42
2024-05-27,UPI/870767210403/THIRD WAVE COFFEE/oksbi,-615.46
2024-05-28,ACH D- SONYLIV-963620,-792.30
2024-05-29,INDIAN OIL PETRO 198162,-233.44
2024-05-29,INDIAN OIL PETRO 198162,-233.44
2024-05-29,POS 6618XXXXXX5935 OLA CABS CHENNAI,-251.74
2024-05-30,NYKAA *96579,-1562.71
2024-05-30,UPI-STARBUCKS-764753579171@icici,-372.63
2024-05-31,POS 1810XXXXXX7631 RELIANCE DIGITAL NOIDA,-1292.05
2024-05-31,POS 8556XXXXXX1091 SWIGGY HYDERABAD,-380.24
2024-05-31,UPI/578656530669/DELHI METRO/ybl,-309.52
2024-06-01,PVR CIN 395450,-849.62
2024-06-02,HALDIRAM 477017,-559.57
2024-06-02,SALARY CREDIT MUMBAI,55218.50
2024-06-02,UPI/306525138631/MILK DAIRY BOOTH/okhdfc,-556.27
2024-06-02,UPI/475725688672/EATSURE/ybl,-165.65
2024-06-03,BOX8 CHENNAI,-260.14
2024-06-03,ZOMATO *13856,-128.63
2024-06-04,BMTC BUS PASS MUMBAI,-376.32
2024-06-06,SWIGGY HYDERABAD,-603.91
2024-06-06,UPI/517034561/RAPIDO/ybl,-279.38
2024-06-06,ZOMATO *50561,-275.15
2024-06-07,OLA CABS 568996,-173.77
2024-06-08,HALDIRAMS HYDERABAD,-160.23
2024-06-10,ACH D- STARBUCKS-618787,-253.79
2024-06-10,UPI-DMART-136732737@ybl,-1053.60
2024-06-11,BURGER KING *47098,-396.63
2024-06-11,POS 3264XXXXXX8755 SWIGGY CHENNAI,-470.60
2024-06-11,PRACTO CONSULT *04256,-869.37
2024-06-12,ACH D- BMTC BUS PASS-194292,-162.83
2024-06-12,BHARAT GAS *61105,-805.90
2024-06-13,SHELL FUEL 691724,-600.37
2024-06-14,POS 9463XXXXXX3710 BLUSMART NOIDA,-114.98
2024-06-15,ACH D- RELIANCE FRESH-472729,-503.70
2024-06-15,UPI-BOX8-921144534@axl,-218.52
2024-06-15,UPI/006851229/FRESH VEGETABLES MART/paytm,-1019.73
2024-06-15,UPI/276507977/OLA CABS/okhdfc,-161.05
2024-06-16,ACH D- BHARAT PETROLEUM-572284,-222.28
2024-06-16,ACH D- GOOGLE ONE-649661,-328.11
2024-06-16,BHARAT G 888777,-1493.53
2024-06-16,BURGER KING *06871,-198.34
2024-06-16,UPI-SWIGGY-491038896237@icici,-351.95
2024-06-16,VI RECHARGE CHENNAI,-1402.26
2024-06-17,BOOKMYSHO 583252,-909.35
2024-06-18,ACH D- UBER-868389,-251.81
2024-06-18,INDANE GAS *06550,-799.92
2024-06-18,POS 2667XXXXXX1363 LIFESTYLE STORES DELHI,-1491.54
2024-06-18,UPI-THIRD WAVE COFFEE-900832458@axl,-255.26
2024-06-20,UPI-COMEDY CLUB TICKETS-273128482573@icici,-794.28
2024-06-21,POS 5160XXXXXX3503 RAPIDO BANGALORE,-151.59
2024-06-21,UPI-MICROSOFT 365-484686879@axl,-265.60
2024-06-22,BHARAT PETROLEUM BANGALORE,-164.64
2024-06-22,COMEDY CLUB TICKETS MUMBAI,-1611.78
2024-06-22,UPI/781203519/H&M/paytm,-1893.76
2024-06-24,AIRTEL POSTPAID MUMBAI,-1125.82
2024-06-24,SHELL FUEL *58045,-217.09
2024-06-24,UPI/630677176/SPOTIFY/oksbi,-368.52
2024-06-26,PAYTM INSIDER *40687,-463.24
2024-06-27,FRESH VEGETABLES 463506,-1115.47
2024-06-27,UPI-HALDIRAMS-601473181521@icici,-211.93
2024-06-28,ICLOUD 090828,-379.01
2024-06-28,INDIAN  380742,-206.01
2024-06-28,UPI-OLA CABS-563407547806@ybl,-120.26
2024-06-28,UPI/303393072735/ADANI ELECTRICITY/oksbi,-1326.27
2024-06-29,ACH D- PLUMBER HOME SERVICE-448515,-14008.33
2024-06-30,UPI/846199195466/WESTSIDE/ybl,-1813.66
2024-07-01,UPI-BHARAT PETROLEUM-942660103@axl,-184.50
2024-07-01,UPI-SHELL FUEL-576953146@ybl,-129.04
2024-07-01,UPI/134438431149/SWIGGY INSTAMART/oksbi,-662.43
2024-07-02,UPI-CULT FIT-378710439246@icici,-1296.59
2024-07-03,SALARY CREDIT BANGALORE,56209.47
2024-07-04,UPI-OLA CABS-419808430903@ybl,-272.61
2024-07-05,BMTC BU 998569,-453.01
2024-07-05,BURGER  418671,-310.29
2024-07-05,HP PETROL PUMP *02149,-143.49
2024-07-05,POS 1403XXXXXX6944 IRCTC BANGALORE,-99.95
2024-07-05,UPI/000325876398/STARBUCKS/paytm,-302.97
2024-07-05,UPI/682244279445/KFC/ybl,-500.81
2024-07-06,DELHI METRO *57815,-224.93
2024-07-06,POS 8434XXXXXX8010 BLUSMART PUNE,-235.02
2024-07-07,POS 3031XXXXXX3325 MCDONALDS CHENNAI,-873.03
2024-07-08,HOTSTAR NOIDA,-137.94
2024-07-08,SHELL FUEL NOIDA,-188.97
2024-07-08,UPI-THIRD WAVE COFFEE-633453488@axl,-983.47
2024-07-10,UPI/698771156/H&M/ybl,-1409.03
2024-07-11,ACH D- MICROSOFT 365-597261,-304.67
2024-07-11,ACH D- VIJAY SALES-394048,-2755.05
2024-07-11,UPI-CHAAYOS-081149192116@axl,-370.53
2024-07-13,ACH D- BARBEQUE NATION-646685,-445.75
2024-07-13,BARBEQUE NATI 511603,-441.77
2024-07-13,BARBEQUE NATION *87266,-272.37
2024-07-13,BARBEQUE NATION BANGALORE,-389.62
2024-07-13,CAFE COFFEE DAY BANGALORE,-636.25
2024-07-13,CHAAYOS 023492,-235.89
2024-07-13,POS 4896XXXXXX2428 BARBEQUE NATION DELHI,-514.15
2024-07-13,POS 8516XXXXXX6621 SONYLIV DELHI,-175.78
2024-07-14,BMTC BUS PASS PUNE,-113.73
2024-07-14,HALDIRAMS *79356,-738.73
2024-07-14,UPI-LAL PATHLABS-162139730@icici,-806.78
2024-07-15,SWIGGY 600395,-618.02
2024-07-16,ACH D- OLA CABS-178586,-164.86
2024-07-16,POS 2232XXXXXX9185 BOOKMYSHOW GURGAON,-525.62
2024-07-17,BESCOM *78774,-846.98
2024-07-17,MUMBAI LOCAL PASS *23892,-141.90
2024-07-19,ZEPTO 985768,-1307.59
2024-07-20,SONYLIV DELHI,-235.57
2024-07-20,UPI/069147752/HOTSTAR/paytm,-154.34
2024-07-22,UPI/119409185580/PUNJABI DHABA/ybl,-272.73
2024-07-23,FRESH VEGETABLES MART *62406,-1326.42
2024-07-23,POS 4290XXXXXX4414 BSES RAJDHANI GURGAON,-1670.79
2024-07-25,UBER HYDERABAD,-178.33
2024-07-25,UPI-AIRTEL POSTPAID-587973630382@icici,-536.51
2024-07-25,UPI-ZOMATO-414056510@axl,-859.90
2024-07-26,ACH D- BMTC BUS PASS-116446,-114.80
2024-07-26,CAFE COFFEE DAY 709448,-1115.67
2024-07-26,UPI/117937858727/ZOMATO/paytm,-459.38
2024-07-27,UPI-HALDIRAMS-285429866@icici,-357.79
2024-07-28,ACH D- DREAM11-826862,-517.24
2024-07-28,POS 9320XXXXXX9933 HALDIRAMS GURGAON,-572.08
2024-07-30,IRCTC CHENNAI,-563.05
2024-07-31,ACH D- INDIAN OIL PETROL-946887,-134.66
2024-07-31,BOX8 979414,-594.49
2024-07-31,SHARMA KIRANA *35696,-1382.86
2024-07-31,UPI/700045636/BOOKMYSHOW/oksbi,-1256.57
2024-08-01,UPI/182980224993/INOX/okhdfc,-597.90
2024-08-01,UPI/655392806/ZOMATO/okhdfc,-387.25
2024-08-02,ACH D- CAFE COFFEE DAY-110910,-252.67
2024-08-02,SALARY CREDIT HYDERABAD,54699.15
2024-08-03,MAKEMYTRIP *21458,-6035.91
2024-08-03,SHELL FUEL *09436,-216.46
2024-08-05,ACH D- APPLE STORE-931387,-1673.07
2024-08-05,HP PETROL PUMP DELHI,-125.59
2024-08-06,POS 7969XXXXXX8651 SWIGGY HYDERABAD,-406.86
2024-08-08,BURGER KING BANGALORE,-636.46
2024-08-09,KFC *70868,-555.92
2024-08-09,MUMBAI LOCAL  276392,-156.13
2024-08-09,POS 7600XXXXXX6710 CROMA GURGAON,-3479.06
2024-08-09,UPI/210672898/HOTSTAR/paytm,-310.99
2024-08-11,UPI-ZOMATO-363039657630@icici,-545.41
2024-08-12,ACH D- DELHI METRO-823378,-216.09
2024-08-12,PRACTO CONSULT GURGAON,-1960.89
