date,description,amount
2024-05-18,UPI/510486817/SHELL FUEL/oksbi,-98.08
2024-05-20,CLIENT PAYMENT NEFT NOIDA,21959.52
2024-05-20,UPI/415052724/MORE SUPERMARKET/oksbi,-1040.48
2024-05-22,POS 9701XXXXXX1799 MANIPAL HOSPITAL BANGALORE,-783.05
2024-05-23,DECATHLON *90561,-1421.04
2024-05-23,KFC *49819,-170.92
2024-05-23,MICROSOFT 365 *38356,-461.79
2024-05-24,ACH D- IRCTC-152660,-159.19
2024-05-24,ACH D- IRCTC-974797,-302.92
2024-05-24,BHARAT GAS 018135,-1908.23
2024-05-24,IRCTC 325896,-235.53
2024-05-24,IRCTC 606588,-261.75
2024-05-24,IRCTC 849012,-263.23
2024-05-24,POS 3029XXXXXX5794 IRCTC DELHI,-200.98
2024-05-24,SAGAR RATNA NOIDA,-316.29
2024-05-24,SAGAR RATNA NOIDA,-316.29
2024-05-24,STARBUCKS 817118,-637.40
2024-05-24,UBER *89869,-200.77
2024-05-24,UPI/153744055155/IRCTC/oksbi,-277.94
2024-05-24,UPI/277445127/PIZZA HUT/ybl,-660.53
2024-05-26,ACH D- SPOTIFY-801194,-347.75
2024-05-26,UPI-INDIAN OIL PETROL-875866797258@icici,-139.59
2024-05-26,UPI/973439431384/CULT FIT/ybl,-67667.88
2024-05-27,ACH D- BOOKING.COM-297113,-10024.82
2024-05-27,POS 5376XXXXXX6363 CHATGPT PLUS NOIDA,-286.30
2024-05-27,UPI/249297641/MICROSOFT 365/oksbi,-422.58
2024-05-27,UPI/822517563253/MCDONALDS/okhdfc,-604.90
2024-05-28,UPI/430084001/MCDONALDS/paytm,-517.15
2024-05-29,ICLOUD CHENNAI,-439.95
2024-05-30,ACH D- RELIANCE DIGITAL-435965,-3293.21
2024-05-31,ACH D- BLUSMART-433666,-167.52
2024-05-31,FLIPKART *70792,-2390.98
2024-06-01,BESCOM MUMBAI,-1483.47
2024-06-01,THIRD WAVE COFFE 059917,-542.27
2024-06-02,CLIENT PAYMENT NEFT PUNE,25672.26
2024-06-04,UPI-BWSSB WATER-852584330@axl,-1535.01
2024-06-04,UPI-CHATGPT PLUS-229000881991@icici,-615.52
2024-06-04,UPI-NETFLIX-125366088608@ybl,-456.74
2024-06-05,ACH D- SHELL FUEL-319368,-121.05
2024-06-05,BIG BAZAAR *05550,-481.33
2024-06-05,BLUE TO 286817,-250.57
2024-06-06,BMTC BUS PASS *28691,-267.08
2024-06-06,INDANE GAS HYDERABAD,-1852.77
2024-06-06,RAPIDO *97406,-388.26
2024-06-07,EXAM FE 225622,-2770.64
2024-06-08,DOMINOS PIZZA *64038,-550.66
2024-06-08,DOMINOS PIZZA MUMBAI,-659.00
2024-06-10,POS 9540XXXXXX8704 MILK DAIRY BOOTH BANGALORE,-1022.21
2024-06-10,UPI-SWIGGY INSTAMART-631398418129@icici,-771.78
2024-06-12,CLIENT PAYMENT NEFT CHENNAI,24801.04
2024-06-13,UPI-IRCTC-111923744414@ybl,-310.23
2024-06-17,ACH D- WESTSIDE-470601,-2044.12
2024-06-17,MUMBAI L 518472,-337.90
2024-06-17,STARBU 837010,-546.24
2024-06-20,ACH D- ZOMATO-226734,-515.69
2024-06-20,POS 6612XXXXXX8538 BIGBASKET PUNE,-1144.81
2024-06-20,POS 8839XXXXXX2061 YOUTUBE PREMIUM DELHI,-381.30
2024-06-20,POS 9255XXXXXX8755 CAFE COFFEE DAY MUMBAI,-364.13
2024-06-21,POS 2052XXXXXX6443 YOUTUBE PREMIUM HYDERABAD,-452.40
2024-06-21,POS 3983XXXXXX1862 AMAZON PRIME DELHI,-1048.80
2024-06-21,UPI/833601417/MUMBAI LOCAL PASS/oksbi,-177.02
2024-06-22,CLIENT PAYMENT NEFT CHENNAI,13699.55
2024-06-22,THIRD WAVE COFFEE *64723,-318.95
2024-06-23,ACH D- APPLE STORE-978512,-2204.12
2024-06-23,INDIAN OIL PETROL CHENNAI,-415.97
2024-06-23,UPI/656356992425/YOUTUBE PREMIUM/paytm,-566.35
2024-06-24,RELIANCE DIGITA 192271,-1139.16
2024-06-25,ACH D- CULT FIT-783135,-496.35
2024-06-25,UPI/308980079493/SAGAR RATNA/okhdfc,-239.09
2024-06-25,UPI/406139887807/SWIGGY/oksbi,-482.10
2024-06-26,CULT FI 582223,-889.15
2024-06-26,KFC *33939,-130.67
2024-06-27,BESCOM 985544,-1805.17
2024-06-28,BMTC BUS PASS *22777,-370.45
2024-06-28,POS 5909XXXXXX2974 RENT TRANSFER LANDLORD CHENNAI,-9638.76
2024-06-28,POS 9596XXXXXX4593 BESCOM CHENNAI,-1633.57
2024-06-30,UPI/808821310461/ICLOUD/ybl,-450.80
2024-07-01,UPI/537452818450/YOUTUBE PREMIUM/paytm,-750.54
2024-07-02,CLIENT PAYMENT NEFT MUMBAI,32458.27
2024-07-02,NAMMA METRO *05673,-340.76
2024-07-03,POS 3166XXXXXX3412 DOMINOS PIZZA MUMBAI,-248.31
2024-07-03,UPI-CHATGPT PLUS-499398669@ybl,-510.19
2024-07-05,BLUSMART *90857,-126.65
2024-07-05,POS 9165XXXXXX2708 ADANI ELECTRICITY NOIDA,-1074.53
2024-07-05,SWIGGY 527231,-255.43
2024-07-06,BLUE TOKAI *81324,-582.92
2024-07-07,POS 8513XXXXXX1342 CAFE COFFEE DAY DELHI,-694.51
2024-07-08,UPI-PIZZA HUT-405884061506@icici,-231.55
2024-07-08,UPI/315277642510/ICLOUD/ybl,-417.94
2024-07-09,BARBEQUE NATION BANGALORE,-153.90
2024-07-09,MORE SUPERMARKET *93934,-1076.96
2024-07-10,APPLE STORE *70280,-1698.95
2024-07-10,BMTC BU 026378,-260.79
2024-07-10,CLIENT PAYMENT NEFT MUMBAI,25810.15
2024-07-11,POS 6908XXXXXX2689 BURGER KING MUMBAI,-274.21
2024-07-11,UPI-SAGAR RATNA-247962017@ybl,-360.00
2024-07-12,UPI/484425555/JIO PREPAID/okhdfc,-1082.70
2024-07-14,EXAM FEE NTA 747533,-1208.12
2024-07-14,MUMBAI LOCAL PASS CHENNAI,-202.93
2024-07-14,UPI/717687722597/AMAZON/oksbi,-1885.63
2024-07-15,UPI/179266630/STARBUCKS/ybl,-829.90
2024-07-16,CHATGPT PL 539006,-562.15
2024-07-17,ZEPTO BANGALORE,-595.41
2024-07-18,BLUE TOKAI *34056,-323.03
2024-07-19,UPI-ZOMATO-103438298439@ybl,-488.69
2024-07-20,UPI/162163475852/MANIPAL HOSPITAL/paytm,-489.35
2024-07-21,INDIAN OIL PETROL BANGALORE,-112.66
2024-07-21,UPI-THIRD WAVE COFFEE-936595274106@axl,-436.94
2024-07-22,CLIENT PAYMENT NEFT DELHI,29196.85
2024-07-24,BIG BAZAAR 590090,-333.30
2024-07-25,BLUE TOKAI *18569,-191.17
2024-07-26,ACH D- BLUE TOKAI-739572,-993.67
2024-07-26,AIRBNB 175782,-3647.29
2024-07-26,UPI/955571346991/ACT FIBERNET/oksbi,-1715.57
2024-07-27,POS 5797XXXXXX9572 OLA CABS HYDERABAD,-190.58
2024-07-28,ACH D- ZOMATO-939296,-343.62
2024-07-28,BLUE TOKAI DELHI,-337.43
2024-07-28,UPI/292639377924/FLIPKART/okhdfc,-2422.04
2024-07-29,ACT FIBER 229867,-2240.69
2024-07-29,RAPIDO 756524,-463.18
2024-07-30,ICLOUD 606860,-397.96
2024-07-31,BMTC B 948694,-174.15
2024-07-31,UPI-BMTC BUS PASS-728947665@icici,-214.83
2024-08-01,POS 9018XXXXXX6075 ZOMATO MUMBAI,-269.80
2024-08-02,RAPIDO 990534,-206.21
2024-08-03,ACH D- GUPTA PROVISION STORE-108267,-806.47
2024-08-03,UPI/499137801497/STARBUCKS/paytm,-439.35
2024-08-04,CLIENT PAYMENT NEFT HYDERABAD,14741.43
2024-08-05,OLA CABS 650303,-140.97
2024-08-05,POS 9838XXXXXX5666 AIRBNB BANGALORE,-24811.91
2024-08-05,SPOTIFY *77777,-554.11
2024-08-08,ACH D- JIO PREPAID-118408,-2357.76
2024-08-08,UPI/845627308846/BHARAT PETROLEUM/oksbi,-2541.08
2024-08-08,WESTSI 934887,-2572.21
2024-08-09,ACH D- HP PETROL PUMP-532022,-484.89
2024-08-10,MCDONALDS MUMBAI,-263.57
2024-08-11,UPI/064738862227/SHELL FUEL/ybl,-336.39
2024-08-12,ACH D- GUPTA PROVISION STORE-864255,-418.45
2024-08-12,BOOKS PUB 666014,-1342.87
2024-08-13,CLIENT PAYMENT NEFT HYDERABAD,14388.82
2024-08-13,GOLDS GYM *85373,-457.58
2024-08-13,POS 5726XXXXXX1381 CHATGPT PLUS BANGALORE,-375.05
2024-08-13,UPI-AMAZON PRIME-752594234506@ybl,-631.78
2024-08-13,UPI-PUNJABI DHABA-402013800@axl,-324.54
2024-08-14,BMTC BUS PAS 682940,-226.43
2024-08-14,UPI/724624608/RAPIDO/ybl,-232.10
2024-08-15,MEESHO HYDERABAD,-2157.24
2024-08-15,UPI-IRCTC-154446079@icici,-195.40
2024-08-16,BWSSB WATER BANGALORE,-1020.97
2024-08-16,UPI/009911789246/GOOGLE ONE/okhdfc,-598.59
2024-08-16,UPI/474523195/YOUTUBE PREMIUM/oksbi,-384.21
2024-08-18,ACH D- THIRD WAVE COFFEE-475484,-321.57
2024-08-18,UPI-INDANE GAS-612176953@ybl,-672.78
2024-08-19,STARBUCKS NOIDA,-496.47
2024-08-20,ACH D- AMAZON-938905,-1752.20
2024-08-20,ACH D- BLUSMART-634341,-248.59
2024-08-20,BLUSMART *01177,-171.42
2024-08-20,BLUSMART *72259,-154.77
2024-08-20,BLUSMART 169087,-260.36
2024-08-20,BLUSMART PUNE,-166.82
2024-08-20,CAFE COFFEE DAY BANGALORE,-700.89
2024-08-20,POS 3778XXXXXX4891 PUNJABI DHABA PUNE,-348.84
2024-08-20,POS 8865XXXXXX3725 BLUSMART GURGAON,-198.37
2024-08-20,THIRD WAVE COFFEE *95917,-521.92
2024-08-21,CLIENT PAYMENT NEFT MUMBAI,17797.29
2024-08-21,POS 4411XXXXXX4732 BHARAT GAS DELHI,-1014.51
2024-08-21,UPI-IRCTC-251330090@axl,-230.70
2024-08-23,PIZZA HUT BANGALORE,-237.61
2024-08-23,UPI-BLUE TOKAI-112918812@axl,-623.79
2024-08-24,INDIAN OIL PETROL PUNE,-210.64
2024-08-24,SWIGGY INSTAMART 316045,-1604.89
2024-08-26,PIZZA HUT *40386,-312.90
2024-08-26,UPI-CULT FIT-539641695576@ybl,-931.80
2024-08-27,SOCIETY MAINTENANCE *22017,-10956.08
2024-08-27,UPI-SPOTIFY-653567724@icici,-523.07
2024-08-27,WESTSIDE PUNE,-2639.15
2024-08-28,POS 8503XXXXXX3062 GUPTA PROVISION STORE HYDERABAD,-649.05
2024-08-29,AMAZON NOIDA,-2219.99
2024-08-29,UPI/167574599768/BIGBASKET/okhdfc,-625.33
2024-08-30,ACH D- SWIGGY-998616,-166.00
2024-09-01,UNACADEMY CHENNAI,-3709.77
2024-09-01,UPI-ADANI ELECTRICITY-810780723248@icici,-1044.85
2024-09-02,CLIENT PAYMENT NEFT GURGAON,27367.08
2024-09-03,ACH D- INDIAN OIL PETROL-141277,-171.20
2024-09-03,STARBUC 875208,-379.68
2024-09-04,UPI-AMAZON PRIME-855344228484@axl,-569.84
2024-09-05,POS 9824XXXXXX4579 CAFE COFFEE DAY BANGALORE,-514.63
2024-09-06,PUNJABI DHABA CHENNAI,-290.83
2024-09-07,UPI-ACT FIBERNET-902408508329@ybl,-771.84
2024-09-07,UPI-INDANE GAS-426582072@axl,-1167.21
2024-09-08,ACH D- UBER-277605,-231.46
2024-09-08,GOLDS GYM *59135,-76288.77
2024-09-08,THIRD WAVE CO 438181,-274.01
2024-09-08,UPI/114273109/AMAZON PRIME/okhdfc,-458.07
2024-09-08,UPI/346146770/BMTC BUS PASS/paytm,-215.08
2024-09-10,ACH D- PIZZA HUT-157214,-326.71
2024-09-10,UPI/549038154/CHATGPT PLUS/oksbi,-680.34
2024-09-11,CLIENT PAYMENT NEFT NOIDA,16021.07
2024-09-11,UPI-INDIAN OIL PETROL-549783854289@icici,-316.14
2024-09-12,OYO ROOMS 303953,-4252.78
2024-09-12,POS 4620XXXXXX1760 JIOMART CHENNAI,-349.81
2024-09-13,AMAZON PRIME *27122,-483.55
2024-09-13,POS 7430XXXXXX5783 DELHI METRO DELHI,-291.64
2024-09-14,ACH D- KFC-390469,-177.63
2024-09-14,ACH D- SOCIETY MAINTENANCE-583145,-9576.81
2024-09-14,MCDONALD 384524,-479.47
2024-09-14,POS 7440XXXXXX9625 MCDONALDS GURGAON,-486.23
2024-09-14,POS 8307XXXXXX5526 AMAZON PRIME CHENNAI,-1480.91
2024-09-14,POS 8835XXXXXX4801 MCDONALDS GURGAON,-375.60
2024-09-14,UPI/582272735051/MCDONALDS/ybl,-477.25
2024-09-14,UPI/585296113/MCDONALDS/okhdfc,-481.81
2024-09-14,UPI/779536043839/MCDONALDS/oksbi,-609.30
2024-09-14,UPI/976871225025/MCDONALDS/oksbi,-573.26
2024-09-16,THIRD WAVE COFFEE NOIDA,-516.55
2024-09-17,ACH D- GUPTA PROVISION STORE-143269,-576.44
2024-09-17,ACH D- H&M-500682,-2030.40
2024-09-17,UPI/396730118633/THIRD WAVE COFFEE/okhdfc,-377.16
2024-09-18,POS 1315XXXXXX4767 YOUTUBE PREMIUM PUNE,-1160.24
