date,description,amount
2024-02-28,CAFE COFFEE  105989,-150.01
2024-03-01,BIG BA 362159,-273.77
2024-03-01,CAFE COFFEE DAY *25107,-378.16
2024-03-01,UPI-BHARAT PETROLEUM-930772037200@axl,-67.53
2024-03-04,ALLOWANCE FROM PARENTS MUMBAI,15174.61
2024-03-04,CAFE COFFEE DAY CHENNAI,-235.75
2024-03-04,UPI-MCDONALDS-070117492187@icici,-150.35
2024-03-04,UPI/381740986/DREAM11/okhdfc,-344.27
2024-03-05,UPI-SPENCERS-061013952@icici,-557.61
2024-03-05,UPI/353856020/COLLEGE FEE PAYMENT/oksbi,-1824.01
2024-03-06,ACH D- NETMEDS-755604,-671.22
2024-03-08,POS 2901XXXXXX6064 THIRD WAVE COFFEE GURGAON,-177.87
2024-03-08,UPI-HP PETROL PUMP-429183911893@icici,-169.08
2024-03-08,UPI-THIRD WAVE COFFEE-839177227@ybl,-303.60
2024-03-08,UPI-THIRD WAVE COFFEE-839177227@ybl,-303.60
2024-03-11,ACH D- PVR CINEMAS-505359,-264.89
2024-03-11,BLUSMART *86452,-108.79
2024-03-12,POS 8126XXXXXX3350 IRCTC HYDERABAD,-144.01
2024-03-13,BOX8 *78014,-349.37
2024-03-13,RAPIDO 047857,-116.53
2024-03-14,IRCTC 169921,-104.42
2024-03-14,UPI/733903349/BHARAT PETROLEUM/okhdfc,-139.44
2024-03-15,UPI-BHARAT PETROLEUM-674744693731@icici,-189.63
2024-03-16,ACH D- BESCOM-256895,-590.23
2024-03-16,UPI/575618300530/THIRD WAVE COFFEE/oksbi,-357.42
2024-03-17,AMAZON PRIME 913621,-310.08
2024-03-19,COLLEGE FEE PAYMENT *54594,-893.09
2024-03-19,POS 1385XXXXXX2526 BURGER KING GURGAON,-453.77
2024-03-19,POS 7696XXXXXX8924 DOMINOS PIZZA MUMBAI,-356.71
2024-03-19,VI RECHARG 578340,-390.85
2024-03-20,SHELL  004224,-131.07
2024-03-21,EATSURE HYDERABAD,-688.48
2024-03-24,BOX8 *68392,-178.38
2024-03-25,STARBUCKS *94494,-202.75
2024-03-26,ZOMATO DELHI,-298.39
2024-03-27,OLA CABS 647769,-72.48
2024-03-31,ACH D- YOUTUBE PREMIUM-117897,-65.62
2024-03-31,UPI-SPENCERS-587572040@ybl,-365.48
2024-04-01,MUMBAI LOCAL PASS *89553,-147.85
2024-04-01,POS 5116XXXXXX3229 CAFE COFFEE DAY NOIDA,-290.15
2024-04-01,UPI-RELIANCE FRESH-789210525531@icici,-899.22
2024-04-03,ALLOWANCE FROM PARENTS MUMBAI,15517.75
2024-04-03,MILK DAIRY BOOTH GURGAON,-825.23
2024-04-05,SONYLIV 272571,-364.80
2024-04-05,UPI-GOOGLE ONE-116787824@ybl,-142.81
2024-04-06,UPI-BHARAT PETROLEUM-726920048@ybl,-140.35
2024-04-07,EATSURE CHENNAI,-733.94
2024-04-07,HALDIRAMS *04297,-208.90
2024-04-09,RELIANCE FRESH *23851,-212.39
2024-04-10,UPI-JIO PREPAID-608686650783@icici,-585.16
2024-04-11,UPI/106916663/RAPIDO/oksbi,-159.03
2024-04-12,UPI-BHARAT PETROLEUM-967393264@ybl,-180.52
2024-04-13,ACH D- H&M-917696,-907.62
2024-04-14,UPI-DREAM11-605246416@ybl,-369.33
2024-04-15,UPI-IRCTC-462309907661@ybl,-113.61
2024-04-17,BLUE T 363668,-525.69
2024-04-19,ACH D- TATA POWER-569804,-371.52
2024-04-19,RAPIDO HYDERABAD,-223.12
2024-04-20,EATSURE *10036,-216.89
2024-04-20,PUNJABI DHABA *70753,-197.01
2024-04-20,UPI/730297462/SAGAR RATNA/ybl,-274.01
2024-04-20,ZOMATO *35516,-150.60
2024-04-21,POS 1022XXXXXX2203 COMEDY CLUB TICKETS PUNE,-191.17
2024-04-25,GOLDS GYM *54357,-290.79
2024-04-25,VIJAY SALES MUMBAI,-1028.43
2024-04-27,BOX8 *39653,-286.23
2024-04-27,POS 2980XXXXXX1005 BOOKS PUBLISHER CHENNAI,-2443.05
2024-04-27,PUNJABI DHABA GURGAON,-204.12
2024-04-27,VIJAY SALES NOIDA,-77810.87
2024-04-28,ACH D- HP PETROL PUMP-702580,-168.97
2024-04-28,INOX MUMBAI,-460.99
2024-05-01,UPI/252378526569/SHELL FUEL/oksbi,-82.70
2024-05-02,UPI-DMART-731687911@axl,-249.13
2024-05-04,ALLOWANCE FROM PARENTS MUMBAI,14807.24
2024-05-04,PAYTM INSIDER *68469,-165.65
2024-05-04,POS 4384XXXXXX9109 FRESH VEGETABLES MART NOIDA,-388.36
2024-05-08,UPI-COMEDY CLUB TICKETS-540144817062@icici,-288.82
2024-05-10,FRESH VEGETABLES MART MUMBAI,-373.28
2024-05-10,HALDIRAMS 621376,-249.01
2024-05-10,POS 1353XXXXXX7168 INDIAN OIL PETROL HYDERABAD,-62.43
2024-05-10,UPI-UBER-699224685@ybl,-92.74
2024-05-11,UPI/536916670863/BURGER KING/ybl,-234.42
2024-05-12,BMTC BUS PASS NOIDA,-111.68
2024-05-12,HALDIR 412768,-199.46
2024-05-13,UPI/973115839078/CAFE COFFEE DAY/okhdfc,-447.44
2024-05-14,ACH D- SAGAR RATNA-147053,-250.43
2024-05-14,BWSSB WAT 434205,-426.15
2024-05-14,PIZZA HUT *71175,-436.93
2024-05-16,STARBU 041701,-198.74
2024-05-16,UPI-APOLLO PHARMACY-969345810011@axl,-248.89
2024-05-17,POS 4120XXXXXX1308 INDIAN OIL PETROL BANGALORE,-111.29
2024-05-17,SONYLIV PUNE,-460.59
2024-05-18,HALDIRAMS *12567,-309.87
2024-05-18,UPI-BHARAT GAS-226433838051@axl,-569.16
2024-05-19,ACH D- BOX8-258167,-180.94
2024-05-20,UPI-ZOMATO-706671369@axl,-354.32
2024-05-21,GOLDS GYM GURGAON,-567.74
2024-05-21,PIZZA HUT 964726,-195.88
2024-05-21,POS 4879XXXXXX4382 BHARAT GAS CHENNAI,-817.48
2024-05-23,UPI-NAMMA METRO-927600099012@axl,-157.12
2024-05-24,MUMBAI  889874,-173.09
2024-05-25,IRCTC *10973,-224.97
2024-05-25,UPI-HALDIRAMS-667304356727@ybl,-185.50
2024-05-26,ACH D- SHARMA KIRANA-997310,-272.43
2024-05-26,POS 8821XXXXXX4242 SHARMA KIRANA GURGAON,-312.61
2024-05-26,SHARMA KIRANA *99927,-372.94
2024-05-26,UPI-SHARMA KIRANA-009306675710@ybl,-491.70
2024-05-26,UPI-SHARMA KIRANA-333200158115@ybl,-228.35
2024-05-26,UPI/267711967611/SHARMA KIRANA/okhdfc,-257.73
2024-05-26,UPI/830555415491/SHARMA KIRANA/ybl,-506.35
2024-05-27,POS 8364XXXXXX7803 IRCTC MUMBAI,-139.17
2024-05-28,ACH D- BIGBASKET-217774,-477.84
2024-05-28,BMTC BUS PASS BANGALORE,-162.15
2024-05-28,EXAM FEE NTA *26778,-1850.03
2024-05-28,H&M 268067,-804.66
2024-05-29,POS 9604XXXXXX4067 CAFE COFFEE DAY CHENNAI,-160.21
2024-05-30,POS 6832XXXXXX8971 SPOTIFY MUMBAI,-133.45
2024-05-30,UPI/512972179/DOMINOS PIZZA/ybl,-387.22
2024-05-31,UPI-INDIAN OIL PETROL-740173741@axl,-192.39
2024-06-01,ALLOWANCE FROM PARENTS MUMBAI,14937.13
2024-06-01,EATSURE *69235,-287.08
2024-06-01,STEAM GAMES CHENNAI,-218.75
2024-06-02,ACH D- SHELL FUEL-774094,-188.85
2024-06-02,MILK DAIR 385213,-845.64
2024-06-02,POS 6397XXXXXX3603 VIJAY SALES CHENNAI,-601.75
2024-06-03,UPI-DMART-437945717626@axl,-274.04
2024-06-04,NETFLIX PUNE,-295.76
2024-06-04,UPI/615237057/RELIANCE FRESH/oksbi,-6205.01
2024-06-06,BLUE TOKAI CHENNAI,-121.37
2024-06-08,CAFE COFFEE DAY PUNE,-270.09
2024-06-08,UPI/658047994/RAPIDO/okhdfc,-107.86
2024-06-10,GOOGLE ONE BANGALORE,-87.06
2024-06-10,UPI/960148613393/HOTSTAR/oksbi,-203.72
2024-06-11,UPI-BLUE TOKAI-812353330941@icici,-192.71
2024-06-12,UPI-BLUE TOKAI-951914428@axl,-287.98
2024-06-13,UPI-THIRD WAVE COFFEE-494707274636@axl,-248.57
2024-06-14,HP PETRO 604451,-58.74
2024-06-14,OLA CABS GURGAON,-142.67
2024-06-15,UPI-PVR CINEMAS-249200565694@ybl,-349.98
2024-06-15,UPI-PVR CINEMAS-249200565694@ybl,-349.98
2024-06-16,BLUE TOKAI GURGAON,-423.93
2024-06-16,DOMINOS  889209,-327.93
2024-06-17,ACH D- BLUE TOKAI-632370,-239.73
2024-06-17,UPI-STARBUCKS-836268354@icici,-311.73
2024-06-18,BIG BAZAA 477039,-629.56
2024-06-18,SHELL FU 203175,-190.50
2024-06-20,POS 1511XXXXXX2610 MUMBAI LOCAL PASS BANGALORE,-190.47
2024-06-21,UPI/634554868/GOLDS GYM/okhdfc,-506.30
2024-06-23,UPI/015415541953/DELHI METRO/ybl,-128.93
2024-06-24,POS 8852XXXXXX1009 UBER NOIDA,-118.37
2024-06-24,UPI-CULT FIT-738167559@icici,-351.18
2024-06-24,UPI/740431591/BSES RAJDHANI/paytm,-904.06
2024-06-25,ACH D- SHELL FUEL-243963,-228.00
2024-06-28,CAFE COFFEE DAY *70470,-312.02
2024-06-28,TATA POWER *87433,-421.80
2024-06-29,ACH D- STARBUCKS-600136,-124.26
2024-06-29,POS 8617XXXXXX5227 EATSURE NOIDA,-169.43
2024-06-30,EATSURE *48173,-243.34
2024-07-02,ICLOUD 212490,-282.03
2024-07-02,POS 9231XXXXXX8567 PUNJABI DHABA CHENNAI,-391.70
2024-07-04,ALLOWANCE FROM PARENTS HYDERABAD,15500.38
2024-07-05,PVR CINEMAS *33967,-454.35
2024-07-05,SHELL FUEL *31542,-66.65
2024-07-05,UPI-UBER-714646280@axl,-265.84
2024-07-05,UPI/654576478402/NAMMA METRO/ybl,-179.20
2024-07-07,BURGER KING *68166,-419.62
2024-07-08,UPI-APOLLO PHARMACY-926724911@ybl,-312.74
2024-07-09,OLA CABS PUNE,-272.85
2024-07-11,UPI-EATSURE-567915895@axl,-176.79
2024-07-12,RELIANCE FRESH *16658,-452.43
2024-07-14,HALDIRAMS *80653,-390.85
2024-07-15,POS 4167XXXXXX3734 DOMINOS PIZZA CHENNAI,-336.99
2024-07-16,BURGER KING *53201,-268.45
2024-07-16,PUNJABI DHA 830853,-253.99
2024-07-17,UPI/909659277/NAMMA METRO/paytm,-189.97
2024-07-19,MUMBAI LO 023190,-226.99
2024-07-19,UPI-UBER-458156168@ybl,-86.66
2024-07-19,UPI/779976293/MICROSOFT 365/oksbi,-328.60
2024-07-20,UPI-HALDIRAMS-582623371889@axl,-307.75
2024-07-21,ACH D- BMTC BUS PASS-706287,-101.61
2024-07-21,POS 1895XXXXXX1501 PUNJABI DHABA MUMBAI,-406.97
2024-07-22,CULT FIT NOIDA,-591.48
2024-07-24,UPI-DREAM11-863649119376@ybl,-430.92
2024-07-25,MILK DAIRY BOOTH MUMBAI,-311.67
2024-07-28,POS 4216XXXXXX3444 BLUSMART MUMBAI,-166.14
2024-07-28,UPI/758197286499/UBER/okhdfc,-52.16
2024-07-31,FRESH VEGETABLES MART *66764,-894.36
2024-08-01,UPI-SWIGGY-271936415561@icici,-168.30
2024-08-02,POS 6607XXXXXX1578 THIRD WAVE COFFEE DELHI,-395.71
2024-08-03,ALLOWANCE FROM PARENTS BANGALORE,15496.32
2024-08-04,MUMBAI LOC 189511,-97.71
2024-08-04,POS 4536XXXXXX8391 FLIPKART HYDERABAD,-1814.14
2024-08-05,UPI-OLA CABS-223277154@axl,-105.75
2024-08-06,POS 5887XXXXXX5708 RAPIDO NOIDA,-103.04
2024-08-08,POS 3655XXXXXX6427 CAFE COFFEE DAY DELHI,-644.92
2024-08-10,POS 2282XXXXXX4539 RAPIDO NOIDA,-122.67
2024-08-14,UPI-SPOTIFY-985966159876@axl,-106.70
2024-08-15,POS 8919XXXXXX4248 EATSURE PUNE,-133.20
2024-08-15,UPI/123736389/DOMINOS PIZZA/ybl,-167.41
2024-08-16,EATSURE CHENNAI,-451.87
2024-08-16,POS 2460XXXXXX6876 COLLEGE FEE PAYMENT MUMBAI,-2369.35
2024-08-16,UPI/037228847/PIZZA HUT/paytm,-260.98
2024-08-17,INOX 692159,-397.35
2024-08-18,ACH D- COLLEGE FEE PAYMENT-893672,-1092.40
2024-08-19,DREAM11 192589,-435.87
2024-08-20,POS 2357XXXXXX5994 GOOGLE ONE CHENNAI,-367.94
2024-08-22,ACH D- THIRD WAVE COFFEE-272739,-332.52
2024-08-22,ZEPTO *94849,-460.92
2024-08-23,ACH D- GUPTA PROVISION STORE-312044,-307.54
2024-08-23,UPI/382271150779/CAFE COFFEE DAY/okhdfc,-159.84
2024-08-23,UPI/955235258105/SHELL FUEL/ybl,-119.61
2024-08-24,BIG BAZAAR *53910,-199.98
2024-08-24,BLUSMART CHENNAI,-148.84
2024-08-25,BURGER KING CHENNAI,-395.63
2024-08-25,POS 5463XXXXXX2053 OLA CABS CHENNAI,-150.64
2024-08-25,UPI/514020921170/CULT FIT/okhdfc,-256.19
2024-08-28,ACH D- BURGER KING-264544,-299.55
2024-08-28,NAMMA M 869495,-118.79
2024-08-28,STEAM GAMES MUMBAI,-292.57
2024-08-29,ACH D- SONYLIV-458862,-223.54
2024-08-29,UPI-ACT FIBERNET-275508550@axl,-891.89
2024-08-29,UPI-DOMINOS PIZZA-345897066727@icici,-784.09
2024-08-29,UPI-HALDIRAMS-698962905223@ybl,-164.73
2024-08-31,DOMINOS PIZZA *03536,-175.21
2024-08-31,EATSURE NOIDA,-431.41
2024-09-01,ACH D- AIRTEL POSTPAID-262809,-341.73
2024-09-02,ALLOWANCE FROM PARENTS DELHI,15239.02
2024-09-02,SAGAR RATNA NOIDA,-246.41
2024-09-02,UPI/391411490286/HALDIRAMS/paytm,-397.57
2024-09-03,UPI-BLUE TOKAI-559621270@ybl,-171.59
2024-09-04,BLUE TOKAI NOIDA,-318.23
2024-09-04,H&M NOIDA,-1211.97
2024-09-04,POS 6718XXXXXX6594 GUPTA PROVISION STORE HYDERABAD,-242.15
2024-09-07,ACH D- NETFLIX-273656,-215.06
2024-09-07,ACH D- UBER-483810,-231.88
2024-09-10,UPI-PLAYSTATION STORE-889737130282@ybl,-722.57
2024-09-10,UPI/349920653/PAYTM INSIDER/okhdfc,-477.56
2024-09-11,DOMINOS PIZZA BANGALORE,-402.92
2024-09-12,ACH D- GUPTA PROVISION STORE-966885,-344.37
2024-09-12,GOOGLE  383306,-610.92
2024-09-12,HP PETRO 433766,-120.55
2024-09-12,UPI/334487875/HALDIRAMS/ybl,-319.33
2024-09-13,POS 2652XXXXXX2300 RAPIDO DELHI,-150.14
2024-09-13,RAPIDO 673535,-86.83
2024-09-13,UPI/797201294/ZEPTO/oksbi,-534.28
2024-09-15,ZOMATO *13882,-607.84
2024-09-16,UPI/704704813/BURGER KING/paytm,-200.14
2024-09-17,ACH D- MUMBAI LOCAL PASS-305486,-139.88
2024-09-19,BLUE TOKAI MUMBAI,-362.02
2024-09-19,POS 4112XXXXXX5090 FRESH VEGETABLES MART DELHI,-495.03
2024-09-21,OLA CABS *32325,-188.86
2024-09-22,EATSURE *74853,-167.40
2024-09-22,INDIAN OIL PETROL NOIDA,-229.21
2024-09-25,BMTC BUS PASS *12365,-94.43
2024-09-25,UPI/499371755/PUNJABI DHABA/ybl,-265.94
2024-09-26,ACH D- BLUE TOKAI-183558,-252.46
2024-09-26,ACH D- PANTALOONS-538360,-36925.95
2024-09-29,MILK DAIRY BOOTH GURGAON,-810.81
2024-09-30,MUMBAI LOCA 819029,-126.30
2024-10-01,ALLOWANCE FROM PARENTS CHENNAI,15526.92
2024-10-01,PLAYSTATION STORE *78687,-382.50
2024-10-03,UPI-IRCTC-309035723061@axl,-160.30
2024-10-04,ACH D- INDIAN OIL PETROL-336111,-117.82
2024-10-05,UPI-KFC-898422133@ybl,-497.25
2024-10-06,UPI/862153887/SPENCERS/oksbi,-316.13
2024-10-06,VIJAY SALES *33880,-1388.65
2024-10-07,POS 1583XXXXXX6102 CAFE COFFEE DAY HYDERABAD,-134.41
2024-10-08,CAFE CO 925882,-245.14
2024-10-10,DELHI METRO CHENNAI,-160.87
2024-10-10,POS 9733XXXXXX7838 BIGBASKET BANGALORE,-1060.41
2024-10-11,CAFE COFFE 480873,-249.82
2024-10-11,CLEARTRIP *89279,-42302.39
2024-10-12,ACH D- STEAM GAMES-241437,-306.35
2024-10-12,UPI/189097107/COURSERA/okhdfc,-2163.43
2024-10-13,UPI/826240090063/IRCTC/paytm,-372.66
2024-10-14,ACH D- HALDIRAMS-944275,-239.49
2024-10-17,UPI-MUMBAI LOCAL PASS-403389831@axl,-138.55
2024-10-19,MILK DAIRY BO 360975,-360.77
2024-10-19,UPI-BLUE TOKAI-282448607808@axl,-202.05
2024-10-19,UPI/574236607/SWIGGY INSTAMART/okhdfc,-206.22
2024-10-20,POS 6866XXXXXX2354 INDIAN OIL PETROL NOIDA,-106.73
2024-10-21,INDANE GAS *56388,-489.34
2024-10-22,ACH D- BURGER KING-109618,-155.57
2024-10-22,ACH D- MILK DAIRY BOOTH-843042,-249.23
2024-10-22,AIRTEL P 353570,-352.05
2024-10-23,PUNJABI DHA 402745,-295.32
2024-10-23,UPI-AIRTEL POSTPAID-042763228@icici,-741.98
2024-10-23,UPI-AIRTEL POSTPAID-042763228@icici,-741.98
2024-10-24,GOLDS GYM 016390,-97.92
2024-10-24,SHELL FUE 763942,-106.57
2024-10-26,COMEDY CLUB TICKETS PUNE,-463.11
2024-10-26,EATSUR 231034,-2225.97
2024-10-26,MUMBAI LOCAL PASS PUNE,-86.99
2024-10-26,UPI/325742333/UBER/okhdfc,-244.98
2024-10-27,BYJUS 577370,-1377.27
2024-10-29,PIZZA HUT *29637,-255.84
2024-10-30,DOMINOS 977995,-152.98
2024-10-31,BLUSMART *92077,-177.24
2024-10-31,POS 7284XXXXXX3441 DOMINOS PIZZA CHENNAI,-229.96
2024-11-01,EATSURE *03279,-224.56
2024-11-01,UPI/343366221993/OLA CABS/okhdfc,-156.72
2024-11-02,CROMA 388440,-2019.38
2024-11-03,UPI-BHARAT PETROLEUM-825978078@axl,-159.27
2024-11-04,ALLOWANCE FROM PARENTS GURGAON,15234.07
2024-11-04,UPI-STEAM GAMES-470832872823@ybl,-199.97
2024-11-05,UPI-MUMBAI LOCAL PASS-732009939887@ybl,-118.40
2024-11-06,ACH D- PUNJABI DHABA-892424,-266.35
2024-11-06,ACH D- PUNJABI DHABA-892424,-266.35
2024-11-06,OLA CABS 677138,-123.95
2024-11-06,SONYLIV 335020,-114.16
2024-11-07,POS 2651XXXXXX5462 AMAZON PRIME CHENNAI,-212.79
2024-11-11,MEDPLUS HYDERABAD,-293.53
2024-11-12,POS 5368XXXXXX5877 STARBUCKS DELHI,-104.28
2024-11-12,POS 5368XXXXXX5877 STARBUCKS DELHI,-104.28
2024-11-13,CAFE COFFEE DA 264935,-288.63
2024-11-15,UPI-HP PETROL PUMP-508086320@ybl,-128.74
2024-11-17,STEAM GAMES *22060,-293.94
2024-11-18,DREAM11 *94304,-363.54
2024-11-18,UPI-BOX8-131415522180@icici,-177.11
2024-11-19,POS 7512XXXXXX6801 OLA CABS DELHI,-233.93
2024-11-19,UPI/888220380263/BOX8/paytm,-223.72
2024-11-19,ZEPTO 605783,-658.38
2024-11-22,POS 9685XXXXXX9426 RAPIDO NOIDA,-277.51
2024-11-24,ACH D- SHELL FUEL-333024,-96.73
2024-11-25,BOX8 853399,-274.72
2024-11-27,ACH D- BOX8-554147,-596.91
2024-11-27,UPI-MUMBAI LOCAL PASS-540103420817@icici,-294.54
2024-11-27,UPI-PUNJABI DHABA-829220807@icici,-411.90
2024-11-28,POS 8658XXXXXX7363 EXAM FEE NTA BANGALORE,-1339.88
2024-11-28,UPI-BOX8-871520594671@axl,-201.93
2024-11-28,UPI/139029690/BMTC BUS PASS/ybl,-155.42
2024-11-30,ACH D- BURGER KING-607702,-163.26
2024-11-30,POS 8770XXXXXX8905 EATSURE MUMBAI,-221.74
2024-11-30,UPI/581597423133/ZOMATO/ybl,-272.06
2024-12-01,ALLOWANCE FROM PARENTS PUNE,15830.80
2024-12-01,POS 6824XXXXXX2116 H&M CHENNAI,-830.66
2024-12-02,COMEDY C 513126,-428.96
2024-12-02,UPI-BURGER KING-176239163@icici,-275.33
2024-12-02,ZEPTO 292245,-512.50
2024-12-04,PUNJABI DHABA BANGALORE,-466.28
2024-12-05,PAYTM INSIDER DELHI,-403.53
2024-12-06,POS 9740XXXXXX7011 PAYTM INSIDER DELHI,-413.73
2024-12-06,UPI/372912894/BOX8/ybl,-435.42
2024-12-07,UPI-BOX8-288814332@axl,-145.02
2024-12-07,WESTSIDE CHENNAI,-2051.64
2024-12-08,INDANE GAS DELHI,-193.63
2024-12-09,ACH D- IRCTC-723056,-138.51
2024-12-10,POS 5779XXXXXX2311 INDIAN OIL PETROL HYDERABAD,-114.99
2024-12-12,UPI-RAPIDO-203223226594@icici,-319.39
2024-12-13,POS 4325XXXXXX3671 DMART MUMBAI,-392.78
2024-12-13,POS 7916XXXXXX4246 OLA CABS HYDERABAD,-256.14
2024-12-14,ACH D- CAFE COFFEE DAY-984412,-193.84
2024-12-15,MUMBAI LOCAL PASS HYDERABAD,-259.54
2024-12-16,UPI-NAMMA METRO-188545575@ybl,-148.31
2024-12-16,UPI/206476397/SAGAR RATNA/ybl,-220.75
2024-12-17,IRCTC *92717,-129.34
2024-12-17,POS 3234XXXXXX6457 BOOKS PUBLISHER DELHI,-1362.05
2024-12-18,POS 4500XXXXXX1377 UBER BANGALORE,-254.43
2024-12-18,SPOTIFY GURGAON,-224.80
2024-12-18,UPI-EATSURE-253542681@icici,-245.61
2024-12-19,DOMINOS PIZZA CHENNAI,-269.50
2024-12-20,UPI-HP PETROL PUMP-697676118@ybl,-211.52
2024-12-21,ACH D- SWIGGY-453265,-329.31
2024-12-21,UPI/351613522786/GOOGLE ONE/paytm,-161.89
2024-12-22,HP PETROL PUM 541883,-171.04
2024-12-23,BMTC BUS P 975809,-161.83
2024-12-24,BMTC BUS PASS *59600,-168.42
2024-12-25,UPI-RAPIDO-215624483@axl,-189.38
2024-12-28,POS 9041XXXXXX7349 PVR CINEMAS HYDERABAD,-671.41
2024-12-29,UPI/201540662190/EATSURE/paytm,-289.15
2024-12-30,MILK DAIRY  427925,-498.44
2024-12-30,UPI-BOX8-480444637554@ybl,-327.04
2025-01-01,ACH D- GUPTA PROVISION STORE-304041,-372.01
2025-01-01,CAFE COFFEE DAY *22959,-203.77
2025-01-02,HP PETROL PUMP HYDERABAD,-100.66
2025-01-02,HP PETROL PUMP PUNE,-81.78
2025-01-04,ACH D- BLUSMART-852351,-207.05
2025-01-04,ALLOWANCE FROM PARENTS MUMBAI,15269.75
2025-01-04,UPI-BLUSMART-905279177010@ybl,-357.80
2025-01-05,UPI-BLINKIT-101579339273@ybl,-670.79
2025-01-05,UPI-RELIANCE FRESH-126744230393@axl,-464.94
2025-01-05,UPI-RELIANCE FRESH-126744230393@axl,-464.94
2025-01-05,UPI/630856858448/CHATGPT PLUS/ybl,-104.62
2025-01-06,BLUSMART NOIDA,-237.25
2025-01-06,UNACAD 857065,-1265.02
