date,description,amount
2024-01-29,PAYTM INSIDER *65881,-1645.76
2024-01-30,POS 2640XXXXXX6107 BESCOM NOIDA,-1368.16
2024-01-30,UPI-AIRBNB-887516169@axl,-16216.89
2024-01-30,UPI-RAPIDO-527299009428@icici,-288.07
2024-01-31,ACH D- OLA CABS-807148,-274.67
2024-02-02,ACH D- STARBUCKS-928522,-1748.96
2024-02-02,EATSURE 878668,-1655.31
2024-02-02,POS 7275XXXXXX6395 MORE SUPERMARKET BANGALORE,-2237.19
2024-02-03,HOTSTAR 515337,-480.56
2024-02-04,ACT FIBERNE 750305,-2436.38
2024-02-04,CROMA HYDERABAD,-6143.62
2024-02-04,ICLOUD 662658,-430.16
2024-02-04,SALARY CREDIT GURGAON,179901.30
2024-02-05,PVR CINEM 090341,-1585.80
2024-02-05,UPI/477819100/EATSURE/okhdfc,-552.32
2024-02-06,PANTALOON 932081,-5020.42
2024-02-07,ACH D- PLAYSTATION STORE-690829,-6501.12
2024-02-07,BARBEQUE NATION *52294,-1512.20
2024-02-09,POS 6277XXXXXX6878 UBER DELHI,-710.63
2024-02-10,BURGER KI 975836,-1724.98
2024-02-10,BURGER KING *15851,-2289.41
2024-02-10,BURGER KING *22334,-2151.57
2024-02-10,BURGER KING *43085,-2180.69
2024-02-10,POS 3173XXXXXX6557 BURGER KING DELHI,-1717.37
2024-02-10,POS 5593XXXXXX2345 CHATGPT PLUS DELHI,-420.50
2024-02-10,UPI-BURGER KING-409943967@icici,-1796.58
2024-02-11,ACH D- PAYTM INSIDER-679136,-2794.36
2024-02-11,ACH D- PIZZA HUT-303493,-1879.03
2024-02-11,ACH D- RAPIDO-789642,-561.05
2024-02-11,POS 4090XXXXXX3502 BURGER KING MUMBAI,-2250.70
2024-02-11,UBER 208412,-674.39
2024-02-11,UPI/444477571887/DOMINOS PIZZA/paytm,-1398.16
2024-02-12,BURGER KING MUMBAI,-969.00
2024-02-12,NAMMA METRO BANGALORE,-825.24
2024-02-12,UPI/973962481315/PUNJABI DHABA/paytm,-801.18
2024-02-13,ACH D- VI RECHARGE-874734,-2537.51
2024-02-13,EATSURE NOIDA,-595.89
2024-02-13,UPI/807268259/CHAAYOS/oksbi,-958.80
2024-02-15,OLA CABS 954276,-469.07
2024-02-15,POS 7069XXXXXX2915 GOOGLE ONE BANGALORE,-1059.71
2024-02-16,FRESH  144078,-1955.20
2024-02-17,POS 6990XXXXXX1680 SAGAR RATNA GURGAON,-1312.11
2024-02-18,ACH D- IRCTC-642100,-586.27
2024-02-18,SAGAR RATNA *88070,-1995.97
2024-02-18,SAGAR RATNA *88070,-1995.97
2024-02-19,ACH D- MYNTRA-834255,-3541.64
2024-02-20,ACH D- BOOKMYSHOW-336737,-2301.84
2024-02-20,MUMBAI LOCAL PASS *36501,-646.27
2024-02-20,POS 3389XXXXXX7970 BHARAT GAS GURGAON,-1365.85
2024-02-21,HOTSTA 135697,-597.49
2024-02-21,POS 2439XXXXXX2040 PUNJABI DHABA NOIDA,-1008.03
2024-02-22,POS 2439XXXXXX2040 PUNJABI DHABA NOIDA,-1008.03
2024-02-22,UPI-H&M-508125052746@axl,-9519.77
2024-02-22,UPI/881015843/JIO PREPAID/ybl,-3167.31
2024-02-23,CHAAYOS CHENNAI,-1368.50
2024-02-23,UPI/687101172/URBAN COMPANY/paytm,-65014.81
2024-02-24,ACH D- RELIANCE FRESH-407031,-1758.83
2024-02-24,AIRTEL POSTPAID 344440,-1227.11
2024-02-24,BHARAT PETROLEUM 152516,-520.67
2024-02-24,UPI/603698353/PVR CINEMAS/ybl,-2451.64
2024-02-25,UPI/629674973709/RAPIDO/okhdfc,-336.93
2024-02-26,ACH D- HOTSTAR-325267,-570.68
2024-02-26,HP PETROL PU 250457,-434.85
2024-02-26,UPI/691952098/INDIGO AIRLINES/okhdfc,-20699.11
2024-02-27,ACH D- BURGER KING-957489,-1136.07
2024-02-27,UPI/124955464/IRCTC/oksbi,-616.21
2024-02-28,BIGBASKET HYDERABAD,-1219.29
2024-02-28,UPI-HALDIRAMS-672363891229@ybl,-2026.56
2024-02-29,POS 1095XXXXXX2738 SHELL FUEL GURGAON,-447.25
2024-02-29,STARBUCK 264618,-743.94
2024-03-01,H&M BANGALORE,-2901.89
2024-03-01,SALARY CREDIT MUMBAI,184056.42
2024-03-01,UPI-CHAAYOS-015035732572@ybl,-1002.29
2024-03-02,AIRTEL POSTPAID HYDERABAD,-843.04
2024-03-02,BMTC B 972061,-770.41
2024-03-02,SHELL FUEL *52359,-377.58
2024-03-02,UPI-RAPIDO-505630118@icici,-467.57
2024-03-02,VIJAY S 173148,-4873.85
2024-03-03,UPI-BHARAT GAS-610427865217@axl,-2417.39
2024-03-03,UPI/175543145/ADANI ELECTRICITY/paytm,-2312.98
2024-03-04,UBER 905335,-1606.93
2024-03-04,UPI-OLA CABS-640296211064@icici,-700.08
2024-03-05,BOX8 603411,-1287.61
2024-03-05,UPI/733681428/DOMINOS PIZZA/oksbi,-1036.07
2024-03-06,WESTSIDE MUMBAI,-1851.50
2024-03-07,ACH D- THIRD WAVE COFFEE-281456,-1092.10
2024-03-07,MUMBAI LOCAL PASS HYDERABAD,-797.57
2024-03-07,UPI/428244721939/PIZZA HUT/paytm,-1490.34
2024-03-09,POS 8918XXXXXX1920 HOTSTAR DELHI,-774.37
2024-03-09,UPI/462212084/PUNJABI DHABA/paytm,-2359.62
2024-03-11,POS 5685XXXXXX5213 PRACTO CONSULT CHENNAI,-1367.49
2024-03-11,UPI/997546975037/PAYTM INSIDER/ybl,-1040.95
2024-03-12,COMEDY CLUB TICKETS *59076,-2082.47
2024-03-12,COMEDY CLUB TICKETS *80984,-1771.44
2024-03-12,UPI/309357713/CHAAYOS/ybl,-1601.92
2024-03-12,ZOMATO 398746,-254.22
2024-03-13,BURGER KING *66213,-1231.38
2024-03-13,MICROSOFT 365 GURGAON,-405.11
2024-03-13,UPI-BLUE TOKAI-876309057385@axl,-1238.29
2024-03-14,POS 8734XXXXXX1000 ZOMATO DELHI,-1460.64
2024-03-15,EATSURE *12981,-894.92
2024-03-16,ACH D- COMEDY CLUB TICKETS-602490,-3904.60
2024-03-16,BESCOM *99032,-2892.75
2024-03-16,UPI-EATSURE-689557842@icici,-827.96
2024-03-16,UPI/672309646/COMEDY CLUB TICKETS/oksbi,-1809.11
2024-03-17,UPI/441220573120/WESTSIDE/ybl,-1809.41
2024-03-18,POS 1033XXXXXX5226 DREAM11 HYDERABAD,-2415.18
2024-03-18,POS 9538XXXXXX7834 STARBUCKS CHENNAI,-614.62
2024-03-18,RAPIDO 679685,-12491.46
2024-03-19,UPI-HOTSTAR-814124603@ybl,-661.54
2024-03-20,PIZZA HU 306086,-433.29
2024-03-20,POS 4683XXXXXX7243 PIZZA HUT MUMBAI,-1991.29
2024-03-20,UPI-BHARAT PETROLEUM-224101750312@icici,-496.45
2024-03-20,UPI-GOOGLE ONE-063057779@icici,-689.19
2024-03-21,POS 3451XXXXXX2891 UBER NOIDA,-423.98
2024-03-21,UPI-STEAM GAMES-120032497281@axl,-1217.78
2024-03-22,POS 5489XXXXXX1291 BURGER KING PUNE,-665.68
2024-03-23,UPI-BESCOM-001684703@axl,-689.38
2024-03-24,HP PET 527617,-608.10
2024-03-24,IRCTC CHENNAI,-527.47
2024-03-24,UBER 084096,-493.94
2024-03-25,MICROSO 812121,-493.70
2024-03-25,POS 3210XXXXXX2931 MUMBAI LOCAL PASS GURGAON,-594.01
2024-03-26,POS 3187XXXXXX7643 MUMBAI LOCAL PASS MUMBAI,-785.23
2024-03-26,PRACTO CONSU 377151,-2001.56
2024-03-27,MILK DAIRY BOOTH *45433,-1808.06
2024-03-28,UPI-VIJAY SALES-058898347@icici,-1466.34
2024-03-30,ACH D- INDIAN OIL PETROL-620380,-544.04
2024-03-30,DOMINOS 200539,-1647.45
2024-03-30,INOX *67554,-2161.32
2024-03-30,UPI-BIG BAZAAR-351701400765@icici,-2360.63
2024-03-31,BOOKING 321643,-12362.88
2024-04-01,SALARY CREDIT MUMBAI,179837.63
2024-04-02,BLUE TOKAI 494887,-1656.09
2024-04-02,DREAM11 091015,-2830.68
2024-04-02,PIZZA HUT GURGAON,-1004.42
2024-04-02,PUNJABI DHABA MUMBAI,-1182.62
2024-04-03,ACH D- ICLOUD-426685,-683.77
2024-04-03,INOX 056745,-2389.96
2024-04-04,POS 6870XXXXXX4376 ZEPTO CHENNAI,-929.86
2024-04-04,UBER *62103,-296.21
2024-04-05,ACH D- BLUE TOKAI-654349,-1083.66
2024-04-05,UPI-OLA CABS-256138176@axl,-413.09
2024-04-05,UPI/871744146289/PVR CINEMAS/okhdfc,-24382.48
2024-04-06,POS 9718XXXXXX7820 THIRD WAVE COFFEE DELHI,-1343.87
2024-04-06,UPI/408775021/VI RECHARGE/ybl,-2400.71
2024-04-07,OLA CABS *59029,-767.32
2024-04-07,UPI-ZOMATO-134531673@axl,-741.03
2024-04-09,DOMINOS  484792,-3377.95
2024-04-09,UPI/629745253455/CHAAYOS/oksbi,-1126.01
2024-04-10,ACH D- MUMBAI LOCAL PASS-132651,-585.05
2024-04-10,INDIAN  890019,-614.36
2024-04-10,RAPIDO *78412,-761.49
2024-04-10,UPI-ICLOUD-501084767131@icici,-378.35
2024-04-12,EATSURE *44023,-2549.48
2024-04-15,ACH D- JIO PREPAID-819093,-3244.59
2024-04-15,INDANE G 595736,-4459.39
2024-04-15,JIO PREPAID BANGALORE,-2890.14
2024-04-15,UPI/298525633123/PAYTM INSIDER/paytm,-2986.60
2024-04-15,UPI/741084903630/SPOTIFY/oksbi,-456.02
2024-04-16,UPI-MILK DAIRY BOOTH-790582395@axl,-1154.21
2024-04-16,UPI/604374928/GOOGLE ONE/paytm,-725.89
2024-04-18,UPI-PHARMEASY-329601803@ybl,-1747.77
2024-04-18,UPI/729859054951/PVR CINEMAS/oksbi,-3307.35
2024-04-19,DOMINOS PIZZA *21879,-1227.03
2024-04-19,PRACTO CONSUL 352436,-3969.13
2024-04-20,ACH D- DOMINOS PIZZA-383442,-1771.23
2024-04-20,POS 1418XXXXXX9556 OLA CABS NOIDA,-365.82
2024-04-20,PUNJABI DHABA 906977,-1544.64
2024-04-20,SONYLIV *68848,-964.28
2024-04-21,BLUE TOKAI GURGAON,-923.10
2024-04-21,POS 6757XXXXXX2983 GUPTA PROVISION STORE DELHI,-1518.67
2024-04-21,ZOMATO 794663,-1930.69
2024-04-22,POS 2491XXXXXX3373 MICROSOFT 365 NOIDA,-622.76
2024-04-22,UPI/291504236/PUNJABI DHABA/ybl,-766.36
2024-04-23,POS 2499XXXXXX5588 APPLE STORE GURGAON,-4517.97
2024-04-23,UPI/271042229/NAMMA METRO/oksbi,-318.15
2024-04-23,UPI/271042229/NAMMA METRO/oksbi,-318.15
2024-04-24,ACH D- CHATGPT PLUS-116633,-1098.65
2024-04-24,ACH D- PLAYSTATION STORE-832446,-2373.80
2024-04-24,CHAAYO 091334,-983.39
2024-04-24,UPI/549957339723/HP PETROL PUMP/oksbi,-1009.88
2024-04-25,POS 4042XXXXXX2221 MUMBAI LOCAL PASS CHENNAI,-548.22
2024-04-25,UPI/546009766042/STARBUCKS/okhdfc,-411.00
2024-04-26,PUNJABI DHABA DELHI,-1085.84
2024-04-27,H&M *81238,-1586.57
2024-04-27,HP PETROL PUMP *49570,-422.20
2024-04-28,AIRBNB *03495,-20587.06
2024-04-28,UPI-MUMBAI LOCAL PASS-754974924569@ybl,-894.02
2024-04-29,MUMBAI LOCAL PASS NOIDA,-518.28
2024-04-29,UPI-URBAN COMPANY-480886433672@icici,-39739.78
2024-04-30,ACH D- BURGER KING-307887,-703.43
2024-04-30,MUMBAI LOCAL PASS NOIDA,-518.28
2024-04-30,POS 4937XXXXXX1001 PIZZA HUT GURGAON,-590.97
2024-04-30,SHELL FUEL *23339,-1061.81
2024-05-01,ACH D- PLAYSTATION STORE-562419,-1959.40
2024-05-01,ACH D- UBER-900356,-737.54
2024-05-01,INDIGO AIRLINES *74473,-55455.97
2024-05-01,SALARY CREDIT GURGAON,183979.15
2024-05-01,UPI/386176935/PLUMBER HOME SERVICE/paytm,-55593.62
2024-05-02,ICLOUD *93922,-958.20
2024-05-02,PLAYSTATION 630033,-1241.02
2024-05-02,SONYLIV MUMBAI,-827.95
2024-05-03,ACT FIBERNET *59424,-5062.55
2024-05-04,BURGER KING HYDERABAD,-683.46
2024-05-04,EATSURE HYDERABAD,-835.74
2024-05-04,UPI-JIO PREPAID-337398799@axl,-2209.42
2024-05-05,DREAM11 NOIDA,-2371.36
2024-05-05,H&M *70999,-2244.13
2024-05-05,UPI/458928378/VIJAY SALES/paytm,-3613.12
2024-05-06,HOTSTAR 449168,-241.23
2024-05-06,POS 5754XXXXXX5267 PLAYSTATION STORE HYDERABAD,-1410.08
2024-05-06,UPI-LAL PATHLABS-068170079720@axl,-3961.67
2024-05-07,ACH D- AMAZON PRIME-210373,-510.89
2024-05-07,ACH D- PAYTM INSIDER-262682,-2382.00
2024-05-07,POS 9739XXXXXX2462 ZEPTO NOIDA,-1966.24
2024-05-08,NOBROKER RENT *23013,-60331.97
2024-05-09,ACH D- RAPIDO-429918,-662.64
2024-05-09,POS 1142XXXXXX1627 HALDIRAMS NOIDA,-1109.42
2024-05-09,ZOMATO MUMBAI,-1700.68
2024-05-10,UPI-BURGER KING-580894408682@icici,-842.77
2024-05-11,ACH D- PUNJABI DHABA-654262,-2187.51
2024-05-11,SAGAR RATNA *81662,-1086.49
2024-05-12,POS 3505XXXXXX7811 PIZZA HUT MUMBAI,-1235.23
2024-05-13,ACH D- CROMA-969197,-4207.18
2024-05-13,ACH D- UBER-955600,-670.43
2024-05-13,CHAAYOS HYDERABAD,-704.61
2024-05-13,POS 9469XXXXXX9948 SPENCERS GURGAON,-1586.57
2024-05-13,UPI/890588424174/BURGER KING/ybl,-1520.38
2024-05-14,BURGER KING *26300,-1424.30
2024-05-14,UPI-UBER-274405039525@axl,-999.91
2024-05-15,POS 2727XXXXXX6296 EATSURE BANGALORE,-697.33
2024-05-15,RAPIDO 359586,-557.98
2024-05-16,ACH D- ZOMATO-609594,-894.13
2024-05-16,HALDIRAMS CHENNAI,-841.78
2024-05-16,UPI-GOOGLE ONE-846470410657@icici,-648.02
2024-05-16,UPI/068483940194/BOOKMYSHOW/paytm,-76971.71
2024-05-17,UPI/308794358/DOMINOS PIZZA/oksbi,-609.56
2024-05-18,ACH D- PIZZA HUT-712040,-708.26
2024-05-18,INDANE GAS GURGAON,-3966.67
2024-05-19,ACH D- BLUSMART-179562,-431.36
2024-05-20,UPI-CROMA-799401459064@ybl,-3069.89
2024-05-21,PAYTM INSIDER NOIDA,-1505.11
2024-05-22,POS 3687XXXXXX6849 IRCTC HYDERABAD,-480.17
2024-05-22,UPI/896671199/GOLDS GYM/ybl,-2616.01
2024-05-24,UPI-INDIAN OIL PETROL-269730314025@axl,-389.30
2024-05-25,UPI-NAMMA METRO-325153821385@axl,-510.34
2024-05-26,OLA CAB 323717,-1453.42
2024-05-27,POS 1935XXXXXX8907 BARBEQUE NATION DELHI,-881.44
2024-05-27,UPI-MICROSOFT 365-205656766940@axl,-611.80
2024-05-28,PAYTM INS 855764,-1734.04
2024-05-28,SONYLIV 526381,-732.70
2024-05-28,UPI/866843590/MUMBAI LOCAL PASS/ybl,-599.74
2024-05-29,POS 4621XXXXXX3244 BURGER KING CHENNAI,-1645.55
2024-05-30,UPI/855381502085/HP PETROL PUMP/paytm,-568.55
2024-05-31,ACH D- CLEARTRIP-929708,-87380.99
2024-05-31,ACH D- PVR CINEMAS-321096,-3300.31
2024-05-31,ACH D- SPENCERS-649429,-1837.04
2024-05-31,GOLDS G 591678,-3025.41
2024-05-31,POS 2957XXXXXX9638 INDIAN OIL PETROL BANGALORE,-590.51
2024-05-31,POS 3036XXXXXX3685 ZARA BANGALORE,-7894.37
2024-05-31,STARBUCKS *13511,-2707.04
2024-05-31,UPI-RAPIDO-382956271@axl,-746.15
2024-06-01,ACH D- CHATGPT PLUS-866077,-388.09
2024-06-01,HP PETROL PUMP PUNE,-888.55
2024-06-03,ICLOUD DELHI,-486.69
2024-06-03,POS 7197XXXXXX9111 BLUSMART NOIDA,-798.95
2024-06-03,SALARY CREDIT CHENNAI,184303.07
2024-06-03,UPI-ICLOUD-004190172@axl,-641.55
2024-06-03,UPI-ICLOUD-442158229715@ybl,-608.76
2024-06-03,UPI-ICLOUD-673987919@ybl,-457.87
2024-06-03,UPI-ICLOUD-739783149@axl,-337.68
2024-06-03,UPI/343826147012/ICLOUD/oksbi,-572.64
2024-06-04,UPI-SPENCERS-188462597@ybl,-1617.86
2024-06-05,ACH D- ICLOUD-490130,-410.98
2024-06-05,BHARAT GAS *04781,-3054.41
2024-06-05,DECATHLON DELHI,-4038.38
2024-06-06,ACH D- HALDIRAMS-580472,-2012.55
2024-06-06,GOLDS GYM *70603,-30049.42
2024-06-06,HP PETROL PUMP 129021,-701.39
2024-06-06,POS 1928XXXXXX2793 HP PETROL PUMP MUMBAI,-282.95
2024-06-06,POS 2706XXXXXX4044 HALDIRAMS DELHI,-1631.07
2024-06-06,UPI/237279699354/GOLDS GYM/ybl,-2378.52
2024-06-07,ACH D- SOCIETY MAINTENANCE-141066,-35152.68
2024-06-07,POS 6024XXXXXX7830 HALDIRAMS BANGALORE,-898.84
2024-06-08,POS 6522XXXXXX5176 MORE SUPERMARKET GURGAON,-1290.55
2024-06-08,POS 8881XXXXXX8537 PLAYSTATION STORE HYDERABAD,-2215.59
2024-06-10,POS 9829XXXXXX8306 OLA CABS BANGALORE,-497.76
2024-06-10,UPI-ICLOUD-549970769736@icici,-656.54
2024-06-11,ACH D- IRCTC-774262,-811.91
2024-06-11,UPI-PIZZA HUT-382811455256@ybl,-655.67
2024-06-11,UPI-WESTSIDE-794793508225@axl,-1387.25
2024-06-12,POS 7501XXXXXX4350 MUMBAI LOCAL PASS BANGALORE,-629.56
2024-06-13,ACH D- UBER-760150,-1039.90
2024-06-13,IRCTC *61238,-1193.95
2024-06-13,POS 1141XXXXXX6521 SHELL FUEL MUMBAI,-464.58
2024-06-13,UPI-STARBUCKS-729650329@ybl,-993.55
2024-06-13,UPI/816320245169/PIZZA HUT/oksbi,-963.20
2024-06-14,COMEDY CL 597177,-2511.07
2024-06-15,POS 9756XXXXXX2686 MUMBAI LOCAL PASS NOIDA,-1728.45
2024-06-15,UPI-BWSSB WATER-142730189671@icici,-2888.73
2024-06-16,CAFE C 878294,-1042.95
2024-06-16,PAYTM INSIDER *43845,-3804.42
2024-06-16,PIZZA HU 901850,-544.33
2024-06-17,ACH D- MAKEMYTRIP-403765,-38075.94
2024-06-17,PUNJAB 006495,-1481.00
2024-06-17,UPI-BHARAT GAS-210088346168@ybl,-3580.15
2024-06-18,IRCTC *65451,-905.84
2024-06-18,UPI/680497100/PAYTM INSIDER/okhdfc,-3325.24
2024-06-18,UPI/974745885/DREAM11/ybl,-4347.97
2024-06-19,MEDPLUS *70978,-2429.67
2024-06-19,UPI-CHATGPT PLUS-809596634@icici,-492.72
2024-06-19,UPI-RAPIDO-619267041@ybl,-625.97
2024-06-19,UPI/005524666/PIZZA HUT/oksbi,-2198.72
2024-06-19,ZOMATO 287737,-1044.51
2024-06-20,H&M *31396,-4270.46
2024-06-20,UPI/575706601/PUNJABI DHABA/paytm,-2126.91
2024-06-21,HP PETROL P 705779,-396.88
2024-06-21,PIZZA  161229,-777.49
2024-06-21,SHELL  175752,-321.03
2024-06-22,AMAZON PRIME NOIDA,-726.16
2024-06-22,POS 6725XXXXXX6655 ZOMATO CHENNAI,-627.39
2024-06-22,STARBUCKS *67478,-1134.31
2024-06-22,UPI-STARBUCKS-701916156795@axl,-785.60
2024-06-23,BLUE TOKAI NOIDA,-927.08
2024-06-23,ZOMATO 758239,-775.36
2024-06-25,ACH D- THIRD WAVE COFFEE-452242,-1712.55
2024-06-25,ACH D- THIRD WAVE COFFEE-452242,-1712.55
2024-06-25,GUPTA PROVISI 375863,-1397.46
2024-06-25,POS 5177XXXXXX4162 DREAM11 PUNE,-24078.91
2024-06-25,UPI/290975391471/DELHI METRO/ybl,-1621.96
2024-06-26,SAGAR RAT 967970,-2662.05
2024-06-28,ACH D- MORE SUPERMARKET-909471,-1010.61
2024-06-29,BLUSMART *11875,-270.63
2024-06-29,GOOGLE ONE DELHI,-617.84
2024-06-29,POS 6198XXXXXX4330 PVR CINEMAS PUNE,-1818.55
2024-06-30,ACH D- BHARAT PETROLEUM-299714,-868.89
2024-06-30,BSES RAJDHANI *04018,-2025.75
2024-06-30,HP PETROL PUMP GURGAON,-975.96
2024-07-01,ACH D- SHELL FUEL-267840,-544.12
2024-07-01,BLUSMAR 140312,-1380.33
2024-07-02,PAYTM INSIDER HYDERABAD,-1633.31
2024-07-02,UPI-ICLOUD-206861253@axl,-771.16
2024-07-03,HALDIRAMS 610589,-914.28
2024-07-03,SALARY CREDIT HYDERABAD,182108.67
2024-07-03,UPI/784499656/MUMBAI LOCAL PASS/okhdfc,-345.69
2024-07-04,ACH D- SWIGGY INSTAMART-180446,-1270.03
2024-07-04,STEAM GAMES CHENNAI,-1464.67
2024-07-04,UBER 613721,-600.60
2024-07-04,UPI/352188682/BLINKIT/ybl,-1775.11
2024-07-05,ACH D- CHAAYOS-711234,-487.22
2024-07-05,AMAZON PRIME *49013,-697.34
2024-07-05,UPI-PLAYSTATION STORE-834333886@axl,-6541.48
2024-07-05,UPI-SONYLIV-265165740@axl,-772.72
2024-07-06,ACH D- PHARMEASY-417013,-2959.18
2024-07-06,MEDPLUS *33616,-2056.93
2024-07-07,AMAZON P 442392,-401.28
2024-07-08,UPI-CHATGPT PLUS-011150931@icici,-901.28
2024-07-08,ZOMATO *16074,-756.85
2024-07-09,CROMA *86117,-3020.94
2024-07-09,POS 7628XXXXXX2859 HALDIRAMS PUNE,-1825.94
2024-07-12,POS 7618XXXXXX1117 CHAAYOS NOIDA,-1344.55
2024-07-12,UPI-BSES RAJDHANI-091149780077@icici,-1177.22
2024-07-13,IRCTC 285797,-428.39
2024-07-13,POS 3814XXXXXX3016 BOOKMYSHOW HYDERABAD,-4845.35
2024-07-13,POS 5003XXXXXX9828 BHARAT GAS CHENNAI,-5474.29
2024-07-13,UPI/311422470/HP PETROL PUMP/paytm,-553.35
2024-07-14,POS 8223XXXXXX6395 MUMBAI LOCAL PASS MUMBAI,-609.09
2024-07-15,ACH D- WESTSIDE-126050,-3064.34
2024-07-15,UPI/925646526/EATSURE/ybl,-474.32
2024-07-16,ADANI ELEC 099190,-3754.62
2024-07-17,OLA CA 204620,-368.04
2024-07-17,UPI/395510584/COMEDY CLUB TICKETS/okhdfc,-3843.23
2024-07-18,ACH D- HALDIRAMS-114794,-829.56
2024-07-18,HP PETROL PUMP *96608,-376.26
2024-07-18,POS 8604XXXXXX9411 DREAM11 GURGAON,-1164.81
2024-07-19,MUMBAI LOCAL PAS 882854,-1015.16
2024-07-19,STARBUCK 577625,-806.89
2024-07-20,UPI-EATSURE-790684867024@icici,-793.26
2024-07-21,ACH D- SONYLIV-731437,-313.27
2024-07-21,POS 7908XXXXXX8415 BMTC BUS PASS MUMBAI,-1031.57
2024-07-22,ACH D- BOOKING.COM-794360,-25856.98
2024-07-22,RENT TRANSFE 931057,-39946.61
2024-07-22,UPI/625579222/THIRD WAVE COFFEE/okhdfc,-1222.32
2024-07-23,BLUSMART *04529,-465.39
2024-07-23,POS 5299XXXXXX1734 ZOMATO HYDERABAD,-1444.42
2024-07-23,SPOTIFY 010872,-420.88
2024-07-24,UPI/174528687730/JIO PREPAID/ybl,-1717.37
2024-07-25,PIZZA HUT *31589,-700.52
2024-07-26,ACH D- BMTC BUS PASS-536712,-478.36
2024-07-26,UPI/876468402/DOMINOS PIZZA/okhdfc,-981.96
2024-07-27,CHATGPT PLUS *21049,-262.50
2024-07-27,DELHI METRO *00711,-497.26
2024-07-27,DOMINOS PIZZA GURGAON,-431.72
