date,description,amount
2024-01-22,UPI/736857638/THIRD WAVE COFFEE/okhdfc,-429.88
2024-01-23,BLUSMART *12923,-87.31
2024-01-24,ACH D- STARBUCKS-543014,-320.37
2024-01-25,COMEDY CLUB TICKETS PUNE,-598.04
2024-01-25,SPOTIFY GURGAON,-526.19
2024-01-26,HP PETROL PUMP PUNE,-142.23
2024-01-28,UPI-OLA CABS-527083577477@ybl,-156.52
2024-01-30,CHAAYOS *21377,-134.33
2024-01-30,POS 7676XXXXXX2364 STARBUCKS NOIDA,-1027.10
2024-01-30,UPI-SHELL FUEL-181029627@axl,-245.56
2024-01-31,SWIGGY *73268,-275.43
2024-02-01,POS 6643XXXXXX8445 BLUE TOKAI PUNE,-511.35
2024-02-01,SALARY CREDIT NOIDA,53949.15
2024-02-02,POS 5907XXXXXX4895 COMEDY CLUB TICKETS MUMBAI,-524.78
2024-02-03,UPI-INDIAN OIL PETROL-777964728633@ybl,-114.95
2024-02-04,AMAZON DELHI,-2370.13
2024-02-04,UPI-DELHI METRO-320148853410@axl,-202.51
2024-02-04,UPI/756733850/BMTC BUS PASS/okhdfc,-343.32
2024-02-05,UPI-HP PETROL PUMP-589441486@axl,-224.73
2024-02-06,AMAZON 410438,-839.90
2024-02-06,POS 7372XXXXXX8249 BLUSMART BANGALORE,-122.66
2024-02-06,UPI-AIRTEL POSTPAID-193218124990@icici,-795.63
2024-02-07,POS 2859XXXXXX4706 SONYLIV BANGALORE,-425.55
2024-02-08,ACH D- BLUSMART-409996,-152.85
2024-02-08,ACH D- MUMBAI LOCAL PASS-481659,-151.16
2024-02-09,FLIPKART GURGAON,-31624.06
2024-02-09,UPI-PANTALOONS-058487980@axl,-1109.43
2024-02-09,UPI-STEAM GAMES-186338106182@icici,-376.21
2024-02-11,RENT TRANSFER LANDLO 051113,-26788.52
2024-02-11,UPI/700537794/CAFE COFFEE DAY/paytm,-577.45
2024-02-12,ACH D- BESCOM-464969,-781.09
2024-02-12,MORE SUPERMARKET *89118,-350.06
2024-02-14,STARBUCKS NOIDA,-293.99
2024-02-14,UPI/061691868592/INDIAN OIL PETROL/paytm,-241.65
2024-02-15,UPI-BHARAT PETROLEUM-001405132@icici,-254.39
2024-02-15,UPI-BWSSB WATER-841632466340@axl,-2407.83
2024-02-16,ACH D- RAPIDO-885990,-164.50
2024-02-16,POS 6296XXXXXX9137 PHARMEASY CHENNAI,-52793.59
2024-02-16,THIRD WAVE COFFEE MUMBAI,-694.34
2024-02-16,UPI-OLA CABS-715878145378@icici,-265.39
2024-02-17,GOOGLE ONE *62171,-185.96
2024-02-17,POS 9722XXXXXX7131 MCDONALDS HYDERABAD,-178.95
2024-02-17,UPI/676386462076/INDIGO AIRLINES/ybl,-45443.07
2024-02-18,BLUE TOKAI GURGAON,-550.84
2024-02-18,SWIGGY 631581,-245.25
2024-02-18,UPI-OLA CABS-416257864602@icici,-272.45
2024-02-18,UPI/967930681041/SWIGGY/okhdfc,-394.29
2024-02-19,HALDIRA 841001,-414.79
2024-02-20,DMART 094178,-942.84
2024-02-21,POS 3954XXXXXX1121 COMEDY CLUB TICKETS MUMBAI,-601.89
2024-02-21,POS 4002XXXXXX7459 BURGER KING NOIDA,-370.56
2024-02-21,POS 6033XXXXXX7869 JIOMART BANGALORE,-1071.39
2024-02-21,POS 7360XXXXXX1145 SWIGGY BANGALORE,-258.88
2024-02-21,UPI-PRACTO CONSULT-987594089@axl,-700.46
2024-02-22,UPI-FRESH VEGETABLES MART-335285105@icici,-773.82
2024-02-25,BIG BAZAAR 754647,-1094.48
2024-02-25,POS 1144XXXXXX6149 MUMBAI LOCAL PASS HYDERABAD,-349.48
2024-02-26,UPI-HALDIRAMS-979820988455@icici,-321.83
2024-02-27,ACH D- BIGBASKET-647971,-1656.27
2024-02-27,DOMINOS PIZZA *37931,-344.91
2024-02-27,FRESH VEGETABLES MART PUNE,-561.80
2024-02-27,YOUTUBE PREMIUM *51797,-319.22
2024-02-28,ACH D- CHAAYOS-737460,-223.18
2024-02-28,POS 2222XXXXXX1253 RAPIDO GURGAON,-253.39
2024-02-28,STEAM GAMES NOIDA,-496.11
2024-02-29,ACH D- MANIPAL HOSPITAL-118863,-1154.63
2024-02-29,ACH D- SPOTIFY-520991,-328.77
2024-02-29,UPI-THIRD WAVE COFFEE-448961499524@icici,-920.97
2024-03-01,POS 8366XXXXXX1438 SWIGGY INSTAMART GURGAON,-721.29
2024-03-01,UPI/820969167/BLUSMART/okhdfc,-131.02
2024-03-02,HALDIRAMS BANGALORE,-218.56
2024-03-02,UPI-BURGER KING-752615687908@ybl,-759.11
2024-03-03,BMTC BUS PASS BANGALORE,-435.15
2024-03-03,HALDIRAMS *12431,-194.88
2024-03-03,UPI-BLUE TOKAI-686281409620@axl,-264.08
2024-03-04,ACH D- RELIANCE DIGITAL-845350,-1828.16
2024-03-04,SALARY CREDIT DELHI,54180.39
2024-03-04,SONYLIV DELHI,-392.21
2024-03-05,POS 8939XXXXXX3853 RAPIDO HYDERABAD,-312.71
2024-03-06,POS 9981XXXXXX5062 RAPIDO DELHI,-106.76
2024-03-07,POS 3108XXXXXX4694 FLIPKART GURGAON,-2259.46
2024-03-07,ZARA GURGAON,-2943.57
2024-03-09,DELHI MET 988285,-488.81
2024-03-09,STARBUC 157269,-322.40
2024-03-09,UPI/530377838/BHARAT GAS/okhdfc,-848.29
2024-03-10,UPI-RENT TRANSFER LANDLORD-032726399534@icici,-7188.52
2024-03-12,PAYTM INSID 279058,-423.29
2024-03-12,POS 7118XXXXXX3112 NOBROKER RENT BANGALORE,-12480.64
2024-03-13,BURGER K 078934,-271.37
2024-03-13,HOTSTAR *77059,-374.40
2024-03-14,UPI-MILK DAIRY BOOTH-336663657@ybl,-755.44
2024-03-15,POS 1889XXXXXX3403 JIOMART PUNE,-1318.89
2024-03-15,UPI/409880541/BLUE TOKAI/okhdfc,-230.11
2024-03-15,UPI/657754703100/FRESH VEGETABLES MART/paytm,-583.13
2024-03-16,UPI/632814150046/AIR INDIA/oksbi,-2604.49
2024-03-17,UPI-UBER-419432509888@axl,-284.29
2024-03-20,ACH D- GOOGLE ONE-755329,-219.77
2024-03-20,FLIPKART BANGALORE,-2469.36
2024-03-20,GOOGLE O 092468,-179.32
2024-03-20,GOOGLE ONE *71272,-130.23
2024-03-20,POS 6369XXXXXX5260 GOOGLE ONE HYDERABAD,-141.28
2024-03-20,UPI-GOOGLE ONE-497314614@icici,-137.41
2024-03-20,UPI/454382844/SWIGGY INSTAMART/oksbi,-1216.49
2024-03-20,UPI/525243867/BOX8/ybl,-146.86
2024-03-20,UPI/843666040/GOOGLE ONE/paytm,-114.89
2024-03-21,COMEDY CLUB TICKETS *90650,-492.45
2024-03-21,SHELL FUEL *94682,-212.22
2024-03-22,ACH D- OLA CABS-279820,-166.12
2024-03-22,DECATHLON 206715,-1064.72
2024-03-22,UPI/044002803812/BHARAT GAS/ybl,-1163.06
2024-03-24,ACH D- CHAAYOS-781377,-405.09
2024-03-24,ACH D- GOLDS GYM-899108,-471.13
2024-03-25,ACH D- TATA POWER-664357,-909.40
2024-03-25,UPI-INDIAN OIL PETROL-172388332@axl,-130.39
2024-03-25,UPI-THIRD WAVE COFFEE-307495204@icici,-664.98
2024-03-25,UPI/275118092/STARBUCKS/paytm,-409.64
2024-03-26,UPI-COMEDY CLUB TICKETS-142759391373@axl,-463.93
2024-03-28,CHAAYOS DELHI,-586.98
2024-03-28,POS 8537XXXXXX7078 DREAM11 PUNE,-647.15
2024-03-29,ACH D- RELIANCE DIGITAL-790887,-2221.72
2024-03-29,BOX8 *17446,-232.04
2024-03-29,SHELL FUEL NOIDA,-127.86
2024-03-29,UPI/114896767/DOMINOS PIZZA/oksbi,-335.25
2024-03-30,PLAYSTATION STORE *30340,-630.68
2024-03-31,ACH D- GOOGLE ONE-182691,-261.40
2024-03-31,OLA CABS *44564,-203.10
2024-04-01,POS 6492XXXXXX6490 CHATGPT PLUS GURGAON,-367.25
2024-04-02,BURGER KING GURGAON,-215.10
2024-04-02,SPENCERS *75729,-903.93
2024-04-02,UPI/795846044/ZARA/okhdfc,-1273.05
2024-04-04,ACH D- AMAZON-240131,-1744.24
2024-04-04,SALARY CREDIT NOIDA,56839.43
2024-04-04,SONYLIV GURGAON,-99.68
2024-04-05,ACH D- CROMA-841427,-2525.93
2024-04-05,ACH D- GUPTA PROVISION STORE-700872,-545.50
2024-04-05,POS 2566XXXXXX1759 MICROSOFT 365 BANGALORE,-469.09
2024-04-06,ACH D- MUMBAI LOCAL PASS-839477,-125.58
2024-04-06,UPI-DELHI METRO-825091048299@axl,-354.96
2024-04-08,ACH D- SONYLIV-972838,-204.16
2024-04-08,HALDIRA 006041,-424.09
2024-04-08,UPI-ACT FIBERNET-645053006423@axl,-677.64
2024-04-10,UBER *88854,-170.17
2024-04-10,UPI/273489438/NYKAA/paytm,-2588.45
2024-04-12,SPENCERS HYDERABAD,-417.82
2024-04-13,ACH D- HALDIRAMS-510428,-627.01
2024-04-14,POS 3111XXXXXX6417 HOTSTAR HYDERABAD,-178.93
2024-04-14,POS 5298XXXXXX7744 BURGER KING GURGAON,-378.28
2024-04-14,UPI-PLAYSTATION STORE-149245324927@icici,-639.08
2024-04-15,ACH D- BLUSMART-938287,-118.45
2024-04-15,ACH D- DELHI METRO-885327,-130.05
2024-04-15,JIOMART NOIDA,-432.14
2024-04-15,UPI/639500684408/MUMBAI LOCAL PASS/okhdfc,-108.17
2024-04-15,UPI/704468789/DELHI METRO/okhdfc,-245.30
2024-04-16,ACH D- DELHI METRO-630612,-180.93
2024-04-16,ACH D- OLA CABS-530990,-158.16
2024-04-17,ACH D- MILK DAIRY BOOTH-276491,-995.74
2024-04-18,RAPIDO DELHI,-276.93
2024-04-18,UPI-SWIGGY INSTAMART-523400021@axl,-545.14
2024-04-19,ACH D- STARBUCKS-314989,-265.13
2024-04-19,UPI-BLUSMART-197663085@icici,-162.87
2024-04-20,ACH D- BLUE TOKAI-811514,-332.66
2024-04-20,BLUE T 634532,-364.48
2024-04-20,BLUE TOKA 225493,-296.50
2024-04-20,BLUE TOKAI 279124,-407.54
2024-04-20,BLUE TOKAI GURGAON,-327.13
2024-04-20,BOX8 GURGAON,-389.48
2024-04-20,UPI-BLUE TOKAI-200612765297@axl,-401.02
2024-04-21,ACH D- BLUE TOKAI-370204,-240.67
2024-04-21,OLA CABS *80722,-151.51
2024-04-21,PAYTM INSIDER 142473,-417.54
2024-04-23,STEAM  167532,-365.47
2024-04-23,UPI-PLAYSTATION STORE-752292554@axl,-1386.54
2024-04-24,ACT FIBERN 345131,-1854.82
2024-04-24,BESCOM 872268,-1680.30
2024-04-24,POS 3496XXXXXX4716 UBER MUMBAI,-236.41
2024-04-24,UPI/868136674/INDIAN OIL PETROL/okhdfc,-270.67
2024-04-25,ACH D- TAJ HOTELS-130646,-6405.49
2024-04-25,POS 8833XXXXXX1463 MCDONALDS HYDERABAD,-326.35
2024-04-25,STEAM GAMES *64025,-417.24
2024-04-26,VI RECHARGE *76863,-712.70
2024-04-28,ACH D- BLUE TOKAI-560635,-316.56
2024-04-28,ACH D- DELHI METRO-388254,-136.85
2024-04-28,IRCTC 037557,-135.55
2024-04-28,UPI/130076454691/SWIGGY INSTAMART/paytm,-837.17
2024-04-28,UPI/516421866/MCDONALDS/ybl,-243.44
2024-04-29,ACH D- MCDONALDS-439327,-444.64
2024-04-29,SWIGGY INSTAMART MUMBAI,-956.90
2024-04-30,ACH D- ZOMATO-558162,-563.65
2024-05-02,POS 5300XXXXXX4614 COMEDY CLUB TICKETS BANGALORE,-1125.16
2024-05-03,ACH D- PAYTM INSIDER-345861,-570.27
2024-05-03,POS 2692XXXXXX9042 IRCTC HYDERABAD,-474.13
2024-05-03,SWIGGY BANGALORE,-357.04
2024-05-04,ACH D- DMART-551188,-380.33
2024-05-04,SALARY CREDIT NOIDA,54686.50
2024-05-04,UPI/070381051352/SPOTIFY/oksbi,-265.10
2024-05-05,UPI-DOMINOS PIZZA-769454246@icici,-554.81
2024-05-07,ICLOUD 100297,-174.54
2024-05-07,UPI-SWIGGY INSTAMART-398791210@ybl,-1331.31
2024-05-07,UPI/993177416/ZOMATO/ybl,-334.01
2024-05-08,UPI-RAPIDO-086109287@icici,-214.78
2024-05-08,UPI/900812892/MCDONALDS/okhdfc,-434.56
2024-05-10,STARBUCKS BANGALORE,-771.14
2024-05-10,UPI-GOOGLE ONE-893686447@ybl,-181.64
2024-05-10,UPI/485365020726/ZOMATO/ybl,-216.41
2024-05-11,POS 7978XXXXXX7396 BOX8 CHENNAI,-543.38
2024-05-12,ACH D- VI RECHARGE-367998,-2231.52
2024-05-12,ACT FIBERNET *11594,-1208.29
2024-05-12,POS 3314XXXXXX1340 PLAYSTATION STORE BANGALORE,-949.83
2024-05-13,STARBUCK 504906,-544.85
2024-05-14,BOX8 *94509,-431.45
2024-05-14,OLA CAB 336670,-340.25
2024-05-15,AIRTEL P 529955,-1665.41
2024-05-15,STARBUCKS CHENNAI,-476.76
2024-05-15,UPI-MCDONALDS-945280365@axl,-235.02
2024-05-15,UPI/166878400171/UBER/okhdfc,-172.64
2024-05-16,ACH D- SWIGGY-806413,-591.08
2024-05-16,FLIPKART HYDERABAD,-1207.60
2024-05-17,PAYTM INSIDE 386154,-463.80
2024-05-17,POS 5419XXXXXX6188 MUMBAI LOCAL PASS BANGALORE,-93.39
2024-05-18,CHAAYOS *00046,-143.30
2024-05-18,POS 6053XXXXXX3292 INDIGO AIRLINES MUMBAI,-3884.05
2024-05-20,BLUE TOKAI PUNE,-500.16
2024-05-21,UPI/116539734/GOLDS GYM/oksbi,-602.22
2024-05-22,DOMINOS PIZZA DELHI,-316.36
2024-05-22,TATA POWER NOIDA,-1296.20
2024-05-22,UPI/459064431145/MUMBAI LOCAL PASS/paytm,-126.18
2024-05-22,ZOMATO MUMBAI,-480.02
2024-05-23,DREAM11 *80075,-1047.22
2024-05-23,SPENCERS 707350,-1232.98
2024-05-23,UPI-KFC-495250348@axl,-251.00
2024-05-24,DOMINOS PIZZA BANGALORE,-476.05
2024-05-24,NYKAA 260023,-2014.97
2024-05-25,POS 9607XXXXXX7338 BIG BAZAAR DELHI,-769.36
2024-05-25,UPI-ICLOUD-740665222071@ybl,-358.47
2024-05-26,ACH D- DOMINOS PIZZA-507409,-458.46
2024-05-26,ACH D- HP PETROL PUMP-249940,-124.69
2024-05-26,POS 5262XXXXXX9666 HP PETROL PUMP GURGAON,-282.70
2024-05-27,POS 8876XXXXXX9256 BHARAT GAS DELHI,-735.91
2024-05-27,SWIGGY 292750,-434.98
2024-05-27,UPI-STARBUCKS-502858437342@axl,-470.79
2024-05-28,BARBEQUE NATION *19991,-333.70
2024-05-28,INDIAN OIL PETROL HYDERABAD,-229.56
2024-05-29,DELHI METRO GURGAON,-153.44
2024-05-29,MORE SU 402111,-759.51
2024-05-29,MUMBAI LOCAL PASS *08213,-103.08
2024-05-29,UPI-DELHI METRO-197765262111@icici,-408.88
2024-05-29,UPI-HP PETROL PUMP-589670997483@icici,-127.92
2024-05-30,DELHI METRO *23422,-223.47
2024-05-30,FLIPKAR 466627,-1202.28
2024-05-30,KFC *54758,-307.97
2024-05-31,BMTC BUS PASS *27445,-159.80
2024-06-01,ACH D- DOMINOS PIZZA-661587,-362.34
2024-06-01,UPI-HOTSTAR-441613864@ybl,-478.36
2024-06-02,MILK DAIRY BOOTH PUNE,-735.84
2024-06-02,SALARY CREDIT DELHI,56230.45
2024-06-02,UPI/253027223202/GOOGLE ONE/oksbi,-353.84
2024-06-04,BLINKI 202285,-435.11
2024-06-04,NAMMA METRO NOIDA,-173.40
2024-06-04,OLA CABS *67323,-184.80
2024-06-04,POS 1330XXXXXX4848 FRESH VEGETABLES MART PUNE,-1064.53
2024-06-04,UPI/028883804814/AIRTEL POSTPAID/okhdfc,-1515.96
2024-06-05,STARBUCKS *27366,-709.47
2024-06-06,FLIPKA 779164,-3219.29
2024-06-07,ACH D- CHAAYOS-699425,-267.26
2024-06-10,ACH D- RAPIDO-663439,-116.53
2024-06-10,ACH D- RAPIDO-984824,-151.94
2024-06-10,POS 7336XXXXXX9568 RAPIDO MUMBAI,-162.04
2024-06-10,RAPIDO HYDERABAD,-210.52
2024-06-10,UPI-RAPIDO-987946839038@icici,-131.33
2024-06-11,SPOTIFY *18067,-304.81
2024-06-12,ACH D- SWIGGY-945282,-255.41
2024-06-12,POS 4204XXXXXX1324 ZOMATO NOIDA,-306.04
2024-06-12,UPI/438065694265/BOOKING.COM/okhdfc,-2155.92
2024-06-12,ZOMATO *30501,-1484.39
2024-06-14,POS 5841XXXXXX9378 UBER DELHI,-258.84
2024-06-14,POS 5998XXXXXX7406 ZOMATO HYDERABAD,-927.53
2024-06-15,BLUSMAR 207175,-103.46
2024-06-15,DELHI MET 665782,-180.07
2024-06-15,POS 8871XXXXXX6483 INDANE GAS BANGALORE,-1484.03
2024-06-15,UPI-DELHI METRO-428780802@ybl,-101.32
2024-06-15,UPI/584291169/MUMBAI LOCAL PASS/oksbi,-148.38
2024-06-17,BWSSB WAT 842660,-4096.43
2024-06-17,POS 6636XXXXXX6856 CHAAYOS HYDERABAD,-392.64
2024-06-18,ACH D- AJIO-864345,-1498.22
2024-06-18,BOX8 696968,-387.98
2024-06-18,UPI-UBER-873305543@icici,-266.48
2024-06-20,SPOTIFY *26673,-399.34
2024-06-20,UPI-ACT FIBERNET-450585655@axl,-649.93
2024-06-20,UPI-PLAYSTATION STORE-944142209@ybl,-496.90
2024-06-20,UPI/748105387/UBER/ybl,-245.22
2024-06-22,POS 9052XXXXXX6416 CHAAYOS PUNE,-299.31
2024-06-22,UBER 679764,-113.15
2024-06-22,ZOMATO 073764,-339.26
2024-06-23,OLA CA 799442,-159.48
2024-06-24,UPI-THIRD WAVE COFFEE-733923034558@icici,-578.42
2024-06-24,UPI/541801196/BOX8/paytm,-326.46
2024-06-27,UPI-KFC-696675018306@icici,-391.00
2024-06-29,COMEDY CLUB TICKETS *12757,-941.67
2024-06-29,CULT FIT *80627,-318.46
2024-06-29,POS 1445XXXXXX4270 URBAN COMPANY MUMBAI,-13994.17
2024-06-30,KFC *11841,-613.92
2024-06-30,MCDONALD 452351,-320.68
2024-06-30,UPI/603843811712/JIOMART/okhdfc,-647.82
2024-07-02,MUMBAI LOCAL PASS GURGAON,-121.45
2024-07-02,RAPIDO *71748,-165.68
2024-07-02,UPI-DELHI METRO-699809979360@ybl,-203.26
2024-07-03,HOTSTAR DELHI,-339.21
2024-07-03,SALARY CREDIT DELHI,55198.67
2024-07-05,UPI/723262557/HALDIRAMS/ybl,-274.76
2024-07-06,UPI-SONYLIV-406746988927@axl,-174.06
2024-07-07,MORE SUPERMARKE 724334,-1003.10
2024-07-07,POS 8369XXXXXX8224 RAPIDO BANGALORE,-139.24
2024-07-08,POS 3893XXXXXX7286 BOX8 PUNE,-509.70
2024-07-08,SPOTIFY HYDERABAD,-452.43
2024-07-09,ICLOUD NOIDA,-218.09
2024-07-09,POS 9036XXXXXX8009 KFC CHENNAI,-1035.10
2024-07-10,UPI/342705760/BURGER KING/paytm,-426.97
2024-07-10,UPI/612196177566/MICROSOFT 365/okhdfc,-325.31
2024-07-11,MICROSOFT 365 367605,-270.90
2024-07-11,POS 5938XXXXXX8992 GOLDS GYM NOIDA,-814.49
2024-07-12,DREAM11 DELHI,-1146.86
2024-07-14,UPI-BLUE TOKAI-562074868840@icici,-496.78
2024-07-15,ACH D- ZOMATO-399116,-83.19
2024-07-15,STARBUCKS 788974,-594.08
2024-07-16,ACH D- RAPIDO-946883,-256.42
2024-07-16,IRCTC 214160,-138.07
2024-07-16,UPI-BURGER KING-048507731549@icici,-618.43
2024-07-17,IRCTC 492093,-147.70
2024-07-19,MILK DAIRY  078573,-681.57
2024-07-20,BLUSMART *31685,-137.65
2024-07-20,POS 4212XXXXXX9730 DELHI METRO BANGALORE,-156.72
2024-07-20,UPI-BESCOM-226337748645@icici,-1915.98
2024-07-20,UPI/733635621227/BLINKIT/oksbi,-851.37
2024-07-20,UPI/733635621227/BLINKIT/oksbi,-851.37
2024-07-20,ZOMATO NOIDA,-340.54
2024-07-21,UPI/427693001/URBAN COMPANY/oksbi,-16888.75
2024-07-22,POS 5150XXXXXX8434 BIGBASKET MUMBAI,-338.27
2024-07-22,UPI-ZOMATO-489421423@axl,-262.14
2024-07-22,UPI/641945413674/PLAYSTATION STORE/oksbi,-715.12
2024-07-22,VIJAY SALES *44409,-1621.44
2024-07-23,UPI/051769647/RAPIDO/paytm,-178.84
2024-07-24,ACH D- BESCOM-251606,-1168.78
2024-07-24,ACH D- BURGER KING-507542,-590.53
2024-07-24,BURGER K 540514,-490.94
2024-07-24,BURGER KI 102052,-414.03
2024-07-24,BURGER KIN 065178,-649.29
2024-07-24,BURGER KIN 537222,-651.43
2024-07-24,BURGER KING BANGALORE,-467.26
2024-07-24,OLA CABS NOIDA,-104.66
2024-07-24,POS 7210XXXXXX1485 BURGER KING NOIDA,-484.90
2024-07-25,CROMA 819797,-2172.81
2024-07-26,NOBROKER RENT *91333,-16387.26
2024-07-26,UPI/726574503330/BLUE TOKAI/paytm,-575.49
2024-07-27,ACH D- MUMBAI LOCAL PASS-253103,-166.31
2024-07-27,ACH D- THIRD WAVE COFFEE-530033,-182.30
2024-07-27,UPI/175956329460/BLUE TOKAI/oksbi,-290.45
2024-07-28,SHARMA KIRANA NOIDA,-509.21
2024-07-28,UPI-SHARMA KIRANA-384329906033@axl,-1541.59
2024-07-29,MUMBAI LOCAL PA 356347,-400.43
2024-07-29,UPI/492833410013/BOOKMYSHOW/oksbi,-397.65
2024-07-31,BARBEQUE N 138470,-519.71
2024-07-31,CAFE COFFEE DAY NOIDA,-180.41
2024-07-31,UPI-CROMA-867515627906@icici,-1736.98
2024-07-31,UPI/681589785028/SHELL FUEL/oksbi,-105.77
2024-08-01,GOOGLE ONE 692112,-332.42
2024-08-01,UPI-HP PETROL PUMP-000536106@ybl,-104.80
2024-08-01,UPI-INOX-366070764093@icici,-81717.84
2024-08-01,UPI-MANIPAL HOSPITAL-195632716635@ybl,-983.72
2024-08-02,AMAZON 484863,-2175.30
2024-08-02,HOTSTAR PUNE,-258.93
2024-08-02,POS 7519XXXXXX9763 UBER PUNE,-144.67
2024-08-02,YOUTUBE PREM 545505,-254.59
2024-08-03,APPLE STORE BANGALORE,-5986.19
2024-08-03,DOMINOS PIZZA *69712,-335.39
2024-08-03,POS 6080XXXXXX5160 ACT FIBERNET PUNE,-854.99
2024-08-03,UPI-KFC-325771873971@ybl,-594.73
2024-08-03,UPI-OLA CABS-441846981210@icici,-191.96
2024-08-04,NOBROKER RENT *21522,-5902.12
2024-08-04,SALARY CREDIT BANGALORE,54388.90
2024-08-05,BLUE TOKAI DELHI,-442.28
2024-08-05,HP PETROL PUMP NOIDA,-208.30
2024-08-05,MCDONALDS NOIDA,-591.32
2024-08-05,PVR CINEMAS NOIDA,-280.48
2024-08-06,POS 5072XXXXXX3163 ACT FIBERNET DELHI,-937.53
2024-08-07,ACH D- DOMINOS PIZZA-372808,-452.76
2024-08-08,BLINKIT DELHI,-444.89
2024-08-08,KFC NOIDA,-451.14
2024-08-09,SPENCERS DELHI,-2921.21
2024-08-10,ACH D- COMEDY CLUB TICKETS-171699,-422.43
2024-08-10,UPI-FORTIS HOSPITAL-307722605@ybl,-900.92
2024-08-10,UPI/527078258/DMART/okhdfc,-699.08
2024-08-10,ZOMATO 724250,-474.50
2024-08-12,ACH D- THIRD WAVE COFFEE-841911,-556.93
2024-08-12,COMEDY CLUB  823900,-488.72
2024-08-12,KFC 001527,-279.82
2024-08-12,MCDONALDS *51861,-414.02
2024-08-15,UPI-TAJ HOTELS-103502981@axl,-2558.80
2024-08-16,ACH D- IRCTC-472781,-114.78
2024-08-16,UPI-PLAYSTATION STORE-023645143@icici,-436.66
2024-08-16,UPI/429612284718/TATA POWER/oksbi,-1499.05
2024-08-17,OLA CABS *18486,-193.05
2024-08-17,POS 2364XXXXXX5627 OLA CABS NOIDA,-292.23
2024-08-18,POS 1808XXXXXX5911 SWIGGY GURGAON,-376.88
2024-08-19,POS 7208XXXXXX3981 DOMINOS PIZZA GURGAON,-246.55
2024-08-19,SHARMA K 239950,-656.03
2024-08-20,POS 1844XXXXXX8475 BOX8 BANGALORE,-188.18
2024-08-20,POS 2750XXXXXX8082 DELHI METRO BANGALORE,-130.31
2024-08-20,POS 6782XXXXXX4243 CHAAYOS PUNE,-376.67
2024-08-21,POS 4218XXXXXX6009 RELIANCE DIGITAL PUNE,-2524.18
2024-08-22,HP PETROL PU 865729,-116.76
