date,description,amount
2024-03-01,POS 3656XXXXXX8082 BIG BAZAAR NOIDA,-595.44
2024-03-02,SALARY CREDIT CHENNAI,62036.55
2024-03-02,UPI/969054937158/DELHI METRO/okhdfc,-114.25
2024-03-03,POS 8698XXXXXX7480 UBER GURGAON,-86.84
2024-03-04,UPI/079087196/STARBUCKS/oksbi,-179.69
2024-03-06,BLUSMART 850374,-174.77
2024-03-09,DMART *45116,-707.23
2024-03-10,HP PETROL PUMP NOIDA,-73.21
2024-03-11,ACH D- PHARMEASY-274390,-507.12
2024-03-11,POS 8814XXXXXX9067 OLA CABS MUMBAI,-204.10
2024-03-11,UPI-SHARMA KIRANA-944561469906@icici,-838.17
2024-03-13,AIRTEL POSTPAID *78981,-1481.25
2024-03-13,DELHI METRO *05525,-215.87
2024-03-13,POS 8803XXXXXX6564 DELHI METRO PUNE,-105.66
2024-03-13,SHARMA KIRANA *71762,-764.47
2024-03-15,POS 4682XXXXXX7790 BLINKIT MUMBAI,-1099.00
2024-03-15,POS 4904XXXXXX8456 GUPTA PROVISION STORE CHENNAI,-1660.62
2024-03-15,POS 7321XXXXXX3821 THIRD WAVE COFFEE DELHI,-367.25
2024-03-15,SHARMA KIRANA GURGAON,-1257.67
2024-03-15,UPI-DELHI METRO-083019160684@axl,-89.21
2024-03-17,UPI-NOBROKER RENT-049382946802@axl,-13651.85
2024-03-19,INDIAN OIL PETROL 271303,-115.18
2024-03-21,UPI/316111004321/TATA POWER/oksbi,-802.42
2024-03-23,ACH D- KFC-114078,-154.22
2024-03-24,STARBUCKS *11822,-102.13
2024-03-25,ADANI ELECTRICITY HYDERABAD,-1361.04
2024-03-25,STARBUCKS *73061,-427.86
2024-03-28,BIGBASKET DELHI,-1231.12
2024-03-29,BURGER KING *03739,-308.59
2024-03-29,HP PETROL PUMP *43699,-78.95
2024-03-29,UPI/797903450/UBER/oksbi,-88.11
2024-04-01,POS 8137XXXXXX3513 CAFE COFFEE DAY CHENNAI,-354.50
2024-04-02,POS 1672XXXXXX2317 BSES RAJDHANI GURGAON,-2121.68
2024-04-04,SALARY CREDIT PUNE,61462.53
2024-04-04,UPI/841180096/MORE SUPERMARKET/ybl,-2227.62
2024-04-05,FRESH VEGETABLES MART HYDERABAD,-1338.12
2024-04-06,BARBEQUE NATION *84819,-152.35
2024-04-08,ACH D- SHARMA KIRANA-847721,-1064.91
2024-04-08,POS 8718XXXXXX1277 HOTSTAR NOIDA,-341.90
2024-04-09,MORE SUPE 789623,-400.54
2024-04-12,ACH D- BIG BAZAAR-530478,-414.68
2024-04-14,UPI/037023721/ZEPTO/paytm,-492.79
2024-04-16,ACH D- RELIANCE FRESH-717863,-1946.55
2024-04-16,UPI/030826926/BHARAT PETROLEUM/paytm,-133.21
2024-04-19,ACH D- OLA CABS-831891,-132.12
2024-04-23,UPI/242049086349/SWIGGY/paytm,-244.14
2024-04-24,POS 1050XXXXXX3828 BIG BAZAAR HYDERABAD,-428.42
2024-04-25,UPI-OLA CABS-844407436306@icici,-165.90
2024-04-26,EATSURE PUNE,-264.39
2024-04-26,POS 3845XXXXXX9061 UBER BANGALORE,-186.57
2024-04-27,UBER 277694,-91.50
2024-04-28,ACH D- DELHI METRO-491459,-99.04
2024-04-28,POS 9218XXXXXX7555 MEDPLUS DELHI,-865.70
2024-04-29,ACH D- KFC-237400,-358.02
2024-04-29,ACH D- MUMBAI LOCAL PASS-582909,-70.59
2024-04-29,SHARMA KIRANA CHENNAI,-628.18
2024-04-29,URBAN COMPANY *70069,-9059.84
2024-04-30,ACH D- RENT TRANSFER LANDLORD-978061,-8649.36
2024-04-30,BMTC B 685607,-120.24
2024-04-30,UBER 198086,-152.24
2024-05-01,UPI-BIGBASKET-162351346862@icici,-496.46
2024-05-01,UPI-BWSSB WATER-574101162640@axl,-834.25
2024-05-01,UPI/624668541485/BIGBASKET/oksbi,-629.25
2024-05-02,UPI-INDIAN OIL PETROL-910007763347@icici,-86.70
2024-05-03,UPI/342304506401/INDANE GAS/ybl,-1257.16
2024-05-03,UPI/828208475736/BHARAT PETROLEUM/oksbi,-153.15
2024-05-04,SALARY CREDIT HYDERABAD,61601.18
2024-05-07,ACH D- RENT TRANSFER LANDLORD-188117,-9240.12
2024-05-07,MUMBAI LOCAL PASS MUMBAI,-59.89
2024-05-08,RELIANCE FRESH CHENNAI,-830.64
2024-05-08,UPI/783198165282/ZEPTO/ybl,-1008.65
2024-05-09,UPI/067112147/SHARMA KIRANA/oksbi,-1293.15
2024-05-15,UPI-STARBUCKS-407617046@axl,-270.83
2024-05-16,ACH D- HALDIRAMS-195332,-158.12
2024-05-18,DELHI MET 937768,-189.99
2024-05-19,BIGBASKET BANGALORE,-888.91
2024-05-19,GOOGLE ONE CHENNAI,-252.74
2024-05-20,POS 6176XXXXXX3461 BHARAT PETROLEUM GURGAON,-132.88
2024-05-20,UPI-HP PETROL PUMP-520952259@icici,-304.40
2024-05-24,UPI/646085145144/FRESH VEGETABLES MART/paytm,-598.45
2024-05-24,UPI/674238848168/CHAAYOS/paytm,-359.20
2024-05-26,IRCTC *13407,-51.25
2024-05-26,UPI/161067050016/MYNTRA/paytm,-1101.96
2024-05-27,ACH D- AIRTEL POSTPAID-513052,-560.80
2024-05-27,ACH D- GOLDS GYM-747312,-745.50
2024-05-29,UPI-OLA CABS-081830892@icici,-144.26
2024-05-30,MCDONALDS MUMBAI,-218.22
2024-05-30,POS 7655XXXXXX3367 CAFE COFFEE DAY NOIDA,-836.22
2024-06-01,SALARY CREDIT GURGAON,59741.05
2024-06-03,ACH D- THIRD WAVE COFFEE-937440,-179.09
2024-06-03,UPI-CAFE COFFEE DAY-364794868477@icici,-176.53
2024-06-05,UPI-UBER-631988350574@axl,-116.01
2024-06-05,UPI/655802453532/ZEPTO/okhdfc,-822.39
2024-06-06,UPI/024493110/MUMBAI LOCAL PASS/oksbi,-91.61
2024-06-09,BIG BAZ 681334,-525.60
2024-06-11,BHARAT  522446,-769.56
2024-06-11,FRESH VEGE 378205,-987.72
2024-06-11,RAPIDO 547976,-36.72
2024-06-11,RAPIDO 547976,-36.72
2024-06-12,SHARMA KIRANA *61470,-2158.43
2024-06-12,VI RECHARGE *49286,-1103.88
2024-06-17,BWSSB WA 562827,-541.23
2024-06-17,POS 5943XXXXXX7800 CAFE COFFEE DAY NOIDA,-220.55
2024-06-18,ACH D- NAMMA METRO-399780,-86.83
2024-06-18,BURGER  442446,-157.70
2024-06-18,POS 5943XXXXXX7800 CAFE COFFEE DAY NOIDA,-220.55
2024-06-18,UPI/007431146774/PUNJABI DHABA/okhdfc,-286.88
2024-06-19,UPI/439322234/BLUSMART/okhdfc,-104.31
2024-06-21,POS 1098XXXXXX6667 SHELL FUEL BANGALORE,-214.90
2024-06-22,NAMMA METR 483429,-98.94
2024-06-22,POS 1416XXXXXX7678 BIG BAZAAR PUNE,-439.17
2024-06-23,POS 9792XXXXXX5982 BLUSMART HYDERABAD,-140.70
2024-06-23,UPI/666810682088/VI RECHARGE/okhdfc,-1141.24
2024-06-24,ACH D- SHELL FUEL-817305,-93.55
2024-06-26,HP PETROL  549049,-165.30
2024-06-27,OLA CABS BANGALORE,-113.28
2024-06-29,ACH D- GOLDS GYM-840646,-580.02
2024-06-29,ACH D- GOLDS GYM-905875,-573.69
2024-06-29,GOLDS GYM *03833,-517.47
2024-06-29,OLA CAB 906021,-131.38
2024-06-29,POS 1879XXXXXX3934 GOLDS GYM HYDERABAD,-428.39
2024-06-29,UPI-GOLDS GYM-050350575583@axl,-465.30
2024-06-29,UPI/232441230/GOLDS GYM/oksbi,-461.55
2024-06-29,UPI/290063317259/GOLDS GYM/ybl,-566.12
2024-06-30,SHELL FUEL NOIDA,-68.31
2024-07-02,POS 7325XXXXXX7864 SHARMA KIRANA GURGAON,-1443.83
2024-07-02,ZEPTO 439320,-814.94
2024-07-03,ACH D- MICROSOFT 365-832995,-114.93
2024-07-03,ACH D- MICROSOFT 365-832995,-114.93
2024-07-03,SALARY CREDIT DELHI,61551.24
2024-07-04,ACH D- ZEPTO-363650,-472.08
2024-07-04,HP PETR 845201,-256.80
2024-07-06,POS 5743XXXXXX6643 INDIAN OIL PETROL PUNE,-75.32
2024-07-07,UPI-BLINKIT-634312164@ybl,-817.60
2024-07-07,UPI-BLUSMART-407475524@ybl,-135.85
2024-07-09,UPI/607070811738/IRCTC/paytm,-169.55
2024-07-10,UPI/345437352/MILK DAIRY BOOTH/oksbi,-466.59
2024-07-11,POS 3905XXXXXX8708 THIRD WAVE COFFEE NOIDA,-604.31
2024-07-12,UPI-HP PETROL PUMP-718774451752@ybl,-94.26
2024-07-13,BLUSMART 626012,-102.27
2024-07-16,ACH D- STARBUCKS-218041,-251.33
2024-07-17,POS 3063XXXXXX3608 KFC PUNE,-213.30
2024-07-19,FORTIS HOSPIT 840791,-819.09
2024-07-19,UPI/297371255/STARBUCKS/ybl,-107.53
2024-07-20,UPI/907525404361/UBER/okhdfc,-101.67
2024-07-21,UPI-MYNTRA-911045521102@ybl,-2860.39
2024-07-22,KFC MUMBAI,-225.10
2024-07-23,UPI-MILK DAIRY BOOTH-056632757@axl,-651.09
2024-07-25,ACH D- SHELL FUEL-193849,-65.85
2024-07-25,UPI-UBER-752235226463@ybl,-106.12
2024-07-25,UPI/114209686/IRCTC/okhdfc,-92.96
2024-07-28,UPI-NAMMA METRO-498125086653@axl,-138.78
2024-07-29,UPI/989261200837/NAMMA METRO/oksbi,-111.16
2024-07-30,BLUSMAR 663377,-165.17
2024-07-30,POS 9794XXXXXX5246 PLUMBER HOME SERVICE HYDERABAD,-5072.10
2024-07-30,TATA POWER *22916,-1409.30
2024-07-31,UPI-BURGER KING-705766609485@icici,-262.63
2024-07-31,UPI-RELIANCE FRESH-855106167@ybl,-587.77
2024-07-31,UPI/593075880/TATA POWER/paytm,-768.91
2024-07-31,UPI/734150271420/SHARMA KIRANA/ybl,-1092.67
2024-08-02,BHARAT GAS DELHI,-872.53
2024-08-03,POS 8974XXXXXX7959 UBER NOIDA,-1595.11
2024-08-03,UPI/654014733/SOCIETY MAINTENANCE/okhdfc,-8307.35
2024-08-04,BHARAT PETROLEUM DELHI,-65.62
2024-08-04,SALARY CREDIT DELHI,59624.33
2024-08-04,UPI-CAFE COFFEE DAY-540446496@icici,-291.91
2024-08-04,UPI/479191181/MORE SUPERMARKET/okhdfc,-957.87
2024-08-07,UPI/739327448/NAMMA METRO/ybl,-119.92
2024-08-08,BSES RAJDHANI *14872,-1251.66
2024-08-08,POS 2657XXXXXX6605 UBER PUNE,-70.32
2024-08-09,POS 8146XXXXXX1484 BHARAT GAS DELHI,-673.78
2024-08-10,UPI-BLUSMART-170720967051@ybl,-72.04
2024-08-10,UPI/627544287407/RENT TRANSFER LANDLORD/okhdfc,-24042.03
2024-08-13,POS 8573XXXXXX7865 SHARMA KIRANA DELHI,-680.44
2024-08-16,DELHI METRO *17646,-98.36
2024-08-16,JIO PREPA 576901,-642.51
2024-08-17,ACH D- BIG BAZAAR-752371,-744.74
2024-08-19,RAPIDO 704641,-112.45
2024-08-20,UPI-JIOMART-294817156@icici,-1122.78
2024-08-21,BARBEQUE NATION MUMBAI,-252.50
2024-08-21,POS 1247XXXXXX1753 JIOMART NOIDA,-956.90
2024-08-21,POS 1247XXXXXX1753 JIOMART NOIDA,-956.90
2024-08-23,BIG BAZAAR *70403,-1821.51
2024-08-23,POS 2850XXXXXX6445 INDIAN OIL PETROL NOIDA,-116.13
2024-08-23,UPI-RELIANCE FRESH-610140013329@ybl,-1316.55
2024-08-24,NETMEDS 361004,-921.33
2024-08-24,UPI/290902000/RELIANCE DIGITAL/ybl,-1593.10
2024-08-25,KFC *77050,-89.97
2024-08-26,SHELL FUEL DELHI,-147.36
2024-08-27,ACH D- IRCTC-266675,-194.53
2024-08-30,OLA CABS *63534,-92.66
2024-09-02,SALARY CREDIT GURGAON,62818.05
2024-09-03,DMART *23244,-892.17
2024-09-05,BIGBASKET GURGAON,-658.78
2024-09-05,UPI-SHELL FUEL-226523421@axl,-113.09
2024-09-07,UPI-INDIAN OIL PETROL-922829335957@axl,-115.47
2024-09-07,UPI/909538802/DELHI METRO/oksbi,-156.73
2024-09-10,UPI-LAL PATHLABS-291967124656@axl,-344.79
2024-09-12,POS 2007XXXXXX3258 BLINKIT BANGALORE,-878.71
2024-09-12,POS 3759XXXXXX2407 STARBUCKS BANGALORE,-191.66
2024-09-14,SHELL FUEL NOIDA,-1128.54
2024-09-15,GOLDS GYM *24279,-454.38
2024-09-16,ACH D- BHARAT GAS-754757,-1748.57
2024-09-17,UPI/746768911945/ADANI ELECTRICITY/ybl,-11982.99
2024-09-19,CHAAYOS 280063,-241.60
2024-09-19,UPI-DMART-412404732@icici,-812.95
2024-09-20,IRCTC GURGAON,-296.76
2024-09-20,JIOMART BANGALORE,-647.18
2024-09-20,UPI-TATA POWER-466762749@axl,-2071.49
2024-09-22,BHARAT PETROLEUM CHENNAI,-78.33
2024-09-24,BHARAT GAS BANGALORE,-1023.00
2024-09-24,STARBUCKS GURGAON,-192.43
2024-09-25,UPI/091294572/BIG BAZAAR/oksbi,-926.91
2024-09-26,ACH D- NAMMA METRO-840656,-53.28
2024-09-26,URBAN COMPANY GURGAON,-7560.47
2024-09-27,BLINKIT 471034,-363.05
2024-09-27,POS 6471XXXXXX3308 GUPTA PROVISION STORE DELHI,-840.80
2024-09-30,BLUE TOKA 105925,-256.45
2024-09-30,SHARMA KIRAN 933611,-1717.92
2024-10-01,ACH D- APPLE STORE-713789,-2861.38
2024-10-01,BHARAT  932652,-182.13
2024-10-02,CAFE COFFEE DAY NOIDA,-245.19
2024-10-02,INDANE GAS CHENNAI,-547.14
2024-10-02,SALARY CREDIT PUNE,62740.39
2024-10-02,UPI-JIOMART-442649561@icici,-954.98
2024-10-04,DELHI METRO *97713,-77.50
2024-10-06,GOOGLE ONE CHENNAI,-254.21
2024-10-06,POS 4717XXXXXX5587 INDIAN OIL PETROL DELHI,-107.46
2024-10-07,UPI-IRCTC-484811182@axl,-117.37
2024-10-08,POS 5715XXXXXX2803 BURGER KING HYDERABAD,-428.91
2024-10-08,SHARMA KIRANA 914868,-527.46
2024-10-08,ZEPTO *44473,-1225.79
2024-10-09,POS 5431XXXXXX3040 NAMMA METRO HYDERABAD,-145.05
2024-10-09,UPI/092631273624/RAPIDO/ybl,-57.86
2024-10-10,POS 1126XXXXXX9984 BIGBASKET BANGALORE,-980.61
2024-10-11,NAMMA METRO HYDERABAD,-67.56
2024-10-12,ACH D- INDIAN OIL PETROL-703371,-74.59
2024-10-12,POS 4427XXXXXX6394 GUPTA PROVISION STORE HYDERABAD,-822.08
2024-10-12,POS 4427XXXXXX6394 GUPTA PROVISION STORE HYDERABAD,-822.08
2024-10-13,UPI-DMART-885706465@icici,-826.71
2024-10-16,SHARMA KIRANA *57322,-549.40
2024-10-17,UPI-BHARAT PETROLEUM-073338921@icici,-75.23
2024-10-17,UPI-RAPIDO-381155664@axl,-366.36
2024-10-18,POS 5894XXXXXX6632 SWIGGY HYDERABAD,-451.33
2024-10-22,ACH D- PUNJABI DHABA-533346,-239.69
2024-10-23,UPI/571291207/IRCTC/oksbi,-99.58
2024-10-25,POS 5256XXXXXX2969 DECATHLON DELHI,-2565.49
2024-10-26,ACH D- NOBROKER RENT-303343,-15439.15
2024-10-26,POS 7566XXXXXX4662 MILK DAIRY BOOTH MUMBAI,-354.76
2024-10-26,PRACTO CONSULT *76897,-317.81
2024-10-27,ACH D- INDANE GAS-623026,-556.26
2024-10-28,THIRD WAVE COFFEE BANGALORE,-174.93
2024-10-29,ACH D- KFC-590759,-211.25
2024-11-01,BESCOM CHENNAI,-670.59
2024-11-02,MILK DAI 981319,-833.79
2024-11-02,RENT TRAN 345219,-9036.88
2024-11-03,SWIGGY *00248,-223.66
2024-11-04,SALARY CREDIT MUMBAI,61061.75
2024-11-04,UPI/795383950/SPENCERS/paytm,-623.04
2024-11-05,BIGBASKE 285775,-1408.02
2024-11-05,BLINKIT *45091,-1037.06
2024-11-05,SHELL FUEL GURGAON,-92.59
2024-11-06,ACH D- AIRTEL POSTPAID-855784,-727.60
2024-11-08,MEESHO PUNE,-2409.66
2024-11-10,BLINKIT *30709,-538.66
2024-11-11,POS 8530XXXXXX3001 MILK DAIRY BOOTH NOIDA,-477.41
2024-11-11,UPI-IRCTC-162804565@icici,-36.02
2024-11-12,ACH D- ZEPTO-834112,-605.38
2024-11-13,PANTALO 324390,-1605.20
2024-11-13,RENT TRANSFER LANDLORD GURGAON,-14182.79
2024-11-14,UPI/269039488/BLUSMART/paytm,-108.70
2024-11-14,UPI/308552677/FRESH VEGETABLES MART/ybl,-317.75
2024-11-16,DMART MUMBAI,-1877.24
2024-11-16,OLA CABS NOIDA,-61.36
2024-11-16,UPI-JIOMART-107781621471@axl,-516.43
2024-11-20,ACH D- THIRD WAVE COFFEE-754561,-462.13
2024-11-20,IRCTC BANGALORE,-92.85
2024-11-20,UPI/614151216/WESTSIDE/okhdfc,-2801.50
2024-11-20,UPI/653018016241/TATA POWER/oksbi,-996.66
2024-11-21,FORTIS HOSPITAL *52942,-603.41
2024-11-23,SPOTIFY *31759,-261.45
2024-11-25,MILK DAIRY BOOT 935874,-673.99
2024-11-25,UPI-UBER-871019944@axl,-83.61
2024-11-26,IRCTC *78819,-143.31
2024-11-27,UPI-RAPIDO-161098819409@icici,-176.55
2024-11-28,RAPIDO MUMBAI,-71.67
2024-11-29,OLA CABS *31285,-89.10
2024-11-29,UPI-DELHI METRO-987081098@icici,-124.48
2024-11-30,BHARAT PETROLEUM *97009,-62.59
2024-11-30,POS 1075XXXXXX5691 UBER NOIDA,-105.75
2024-11-30,POS 2517XXXXXX4002 KFC PUNE,-327.91
2024-12-02,INDIAN OIL PETROL *32039,-85.59
2024-12-02,POS 9257XXXXXX7909 JIOMART CHENNAI,-1026.44
2024-12-03,POS 6666XXXXXX5328 BLUSMART PUNE,-62.77
2024-12-03,SALARY CREDIT DELHI,62842.57
2024-12-05,BESCOM 062203,-1520.52
2024-12-05,DMART 508886,-931.08
2024-12-05,UPI-NAMMA METRO-422040048165@axl,-151.34
2024-12-09,UPI/534456647336/JIOMART/paytm,-2405.54
2024-12-10,UPI-MORE SUPERMARKET-981841121@axl,-1184.16
2024-12-11,UPI/230434948/OLA CABS/oksbi,-126.30
2024-12-12,NAMMA METRO *66073,-67.00
2024-12-12,POS 7832XXXXXX5739 TATA POWER PUNE,-693.35
2024-12-13,BHARAT GAS 494197,-1174.37
2024-12-14,ACH D- IRCTC-990521,-98.30
2024-12-14,BHARAT PETROLEUM *46694,-89.33
2024-12-14,MUMBAI LOCAL PASS *93574,-103.48
2024-12-17,ACH D- DELHI METRO-520327,-118.51
2024-12-17,POS 4166XXXXXX8055 AJIO BANGALORE,-2153.69
2024-12-18,JIOMAR 742584,-1480.77
2024-12-20,BARBEQUE NATION *31726,-467.48
2024-12-21,INDIAN OIL PETROL CHENNAI,-54.94
2024-12-21,MILK DAIRY BOO 018832,-581.30
2024-12-21,UPI-HP PETROL PUMP-313711395629@axl,-82.51
2024-12-21,UPI/652681497/NOBROKER RENT/oksbi,-9050.14
2024-12-22,POS 7573XXXXXX5374 EATSURE CHENNAI,-368.79
2024-12-24,ACH D- STARBUCKS-429113,-372.90
2024-12-24,UPI-RELIANCE FRESH-025637959363@axl,-296.10
2024-12-25,ACH D- PIZZA HUT-969499,-309.36
2024-12-25,PIZZA H 981861,-320.08
2024-12-25,PIZZA HUT GURGAON,-338.59
2024-12-25,POS 4396XXXXXX6273 PIZZA HUT NOIDA,-293.28
2024-12-25,POS 7694XXXXXX9349 OLA CABS BANGALORE,-97.38
2024-12-25,UPI-RELIANCE FRESH-933550585@icici,-313.66
2024-12-25,UPI/552554875/PIZZA HUT/okhdfc,-267.42
2024-12-29,ACH D- HOTSTAR-608289,-161.85
2024-12-30,UPI-BLINKIT-801706666@ybl,-1254.56
2025-01-01,ACH D- SHELL FUEL-308079,-92.97
2025-01-01,UPI-BIGBASKET-912671356@axl,-1159.34
2025-01-01,UPI-THIRD WAVE COFFEE-557122766779@axl,-254.90
2025-01-02,UPI/013013261197/DELHI METRO/ybl,-156.29
2025-01-03,SALARY CREDIT GURGAON,61061.81
2025-01-05,ACH D- INDANE GAS-521722,-1056.66
2025-01-06,DELHI METRO *63275,-63.07
2025-01-06,UPI/849570149/RELIANCE FRESH/oksbi,-1250.97
2025-01-07,KFC *98246,-380.19
2025-01-08,POS 4587XXXXXX3665 GUPTA PROVISION STORE CHENNAI,-960.50
2025-01-09,UPI-BLINKIT-429279485@icici,-1836.59
2025-01-11,ACH D- NOBROKER RENT-862789,-15671.79
2025-01-11,SHELL FUEL HYDERABAD,-70.64
2025-01-15,UPI-ACT FIBERNET-961086894@icici,-855.44
2025-01-16,UPI/001098505680/BHARAT PETROLEUM/ybl,-107.95
2025-01-17,DELHI ME 155001,-110.55
2025-01-17,POS 8271XXXXXX8031 DELHI METRO MUMBAI,-142.56
2025-01-17,SHELL FUEL *17153,-95.10
2025-01-19,SHELL F 532418,-52.22
2025-01-20,ICLOUD NOIDA,-322.15
2025-01-20,POS 4009XXXXXX4343 KFC GURGAON,-265.55
2025-01-20,UPI/007191829550/LIFESTYLE STORES/okhdfc,-766.90
2025-01-21,POS 3330XXXXXX6693 BLINKIT GURGAON,-963.17
2025-01-22,MORE SUPERMARKET *11182,-1301.33
2025-01-24,ACH D- THIRD WAVE COFFEE-647947,-182.60
2025-01-24,GUPTA PR 750699,-516.27
2025-01-26,POS 1434XXXXXX7726 FRESH VEGETABLES MART NOIDA,-594.07
2025-01-26,THIRD WAVE COFFEE DELHI,-374.33
2025-01-30,UPI-DMART-618632407504@icici,-1754.59
2025-01-31,UPI/742949163118/BIGBASKET/okhdfc,-1513.04
2025-02-01,UPI-BLUSMART-797124054704@ybl,-105.26
2025-02-02,UPI-MUMBAI LOCAL PASS-160942316675@ybl,-181.81
2025-02-03,SALARY CREDIT HYDERABAD,63330.73
2025-02-04,POS 7220XXXXXX9705 SHELL FUEL NOIDA,-48.34
2025-02-05,GUPTA PROVISION STORE MUMBAI,-905.51
2025-02-06,ACH D- RELIANCE DIGITAL-535745,-994.54
2025-02-06,UPI-MUMBAI LOCAL PASS-532012950@icici,-151.13
2025-02-07,UPI-DMART-148942284@icici,-1215.94
2025-02-07,UPI-OLA CABS-556462158410@icici,-199.68
2025-02-10,GOOGLE ONE *73665,-277.31
2025-02-10,POS 5944XXXXXX2535 TATA POWER DELHI,-1172.50
2025-02-10,UPI-INDIAN OIL PETROL-825278626313@ybl,-179.46
2025-02-11,BHARAT GAS *58829,-915.08
2025-02-12,POS 9785XXXXXX7506 HP PETROL PUMP CHENNAI,-76.79
2025-02-13,UPI/555909446410/IRCTC/ybl,-64.47
2025-02-13,UPI/936935316107/KFC/oksbi,-138.46
2025-02-14,BIG BAZAAR DELHI,-1189.73
2025-02-14,TATA POW 161876,-1391.52
2025-02-14,UPI/854130456/BLUSMART/okhdfc,-129.85
2025-02-17,MUMBAI LOCAL PASS *89674,-48.98
2025-02-17,POS 4159XXXXXX9599 OLA CABS GURGAON,-83.68
2025-02-18,UPI-STARBUCKS-713687318@ybl,-227.33
2025-02-20,UPI/850465410649/DELHI METRO/paytm,-93.16
2025-02-22,ACH D- THIRD WAVE COFFEE-205150,-181.57
2025-02-22,UPI/454070871941/JIOMART/oksbi,-2155.26
2025-02-23,DECATH 472320,-1093.86
2025-02-23,UPI-BIG BAZAAR-400521840008@axl,-1103.28
2025-02-25,POS 7397XXXXXX6534 EATSURE MUMBAI,-243.60
2025-02-26,POS 1432XXXXXX8636 GUPTA PROVISION STORE CHENNAI,-565.09
2025-02-27,MORE SUPERMARKET BANGALORE,-604.23
2025-02-28,UPI/241061432/NETMEDS/paytm,-851.35
2025-03-01,SALARY CREDIT GURGAON,63889.56
2025-03-03,UPI/545420217034/DELHI METRO/okhdfc,-46.66
2025-03-05,BHARAT PETROLEUM *26138,-178.53
2025-03-07,POS 6367XXXXXX1181 JIOMART CHENNAI,-943.50
2025-03-07,ZOMATO CHENNAI,-1007.73
2025-03-08,SHARMA KIRANA *64882,-659.48
